,Player,Position,Age,Year,Model_Projection_Points,#,StdDev,High,Low
0,Ja'Marr Chase,WR,22.0,2022,286.17422521387454,9.0,1.9,1.01,2.06
1,Justin Jefferson,WR,23.0,2022,281.0539361139606,6.0,1.6,1.01,1.11
2,Cooper Kupp,WR,29.0,2022,267.56277469937294,4.0,1.7,1.01,2.05
3,Davante Adams,WR,30.0,2022,252.71179577157116,11.0,2.2,1.01,2.09
4,Tyreek Hill,WR,28.0,2022,237.16238953405187,22.0,3.0,1.02,3.11
5,Stefon Diggs,WR,29.0,2022,225.645160304177,13.0,2.3,1.01,2.1
6,Jaylen Waddle,WR,24.0,2022,217.12147642646676,49.0,5.6,2.09,6.06
7,D.K. Metcalf,WR,25.0,2022,216.60447939195768,42.0,4.6,2.07,5.12
8,Chris Godwin,WR,26.0,2022,214.7553378999785,58.0,6.1,2.09,7.05
9,CeeDee Lamb,WR,23.0,2022,211.91099718584462,17.0,2.6,1.01,3.01
10,Amon-Ra St. Brown,WR,23.0,2022,211.5412575067346,84.0,7.8,4.01,10.11
11,A.J. Brown,WR,25.0,2022,202.5408927522448,30.0,3.3,1.12,4.11
12,Diontae Johnson,WR,26.0,2022,201.91654505045219,46.0,4.8,2.12,6.1
13,Mike Evans,WR,29.0,2022,201.78369668582621,25.0,3.1,1.02,3.12
14,DeAndre Hopkins,WR,30.0,2022,200.4980585935878,55.0,6.2,2.08,6.12
15,Deebo Samuel,WR,26.0,2022,199.17733163578774,19.0,2.7,1.03,3.04
16,Tee Higgins,WR,23.0,2022,198.9457319630298,34.0,3.5,1.09,4.09
17,D.J. Moore,WR,25.0,2022,197.9021698811638,44.0,5.1,1.12,6.02
18,Amari Cooper,WR,28.0,2022,195.4985555021409,76.0,6.4,4.01,9.03
19,Tyler Lockett,WR,30.0,2022,194.69463695193502,111.0,7.2,6.02,11.1
20,Keenan Allen,WR,30.0,2022,191.447861684766,28.0,3.3,2.01,4.03
21,Terry McLaurin,WR,27.0,2022,181.67042337066368,39.0,3.8,1.07,5.03
22,Chase Claypool,WR,24.0,2022,181.5135070908658,115.0,8.3,4.06,13.02
23,Darren Waller,WR,30.0,2022,176.34715442292475,52.0,5.8,1.07,6.1
24,Marquise Brown,WR,25.0,2022,174.26755925527215,77.0,6.3,3.08,8.1
25,Brandon Aiyuk,WR,24.0,2022,173.47297937535288,100.0,7.7,4.09,10.11
26,DeVonta Smith,WR,24.0,2022,171.31574440936717,87.0,6.9,3.01,9.09
27,Darnell Mooney,WR,25.0,2022,170.58945559574184,75.0,6.1,4.01,8.12
28,Allen Robinson,WR,29.0,2022,165.49473437041615,62.0,6.1,3.01,7.1
29,Robert Woods,WR,30.0,2022,164.07539250941403,103.0,7.2,4.11,11.01
30,Michael Pittman Jr.,WR,25.0,2022,162.07668239983445,31.0,3.1,1.06,4.05
31,Hunter Renfrow,WR,27.0,2022,161.81085407201095,70.0,6.2,3.11,8.04
32,Tyler Boyd,WR,28.0,2022,160.95549554633934,144.0,12.6,6.12,15.06
33,Brandin Cooks,WR,29.0,2022,159.07611862235805,60.0,5.2,2.12,7.03
34,Calvin Ridley,WR,28.0,2022,157.32787922171303,204.0,15.8,8.05,16.06
35,Mike Williams,WR,28.0,2022,153.20450234077734,51.0,6.1,2.12,6.08
36,Jarvis Landry,WR,30.0,2022,149.7186195236597,143.0,11.9,3.02,16.01
37,Michael Gallup,WR,26.0,2022,149.0813232376497,125.0,9.5,2.06,13.06
38,Adam Thielen,WR,32.0,2022,147.83628304616064,65.0,6.2,3.02,7.11
39,Marvin Jones,WR,32.0,2022,147.2720259218791,253.0,33.2,5.03,18.05
