,Player,Position,Age,Year,Model_Projection_Points,#,StdDev,High,Low
40,Christian Kirk,WR,26.0,2022,144.15888115595834,112.0,7.3,6.05,12.06
41,DeVante Parker,WR,29.0,2022,143.70838494115173,139.0,9.4,8.05,14.07
42,Robby Anderson,WR,29.0,2022,143.70838494115173,248.0,26.8,6.01,18.05
43,Elijah Moore,WR,22.0,2022,141.97765406842998,94.0,7.6,2.06,10.06
44,K.J. Osborn,WR,25.0,2022,140.94933525772362,228.0,19.4,10.05,18.05
45,Mecole Hardman,WR,24.0,2022,139.89658690787567,168.0,15.9,6.1,15.12
46,Russell Gage,WR,26.0,2022,137.39140811533582,114.0,7.9,3.01,12.05
47,Robby Anderson,WR,29.0,2022,135.0058085492591,248.0,26.8,6.01,18.05
48,DeVante Parker,WR,29.0,2022,135.0058085492591,139.0,9.4,8.05,14.07
49,Jamison Crowder,WR,29.0,2022,132.80927060614982,274.0,23.6,9.09,18.06
50,DJ Chark,WR,26.0,2022,130.84715896045287,,,,
51,Gabriel Davis,WR,23.0,2022,129.29391924166788,79.0,6.9,3.11,9.01
52,JuJu Smith-Schuster,WR,26.0,2022,126.17888836361755,90.0,9.3,2.05,10.11
53,Julio Jones,WR,33.0,2022,124.99441994032564,151.0,15.6,3.06,15.11
54,Jerry Jeudy,WR,23.0,2022,124.62312829817797,68.0,6.3,3.02,7.11
55,Corey Davis,WR,27.0,2022,123.18906057658504,267.0,23.8,13.02,19.05
56,Rondale Moore,WR,22.0,2022,119.11426054559647,189.0,16.3,9.03,16.08
57,Jakobi Meyers,WR,26.0,2022,116.66550036994596,197.0,15.8,8.05,16.08
58,Chuba Hubbard,RB,23.0,2022,111.0173742697829,135.0,11.4,5.02,14.03
59,Rashod Bateman,WR,23.0,2022,111.0173742697829,95.0,7.9,4.07,10.11
60,Kenny Golladay,WR,29.0,2022,107.77965633387996,216.0,18.7,9.07,17.09
61,Nelson Agholor,WR,29.0,2022,105.73169367422157,113.0,31.5,3.01,13.01
62,Courtland Sutton,WR,27.0,2022,104.88313649374903,69.0,8.5,2.07,8.04
63,Allen Lazard,WR,27.0,2022,103.62699649648374,102.0,8.5,5.03,11.06
64,Van Jefferson,WR,26.0,2022,103.07056927174753,270.0,28.4,7.09,18.08
65,Nico Collins,WR,23.0,2022,100.00707723761131,230.0,22.1,8.04,18.06
66,Tim Patrick,WR,29.0,2022,99.5964566342987,238.0,15.6,11.07,16.11
67,Cordarrelle Patterson,WR,31.0,2022,99.22838050400227,98.0,8.8,3.08,10.1
68,Kadarius Toney,WR,23.0,2022,95.27127624940715,117.0,8.3,6.01,13.06
69,Josh Palmer,WR,24.0,2022,95.26862210297085,211.0,22.4,9.1,18.06
70,Randall Cobb,WR,32.0,2022,87.27454313893637,192.0,45.9,3.07,19.04
71,Marquez Valdes-Scantling,WR,28.0,2022,81.99956660062044,154.0,12.5,5.11,15.1
72,Sammy Watkins,WR,29.0,2022,81.75893039302015,269.0,25.3,7.07,18.06
73,Isaiah McKenzie,WR,27.0,2022,74.62201407982828,213.0,21.1,6.07,17.12
74,Parris Campbell,WR,25.0,2022,39.84652136388202,210.0,16.2,11.03,15.12
