,Age,Receiving_Ctch%,Receiving_Lng,Receiving_Y/Tgt,Fantasy_PPR
3333,24,100.0,7.0,6.5,3.3
3346,23,100.0,4.0,4.0,1.4
3348,24,50.0,26.0,6.8,1.0
3349,24,66.7,26.0,-0.3,1.9
3355,24,28.6,7.0,0.6,2.4
3370,26,60.0,76.0,9.8,255.6
3374,30,63.2,40.0,8.3,237.3
3376,25,76.3,32.0,8.4,244.2
3379,30,62.1,52.0,8.9,227.4
3380,31,70.7,61.0,8.2,244.4
3387,25,70.3,31.0,8.3,191.5
3403,26,69.9,42.0,8.5,189.5
3407,35,67.3,46.0,7.5,190.5
3421,23,68.2,61.0,6.0,160.1
3430,25,67.0,60.0,7.6,170.3
3433,35,65.9,40.0,7.4,149.0
3438,26,70.5,53.0,10.9,133.6
3505,33,74.0,35.0,6.9,164.3
3509,22,67.1,55.0,7.7,130.7
3517,26,67.1,47.0,6.8,128.5
3521,27,57.5,34.0,5.7,121.5
3529,31,73.9,87.0,9.5,107.9
3532,29,64.9,45.0,8.2,120.5
3534,30,72.8,41.0,8.1,130.7
3535,26,66.2,40.0,6.9,121.8
3538,33,59.7,37.0,6.7,115.7
3541,27,64.3,57.0,5.8,123.1
3544,33,74.1,27.0,6.6,127.7
3549,24,70.2,46.0,8.8,98.2
3554,28,66.3,24.0,5.5,114.9
3557,24,67.7,45.0,7.5,104.4
3566,30,77.1,60.0,11.4,84.8
3567,23,53.8,43.0,8.7,78.8
3569,27,50.0,29.0,5.5,91.6
3585,25,65.2,36.0,7.1,80.6
3586,24,56.0,33.0,6.6,78.9
3587,30,54.8,30.0,6.2,72.9
3588,29,75.0,48.0,11.1,70.1
3591,28,52.0,49.0,6.4,87.1
3592,24,76.7,46.0,9.6,69.8
3607,31,61.9,33.0,6.9,66.9
3609,31,65.5,43.0,6.8,77.5
3616,27,67.9,33.0,6.6,55.6
3617,25,58.8,37.0,7.4,57.1
3618,27,69.4,37.0,6.8,61.5
3623,27,70.7,22.0,5.4,63.3
3625,25,69.6,29.0,6.1,66.0
3632,21,66.7,28.0,5.6,64.8
3640,28,65.4,17.0,4.7,47.1
3649,27,56.3,22.0,7.0,46.3
3661,25,65.4,24.0,8.2,44.3
3670,25,53.3,19.0,4.0,40.0
3671,27,68.8,19.0,4.8,34.6
3672,31,75.0,27.0,7.6,36.1
3675,27,80.0,32.0,11.5,35.3
3676,28,70.0,26.0,7.5,36.9
3677,31,43.2,45.0,6.1,38.6
3686,24,70.8,25.0,7.0,37.7
3693,25,77.3,20.0,6.4,37.1
3701,25,56.3,26.0,4.8,28.7
3702,24,60.0,48.0,7.4,33.6
3707,23,73.3,22.0,8.6,29.9
3710,25,55.2,21.0,3.8,33.0
3711,22,78.3,25.0,6.7,35.3
3714,24,72.0,22.0,5.1,34.7
3715,26,100.0,13.0,9.4,21.7
3718,24,84.6,24.0,7.8,27.2
3721,25,60.0,29.0,7.5,27.0
3722,23,100.0,13.0,8.3,19.3
3731,21,72.7,20.0,5.1,21.6
3736,29,72.7,16.0,6.5,21.1
3737,25,85.7,19.0,5.1,25.2
3738,24,63.6,25.0,6.7,20.4
3739,26,59.1,20.0,5.9,26.0
3745,30,70.6,17.0,7.5,24.7
3747,30,46.7,21.0,4.5,19.7
3748,28,90.9,15.0,6.3,22.9
3749,28,92.3,17.0,5.4,25.0
3754,28,60.0,42.0,11.6,14.8
3755,27,69.2,14.0,4.7,21.1
3764,23,100.0,12.0,6.5,16.1
3766,24,61.5,22.0,4.9,18.4
3768,24,66.7,22.0,8.3,17.9
3778,23,66.7,30.0,9.7,14.7
3779,23,62.5,32.0,5.6,18.9
3782,28,35.7,44.0,5.5,12.7
3783,30,27.3,9.0,1.6,10.8
3784,26,64.3,17.0,5.6,16.9
3796,23,54.5,31.0,5.8,12.4
3798,24,50.0,16.0,3.7,13.9
3799,29,37.5,18.0,3.8,12.1
3800,32,85.7,23.0,8.6,12.0
3805,24,58.3,11.0,3.7,13.4
3808,24,75.0,43.0,13.5,8.4
3825,27,57.1,12.0,4.7,7.3
3827,27,80.0,13.0,6.2,7.1
3830,25,50.0,15.0,4.3,5.6
3841,23,100.0,10.0,7.3,5.2
3848,23,33.3,17.0,3.0,3.8
3852,24,50.0,7.0,3.5,1.7
3858,24,33.3,6.0,2.0,1.6
3861,28,100.0,8.0,6.5,3.3
3862,23,33.3,7.0,2.3,1.7
3865,23,50.0,6.0,3.0,1.6
3867,23,100.0,10.0,10.0,2.0
3870,32,66.7,6.0,3.3,3.0
3872,25,75.0,16.0,8.0,4.2
3878,23,100.0,1.0,1.0,1.1
3882,26,100.0,2.0,2.0,1.2
3885,25,100.0,4.0,4.0,1.4
3887,30,100.0,2.0,2.0,1.2
3889,22,100.0,26.0,6.8,1.0
3890,22,100.0,4.0,4.0,1.4
3910,25,62.6,46.0,8.6,266.4
3922,34,70.4,34.0,8.4,223.1
3928,28,68.0,29.0,7.1,229.9
3932,29,68.3,38.0,8.2,220.8
3935,27,70.3,37.0,7.2,221.6
3939,26,55.4,73.0,8.4,176.4
3944,26,69.4,35.0,7.9,163.9
3947,25,77.0,34.0,9.9,183.2
3950,30,59.4,68.0,8.4,176.0
3965,32,71.1,34.0,7.8,164.3
3969,32,72.5,49.0,8.4,160.1
3975,26,68.5,32.0,6.8,153.3
4036,24,58.0,41.0,7.9,116.5
4044,24,65.2,35.0,7.9,144.2
4048,27,52.5,59.0,6.4,133.4
4051,25,69.0,41.0,7.2,136.5
4058,32,60.8,39.0,6.7,124.7
4060,26,78.5,23.0,5.8,138.0
4063,24,58.6,33.0,5.4,133.4
4072,29,67.1,37.0,7.1,114.7
4093,24,78.8,30.0,7.8,87.7
4108,26,71.1,23.0,6.8,82.9
4113,25,75.0,50.0,9.8,93.7
4116,26,50.0,81.0,8.8,78.4
4118,24,55.0,80.0,9.1,76.2
4127,26,63.0,34.0,7.0,79.3
4131,24,70.0,37.0,8.8,61.6
4135,22,71.7,43.0,6.5,84.5
4136,30,69.4,22.0,6.3,71.6
4139,24,76.9,30.0,7.2,94.5
4142,27,48.9,28.0,5.3,65.7
4146,31,80.0,27.0,9.4,56.8
4151,23,66.7,38.0,7.9,64.4
4155,29,62.7,37.0,6.7,70.0
4156,30,52.0,29.0,4.9,62.9
4162,23,69.2,26.0,8.1,43.5
4163,27,74.3,59.0,8.3,60.9
4165,22,66.7,43.0,7.5,54.5
4166,25,70.6,23.0,6.8,59.1
4168,23,57.4,20.0,4.4,64.8
4169,30,58.1,63.0,6.6,50.6
4174,24,65.7,22.0,7.4,54.8
4176,22,55.3,30.0,5.8,53.1
4178,21,53.2,22.0,5.3,55.8
4180,25,50.0,36.0,7.7,42.5
4181,28,63.0,31.0,9.0,47.2
4195,25,54.5,23.0,6.1,37.8
4197,34,64.5,15.0,4.4,45.6
4203,24,81.8,20.0,5.4,41.8
4217,29,50.0,26.0,3.9,34.9
4228,27,61.5,63.0,10.3,27.4
4229,29,68.8,26.0,5.9,41.0
4230,30,100.0,26.0,19.7,20.9
4231,27,58.8,34.0,6.8,27.5
4232,23,66.7,22.0,8.1,28.1
4240,29,52.0,28.0,6.2,28.6
4248,24,50.0,26.0,6.2,21.4
4250,24,62.5,25.0,5.7,25.1
4255,26,100.0,38.0,12.3,19.7
4262,25,81.8,41.0,12.2,22.4
4264,26,52.9,27.0,7.6,22.0
4265,29,76.2,24.0,6.0,28.5
4266,31,75.0,33.0,11.5,15.6
4268,28,42.9,18.0,4.6,18.4
4277,27,81.3,16.0,4.9,24.8
4279,30,72.7,22.0,5.3,27.6
4282,24,64.3,23.0,7.5,19.7
4283,24,70.0,14.0,4.8,17.8
4288,26,71.4,29.0,7.1,16.0
4292,24,75.0,12.0,4.4,15.5
4299,23,57.1,9.0,4.0,12.8
4301,23,66.7,19.0,5.7,18.6
4304,25,71.4,38.0,12.1,13.5
4309,23,66.7,14.0,5.3,9.6
4311,29,85.7,24.0,10.9,13.6
4316,28,41.7,24.0,5.9,12.1
4323,29,66.7,13.0,4.7,17.0
4328,25,50.0,2.0,0.8,8.3
4330,27,100.0,3.0,3.0,7.1
4332,26,50.0,1.0,0.5,7.1
4333,28,100.0,2.0,1.5,8.3
4334,27,100.0,1.0,1.0,7.1
4340,26,100.0,31.0,26.5,7.3
4341,26,75.0,13.0,5.4,10.8
4345,25,66.7,27.0,8.0,8.8
4353,24,100.0,20.0,12.3,6.7
4354,26,50.0,23.0,7.3,7.4
4357,22,100.0,17.0,12.7,6.8
4361,26,63.6,11.0,3.7,11.1
4363,27,50.0,16.0,5.5,8.4
4369,30,100.0,20.0,13.0,4.6
4370,24,100.0,29.0,10.0,6.0
4373,23,100.0,17.0,17.0,2.7
4374,28,83.3,10.0,3.5,7.1
4376,23,60.0,10.0,4.0,5.0
4378,23,75.0,14.0,5.3,5.1
4388,25,50.0,13.0,6.0,4.4
4391,27,50.0,7.0,3.5,3.4
4392,23,66.7,26.0,6.8,1.0
4398,24,100.0,8.0,8.0,1.8
4400,24,25.0,21.0,3.8,3.0
4430,27,60.6,56.0,8.6,303.5
4447,29,61.9,64.0,10.1,213.0
4453,25,72.2,74.0,8.8,215.8
4460,37,68.6,25.0,7.1,218.9
4463,25,67.8,53.0,7.8,213.7
4464,31,65.8,34.0,7.7,206.1
4474,24,67.6,67.0,7.4,188.4
4475,28,65.8,31.0,7.4,190.6
4485,33,67.5,56.0,7.6,184.2
4489,26,69.1,43.0,8.1,168.9
4497,26,60.0,47.0,7.9,146.1
4500,29,69.8,33.0,6.6,153.1
4570,25,59.8,44.0,7.0,140.8
4577,23,71.1,36.0,7.5,141.3
4579,28,62.7,42.0,9.8,116.2
4581,24,59.1,50.0,9.0,122.2
4591,28,65.4,33.0,8.1,128.5
4594,28,61.8,27.0,6.9,123.2
4599,23,63.2,38.0,8.2,106.9
4603,23,76.3,38.0,8.5,114.7
4605,28,58.9,60.0,6.9,101.7
4609,23,60.0,25.0,6.9,82.7
4610,23,63.3,37.0,6.8,102.7
4612,26,65.0,47.0,10.0,89.8
4613,25,67.6,30.0,6.7,109.8
4616,31,73.4,31.0,7.5,121.3
4628,29,53.2,41.0,7.6,82.9
4630,23,65.0,61.0,7.4,95.5
4633,24,61.2,29.0,6.7,97.8
4647,34,59.6,45.0,6.6,83.3
4649,28,65.1,31.0,6.6,92.6
4652,25,68.4,31.0,8.0,90.4
4654,30,66.0,34.0,8.3,81.8
4656,25,69.6,21.0,5.6,81.8
4661,24,65.2,31.0,6.8,79.3
4663,26,73.5,52.0,8.8,73.0
4672,31,58.5,28.0,6.1,67.2
4673,25,60.4,22.0,5.9,75.2
4675,26,65.0,25.0,7.6,68.2
4678,26,56.0,33.0,5.3,68.7
4681,26,68.6,31.0,8.3,63.2
4684,29,66.7,30.0,7.2,70.4
4686,29,69.7,20.0,6.1,61.0
4696,33,63.3,32.0,7.5,53.6
4707,26,58.1,43.0,6.3,58.3
4708,23,71.4,39.0,9.7,53.2
4710,27,81.3,18.0,6.7,57.5
4713,23,67.9,40.0,8.7,49.4
4723,28,72.2,40.0,7.1,37.7
4724,22,60.0,25.0,8.9,34.4
4731,28,80.0,15.0,7.4,44.4
4737,28,60.6,18.0,5.1,42.9
4741,26,77.8,29.0,8.3,26.5
4745,25,63.2,19.0,7.2,31.6
4752,24,50.0,26.0,8.6,25.0
4755,22,73.3,12.0,3.7,28.5
4772,27,38.9,23.0,3.9,20.0
4773,25,100.0,31.0,15.5,17.2
4774,23,68.8,37.0,8.3,24.3
4783,23,42.1,25.0,6.3,19.9
4784,24,66.7,62.0,21.0,14.3
4788,31,77.8,14.0,5.2,17.7
4790,23,71.4,28.0,7.6,16.3
4796,23,60.0,9.0,4.4,15.6
4801,28,75.0,23.0,8.0,12.2
4806,26,46.2,41.0,6.8,14.8
4807,22,60.0,8.0,3.2,15.2
4808,23,50.0,20.0,10.0,9.0
4809,28,57.1,14.0,3.0,12.1
4817,28,66.7,15.0,5.3,9.6
4820,27,60.0,14.0,4.1,20.3
4821,24,60.0,34.0,10.2,14.2
4822,30,58.3,22.0,6.8,15.2
4826,24,63.6,14.0,6.3,13.9
4828,24,80.0,21.0,4.9,19.3
4829,23,20.0,9.0,1.8,7.9
4832,30,50.0,11.0,5.5,8.1
4834,24,42.9,9.0,1.9,10.3
4845,24,50.0,25.0,6.3,11.3
4849,24,22.2,5.0,0.9,7.1
4850,25,75.0,10.0,3.8,13.5
4855,24,36.4,18.0,4.2,8.6
4859,27,50.0,25.0,6.0,6.6
4860,25,100.0,34.0,12.7,6.8
4861,25,50.0,30.0,9.5,5.8
4869,25,55.6,16.0,4.4,9.0
4874,29,50.0,12.0,5.2,6.1
4879,25,40.0,26.0,6.8,5.4
4880,25,50.0,11.0,5.2,6.1
4883,26,66.7,21.0,11.3,5.4
4886,26,66.7,13.0,5.0,7.0
4892,26,66.7,8.0,3.3,9.0
4895,31,100.0,18.0,9.0,3.8
4897,23,71.4,8.0,2.7,6.9
4907,28,100.0,16.0,16.0,2.6
4910,22,50.0,8.0,4.0,1.8
4917,25,100.0,5.0,5.0,1.5
4919,25,100.0,8.0,8.0,1.8
4920,26,33.3,7.0,2.3,1.7
4921,29,25.0,13.0,3.3,2.3
4923,29,33.3,6.0,0.8,2.5
4933,22,100.0,4.0,4.0,1.4
4935,26,100.0,3.0,3.0,1.3
4942,33,100.0,3.0,1.0,2.2
4945,27,100.0,12.0,12.0,0.3
4981,26,63.0,46.0,7.3,237.2
4988,23,69.6,41.0,10.0,198.0
4991,36,75.0,25.0,7.5,234.0
4998,30,70.3,43.0,8.1,202.6
5004,30,74.8,36.0,7.1,231.9
5012,27,66.3,47.0,8.1,183.3
5016,27,64.9,61.0,7.1,169.9
5018,30,59.6,39.0,6.9,169.6
5020,23,57.0,29.0,5.3,158.3
5021,27,75.2,29.0,7.7,183.6
5023,24,68.1,55.0,7.8,165.7
5073,32,61.3,34.0,6.7,144.8
5078,25,61.8,33.0,7.0,147.6
5082,27,58.1,43.0,7.7,134.1
5090,28,67.2,53.0,9.0,125.8
5104,23,61.4,31.0,5.8,129.8
5106,24,65.6,80.0,8.1,119.9
5107,28,67.5,26.0,7.0,130.0
5109,25,70.1,40.0,7.7,137.7
5112,25,60.3,61.0,7.2,118.3
5115,27,64.8,34.0,7.8,129.4
5117,22,68.2,40.0,7.9,115.6
5118,27,57.8,24.0,5.6,129.7
5123,33,62.7,33.0,5.8,114.5
5125,27,61.2,36.0,6.5,119.5
5127,32,59.8,27.0,6.1,117.1
5129,30,70.7,30.0,6.1,106.6
5132,28,59.4,22.0,4.8,106.2
5149,27,71.7,30.0,7.5,93.6
5151,29,49.4,57.0,5.9,98.4
5156,25,54.7,39.0,6.8,82.9
5164,25,58.9,38.0,8.1,84.3
5167,28,53.8,45.0,8.8,71.4
5174,25,64.3,67.0,10.4,65.1
5178,28,77.8,32.0,8.8,71.7
5188,24,66.2,33.0,6.1,86.7
5191,24,54.2,26.0,5.9,66.1
5199,27,66.7,72.0,16.9,46.3
5201,25,65.8,31.0,8.1,61.8
5209,28,69.7,46.0,8.3,56.5
5210,23,54.5,31.0,6.4,51.2
5212,26,77.4,29.0,10.5,56.6
5213,27,43.2,25.0,5.2,51.9
5215,29,64.7,20.0,5.1,43.6
5229,24,50.0,28.0,5.7,48.6
5230,25,64.1,19.0,4.8,53.6
5247,28,55.6,18.0,5.3,35.5
5257,25,63.6,40.0,6.8,43.5
5259,24,59.3,33.0,6.1,38.5
5265,31,73.9,19.0,6.5,38.0
5268,23,53.3,37.0,10.1,29.1
5294,23,55.0,30.0,7.6,26.1
5296,27,100.0,24.0,13.0,19.8
5301,27,66.7,18.0,7.0,22.4
5305,28,100.0,29.0,21.7,15.5
5308,29,58.6,27.0,4.4,29.9
5310,29,75.0,7.0,2.3,15.9
5317,25,80.0,19.0,5.5,19.5
5320,25,66.7,26.0,6.8,11.8
5327,24,71.4,41.0,15.6,15.9
5330,21,80.0,25.0,10.1,18.1
5335,26,44.4,16.0,3.9,13.5
5338,25,58.3,31.0,7.7,16.2
5341,23,72.7,29.0,7.8,16.6
5342,32,61.5,28.0,7.2,17.4
5346,29,60.0,13.0,2.8,14.8
5348,24,75.0,10.0,4.5,10.8
5351,24,100.0,6.0,3.7,14.2
5353,25,68.8,18.0,5.2,19.3
5358,25,28.6,8.0,1.3,8.9
5367,24,83.3,28.0,10.5,11.3
5372,24,46.7,12.0,3.8,12.7
5375,24,57.1,35.0,7.3,9.1
5379,24,41.7,19.0,4.3,10.1
5380,33,69.2,13.0,3.9,14.1
5381,23,63.6,9.0,4.6,12.1
5383,23,42.9,12.0,3.3,10.6
5386,24,50.0,17.0,5.0,8.0
5389,28,57.1,14.0,3.1,12.3
5401,32,66.7,25.0,10.0,5.0
5406,24,57.1,10.0,4.4,7.1
5407,26,40.0,21.0,6.2,5.1
5416,26,100.0,12.0,7.5,3.5
5423,27,100.0,11.0,6.0,4.8
5426,24,50.0,11.0,2.6,6.1
5427,23,50.0,11.0,3.8,3.5
5429,27,100.0,16.0,16.0,2.6
5434,26,100.0,12.0,12.0,2.2
5436,30,33.3,8.0,2.7,1.8
5438,24,25.0,7.0,1.8,1.7
5450,27,12.5,6.0,0.8,1.6
5453,26,28.6,4.0,0.9,2.6
5454,24,50.0,13.0,6.5,2.3
5462,25,100.0,11.0,11.0,2.1
5467,29,50.0,12.0,6.0,2.2
5471,25,100.0,-3.0,-3.0,0.7
5476,23,100.0,3.0,3.0,1.3
5479,24,100.0,9.0,9.0,-0.1
