,Age,Receiving_Ctch%,Receiving_Lng,Receiving_Y/Tgt,Fantasy_PPR
813,21,57.4,55.0,7.3,87.2
818,23,82.5,64.0,10.0,87.0
819,24,66.7,50.0,9.9,86.2
823,32,67.3,39.0,7.5,86.5
825,24,57.6,43.0,8.1,69.6
826,28,66.7,30.0,6.9,87.3
828,27,67.3,37.0,7.7,87.4
831,29,84.0,25.0,5.3,69.4
832,24,75.0,35.0,8.9,80.7
834,22,57.1,49.0,10.0,66.9
836,37,75.0,18.0,5.7,100.9
841,27,62.5,48.0,10.6,65.8
845,21,70.0,75.0,15.2,58.4
846,27,72.7,24.0,8.0,83.9
850,27,56.3,73.0,9.4,60.3
853,23,57.9,30.0,5.4,73.9
855,25,65.7,47.0,11.3,64.4
856,23,58.1,46.0,8.8,59.2
860,25,52.3,40.0,6.7,62.3
865,23,52.3,30.0,8.1,60.7
870,34,53.8,49.0,8.1,56.2
871,27,65.7,23.0,6.5,57.8
872,25,60.7,42.0,6.8,51.6
873,24,60.0,54.0,6.4,54.8
877,23,76.9,39.0,7.7,53.1
881,23,62.5,51.0,8.6,53.4
886,34,53.8,81.0,9.1,44.8
887,26,66.7,40.0,6.7,50.1
889,25,70.8,38.0,9.8,46.6
893,23,73.0,30.0,7.2,57.3
895,22,70.6,35.0,9.9,40.9
898,24,63.6,18.0,6.3,55.6
899,23,80.0,40.0,7.4,47.7
900,31,64.3,17.0,5.8,46.3
901,24,61.3,31.0,7.1,46.9
903,27,76.5,37.0,9.4,41.0
905,22,61.9,23.0,7.6,40.9
907,31,70.8,21.0,7.8,44.0
909,26,50.0,55.0,9.1,39.5
915,22,73.3,34.0,12.9,36.3
922,25,70.0,37.0,7.7,36.6
927,27,64.0,34.0,7.0,37.6
929,22,77.8,27.0,7.9,42.3
930,23,73.7,29.0,9.9,34.9
931,24,100.0,38.0,12.4,25.5
935,28,57.9,24.0,7.6,31.4
938,24,34.5,59.0,5.8,28.8
940,23,77.1,22.0,5.6,46.3
941,25,92.3,18.0,7.7,30.0
943,25,64.7,42.0,10.6,29.0
945,30,46.2,39.0,8.8,23.5
949,25,66.7,13.0,3.8,29.6
950,26,60.0,61.0,12.5,27.4
952,24,53.8,24.0,9.0,25.4
954,24,50.0,37.0,10.6,20.5
955,32,54.5,16.0,4.3,22.7
957,24,65.2,45.0,7.5,32.3
959,23,45.9,21.0,4.5,33.7
961,26,61.9,29.0,6.3,30.3
962,25,85.7,14.0,7.0,22.9
963,22,53.8,43.0,8.2,23.6
965,25,65.0,20.0,4.5,29.2
966,24,58.3,20.0,6.4,29.8
970,33,66.7,27.0,5.8,19.5
979,23,63.6,19.0,6.8,29.0
982,24,72.2,25.0,7.8,27.1
986,25,83.3,26.0,11.0,18.5
988,22,100.0,21.0,7.9,22.5
990,27,50.0,17.0,4.5,15.8
997,33,53.8,27.0,4.5,25.8
999,24,90.9,13.0,3.5,32.2
1000,25,66.7,33.0,12.7,15.6
1005,28,70.6,42.0,8.2,22.6
1008,22,60.0,17.0,9.2,13.6
1011,28,50.0,10.0,4.3,13.5
1013,26,50.0,13.0,4.0,17.0
1015,27,68.8,16.0,6.3,21.4
1018,27,75.0,28.0,8.8,12.6
1021,23,66.7,21.0,7.9,14.7
1022,27,75.0,11.0,6.8,11.7
1026,23,63.6,50.0,8.3,16.1
1029,22,60.0,39.0,7.5,8.9
1030,26,47.6,29.0,4.1,18.6
1033,24,63.6,36.0,8.5,16.4
1036,28,100.0,22.0,22.0,9.2
1040,25,62.5,32.0,9.1,12.3
1046,25,50.0,45.0,11.0,9.6
1049,24,45.5,22.0,5.5,11.0
1050,23,66.7,17.0,7.0,12.3
1052,23,50.0,34.0,8.8,9.4
1054,26,70.0,11.0,5.8,12.8
1055,26,62.5,20.0,7.5,11.0
1056,25,40.0,29.0,6.3,10.3
1065,23,63.6,25.0,6.6,12.3
1068,24,71.4,26.0,7.1,10.0
1070,23,37.5,19.0,4.1,8.3
1071,23,100.0,16.0,14.5,7.0
1074,23,33.3,19.0,5.8,5.5
1075,26,66.7,12.0,4.6,10.1
1076,26,33.3,28.0,6.2,5.7
1077,35,50.0,29.0,6.7,7.0
1078,24,50.0,21.0,5.3,6.5
1084,24,100.0,18.0,9.8,7.9
1089,28,100.0,18.0,15.5,5.1
1092,22,14.3,3.0,0.4,3.5
1096,24,66.7,13.0,2.7,6.8
1098,29,66.7,12.0,5.2,7.1
1100,25,62.5,19.0,5.8,7.6
1104,23,75.0,10.0,4.8,4.9
1105,23,50.0,13.0,5.0,4.0
1108,25,66.7,12.0,7.7,4.3
1109,24,100.0,3.0,3.0,3.2
1115,28,33.3,5.0,1.7,2.9
1116,27,50.0,15.0,7.5,2.9
1120,25,28.6,15.0,2.4,3.7
1122,25,100.0,16.0,16.0,2.6
1132,27,50.0,10.0,5.0,2.0
1135,29,33.3,7.0,1.8,3.1
1138,27,100.0,12.0,12.0,2.2
1139,25,50.0,5.0,2.5,1.5
1142,25,100.0,11.0,11.0,2.1
1143,26,50.0,13.0,6.5,2.3
1148,24,33.3,14.0,4.7,2.4
1151,24,33.3,13.0,4.3,2.3
1158,30,100.0,7.0,4.0,5.0
1162,26,60.0,39.0,7.5,0.3
1168,27,50.0,8.0,4.0,-0.2
1170,32,80.0,16.0,6.8,3.1
1172,27,100.0,4.0,4.0,-0.6
1173,23,60.0,39.0,7.5,-2.8
1180,26,80.5,49.0,9.3,374.6
1188,23,71.1,71.0,11.0,276.1
1193,26,56.0,75.0,10.3,248.0
1199,26,70.1,66.0,8.7,270.5
1200,30,63.1,54.0,8.9,274.1
1201,26,56.3,51.0,9.4,246.2
1205,25,66.4,53.0,10.0,246.5
1206,26,56.8,67.0,9.8,232.7
1207,22,61.9,91.0,12.5,217.1
1208,27,69.3,43.0,7.8,268.5
1210,27,69.8,45.0,8.0,261.5
1212,26,63.6,49.0,7.4,254.9
1213,33,65.4,44.0,7.3,256.3
1216,27,60.1,65.0,8.5,237.4
1218,27,74.5,44.0,9.6,235.2
1219,23,61.9,69.0,8.5,225.8
1224,24,58.1,70.0,9.0,222.4
1225,26,67.0,66.0,12.0,212.1
1226,29,62.6,53.0,9.2,219.8
1228,23,58.4,62.0,9.8,212.7
1231,22,64.4,52.0,8.7,230.5
1232,27,64.7,48.0,8.2,232.9
1238,25,67.7,36.0,9.3,197.0
1239,24,62.4,75.0,9.9,191.9
1241,25,60.8,47.0,7.1,222.9
1243,23,70.4,42.0,9.9,189.1
1244,29,68.1,47.0,8.6,193.9
1246,25,65.2,57.0,9.7,188.3
1247,27,65.4,58.0,7.9,212.7
1248,22,58.0,54.0,9.0,187.1
1273,27,55.6,89.0,7.8,201.3
1274,32,68.0,75.0,9.0,190.3
1276,22,57.1,55.0,8.8,170.0
1277,26,63.9,41.0,6.8,197.7
1279,30,63.2,51.0,7.3,184.8
1280,23,51.4,44.0,6.0,171.7
1283,25,54.4,56.0,11.1,161.3
1285,26,54.2,92.0,8.1,162.3
1286,27,52.2,70.0,8.6,156.5
1291,23,64.1,45.0,7.4,163.1
1293,31,57.6,64.0,8.0,152.2
1294,36,68.8,54.0,7.4,177.4
1295,26,52.2,44.0,9.3,138.1
1298,27,65.6,46.0,10.2,143.1
1299,22,64.8,83.0,8.2,146.4
1300,29,66.3,59.0,10.0,154.9
1301,23,63.0,69.0,6.6,168.2
1303,21,63.4,83.0,13.1,119.5
1304,25,56.9,37.0,8.4,135.3
1306,26,65.3,39.0,6.5,156.7
1308,23,55.0,79.0,9.2,133.5
1309,26,57.8,68.0,7.5,138.5
1314,25,69.0,54.0,9.4,134.0
1316,24,69.0,65.0,8.5,133.5
1317,26,68.7,36.0,6.9,141.8
1319,29,62.5,44.0,8.7,114.4
1322,30,66.2,35.0,7.4,125.1
1323,27,72.7,45.0,10.2,120.1
1324,34,63.9,47.0,7.0,140.6
1325,29,58.9,38.0,6.7,122.2
1328,26,58.3,57.0,8.1,117.5
1330,25,61.2,35.0,7.7,127.5
1331,22,60.7,65.0,5.5,109.5
1338,24,62.3,38.0,8.7,115.1
1339,26,53.7,58.0,7.4,100.8
1343,23,60.0,76.0,7.9,113.2
1346,25,58.2,44.0,8.2,100.9
1347,24,68.2,30.0,8.1,97.8
1348,24,67.3,43.0,9.2,102.8
1351,24,50.0,66.0,9.0,95.0
1353,30,66.3,28.0,5.8,124.1
1357,27,67.4,50.0,7.4,95.1
1359,22,50.0,33.0,7.2,101.5
1360,28,60.4,53.0,7.4,90.3
1361,22,53.3,35.0,7.1,90.8
1363,25,46.4,74.0,8.1,84.1
1368,25,71.4,47.0,9.4,81.9
1370,34,53.6,45.0,7.5,85.9
1371,26,56.5,43.0,5.3,94.0
1373,26,68.6,55.0,10.3,78.7
1379,27,55.1,52.0,6.8,96.2
1382,23,72.0,32.0,9.4,71.4
1384,28,68.1,27.0,8.9,83.6
1389,23,66.2,19.0,6.0,98.8
1392,26,78.7,30.0,8.0,86.5
1395,32,62.1,47.0,7.5,85.3
1396,22,68.9,23.0,6.5,79.0
1398,28,57.4,58.0,9.1,73.7
1404,27,69.4,35.0,5.7,89.4
1410,24,50.0,60.0,8.9,59.6
1414,27,57.1,43.0,7.1,66.0
1417,25,61.8,31.0,5.2,75.4
1420,24,48.8,31.0,7.6,61.9
1421,26,69.6,58.0,7.8,71.9
1422,25,51.5,50.0,8.4,56.7
1424,28,60.0,33.0,7.7,60.1
1427,23,59.1,50.0,9.0,50.8
1431,23,68.2,30.0,8.3,66.9
1432,27,66.7,22.0,5.8,64.5
1433,24,53.8,28.0,5.7,63.7
1435,24,69.2,46.0,6.5,63.3
1436,23,63.4,35.0,8.8,61.9
1440,29,54.2,59.0,7.4,47.4
1443,26,63.6,58.0,23.7,39.8
1445,29,57.1,48.0,7.9,48.0
1446,23,54.8,37.0,7.3,48.7
1447,24,70.0,38.0,6.4,59.9
1448,24,75.8,28.0,7.4,55.5
1449,22,61.1,51.0,7.1,52.8
1451,23,68.2,33.0,11.1,45.5
1454,25,57.1,27.0,6.4,45.7
1456,30,48.3,33.0,5.1,56.9
1457,33,90.0,53.0,15.9,36.9
1458,27,57.1,49.0,10.4,39.9
1459,22,50.0,48.0,7.7,40.6
1460,23,57.7,17.0,6.1,42.9
1461,27,57.6,18.0,5.0,45.9
1462,22,50.0,18.0,4.4,39.4
1467,23,65.7,28.0,7.0,48.5
1468,29,57.1,38.0,8.9,38.1
1470,23,69.2,88.0,14.5,35.4
1472,24,55.3,19.0,4.2,51.8
1473,24,50.0,46.0,8.3,38.0
1477,23,50.0,31.0,4.5,46.0
1478,28,64.7,33.0,4.9,35.6
1480,25,46.2,37.0,4.8,42.6
1483,24,45.8,21.0,4.5,34.5
1484,24,56.3,58.0,11.5,33.4
1485,22,60.0,93.0,23.0,26.5
1486,23,45.5,30.0,7.7,32.9
1489,28,63.9,17.0,5.4,46.3
1490,26,75.0,28.0,10.6,35.0
1493,27,63.2,41.0,8.7,34.6
1495,24,60.0,23.0,4.8,48.9
1497,26,51.6,38.0,7.0,37.8
1502,25,75.0,52.0,14.2,29.5
1503,22,75.0,27.0,5.3,38.1
1505,26,72.7,28.0,10.1,28.4
1506,28,73.1,23.0,7.5,38.5
1507,24,60.0,57.0,16.5,26.4
1514,30,57.1,28.0,8.6,30.1
1522,27,55.6,51.0,12.6,22.3
1533,26,78.6,46.0,11.6,25.2
1539,27,63.6,24.0,6.5,20.2
1540,23,78.6,31.0,9.5,24.3
1541,23,100.0,49.0,33.0,14.6
1542,26,43.5,20.0,5.4,22.5
1548,31,50.0,20.0,7.0,16.1
1549,23,45.0,35.0,6.2,21.4
1550,25,36.4,35.0,5.0,15.5
1552,24,50.0,-2.0,-1.0,11.7
1558,26,66.7,40.0,8.8,18.6
1559,25,50.0,36.0,11.6,14.6
1560,24,46.2,69.0,8.8,15.5
1562,22,100.0,13.0,4.0,15.5
1564,27,75.0,28.0,9.5,12.8
1565,27,80.0,29.0,7.2,13.6
1571,23,45.8,13.0,3.8,20.1
1572,22,53.3,41.0,5.9,16.9
1574,25,16.7,24.0,3.6,12.3
1578,32,80.0,9.0,6.2,13.1
1581,23,100.0,15.0,15.0,8.5
1583,24,40.0,41.0,7.6,11.6
1584,23,30.8,38.0,6.2,12.0
1585,22,56.3,17.0,5.1,17.2
1587,25,100.0,61.0,35.0,9.0
1592,32,53.3,13.0,4.5,14.7
1594,23,85.7,32.0,9.9,12.9
1603,27,40.0,28.0,6.1,10.1
1604,23,30.0,48.0,6.0,9.0
1606,25,35.3,15.0,3.3,11.6
1610,22,50.0,41.0,12.0,6.8
1614,23,50.0,35.0,11.5,6.6
1621,28,44.4,18.0,5.7,9.1
1622,24,62.5,14.0,5.8,9.6
1625,27,100.0,19.0,12.7,6.8
1628,25,33.3,21.0,6.2,5.7
1629,24,40.0,32.0,8.6,6.3
1632,30,37.5,13.0,1.9,9.0
1633,26,50.0,23.0,7.8,5.1
1635,25,60.0,11.0,5.6,5.8
1637,25,60.0,16.0,6.4,6.2
1638,29,20.0,18.0,1.4,6.0
1640,24,50.0,31.0,8.5,5.4
1641,27,33.3,10.0,2.8,7.3
1642,27,100.0,30.0,30.0,4.0
1644,31,42.9,7.0,2.9,5.7
1646,24,66.7,11.0,7.3,4.7
1647,29,37.5,12.0,3.1,5.5
1649,23,66.7,15.0,9.0,4.7
1650,25,72.7,8.0,2.5,10.7
1653,30,66.7,15.0,6.7,4.0
1654,26,66.7,16.0,7.0,4.1
1655,32,80.0,9.0,4.4,6.2
1656,24,100.0,16.0,16.0,2.6
1657,24,40.0,11.0,3.4,3.7
1658,22,100.0,13.0,8.5,3.7
1660,27,40.0,11.0,3.4,3.7
1661,28,75.0,8.0,4.5,4.9
1663,26,26.7,11.0,1.2,5.8
1664,26,60.0,13.0,4.2,5.1
1665,23,30.0,9.0,1.8,4.8
1670,27,75.0,20.0,3.9,7.7
1671,24,27.3,14.0,3.2,4.5
1676,26,25.0,9.0,2.3,1.9
1679,29,44.4,9.0,1.6,5.4
1683,32,100.0,7.0,7.0,1.7
1685,26,100.0,11.0,6.5,3.3
1695,23,50.0,29.0,8.5,3.4
1699,24,33.3,6.0,2.0,1.6
1701,22,50.0,12.0,6.0,2.2
1703,26,50.0,6.0,3.0,2.1
1705,25,40.0,9.0,2.8,3.4
1708,25,100.0,11.0,11.0,2.1
1715,26,100.0,3.0,3.0,1.3
1717,24,100.0,4.0,4.0,1.4
1728,27,33.3,8.0,-1.3,-1.4
1729,24,50.0,1.0,0.5,-0.9
1731,23,66.7,9.0,5.0,-0.5
1737,24,63.5,75.0,10.8,334.0
1740,30,61.9,78.0,7.7,323.7
1741,26,65.7,57.0,8.2,329.6
1742,26,70.6,49.0,9.6,333.5
1743,29,66.5,58.0,9.9,325.9
1746,25,62.3,72.0,11.0,290.4
1749,28,73.9,68.0,9.0,307.3
1750,25,85.0,72.0,9.6,315.5
1753,22,66.9,97.0,8.6,296.9
1756,26,66.2,39.0,9.4,265.6
1763,26,81.4,52.0,13.8,222.4
1764,25,68.5,75.0,6.9,266.3
1765,25,68.4,57.0,10.3,243.2
1766,26,71.3,54.0,8.8,260.1
1767,29,63.3,68.0,10.6,239.0
1772,26,62.1,51.0,8.5,230.3
1775,24,70.4,49.0,9.5,221.1
1778,24,69.6,75.0,8.9,206.8
1782,24,70.1,90.0,9.4,215.5
1784,24,65.2,55.0,10.1,180.2
1785,25,58.8,60.0,8.9,207.1
1786,26,54.4,51.0,6.6,217.1
1788,32,68.5,36.0,7.9,207.4
1791,31,72.4,64.0,8.9,198.2
1794,22,62.1,48.0,8.9,185.2
1798,28,70.7,52.0,9.2,185.3
1802,23,58.0,51.0,8.0,183.6
1804,35,61.6,37.0,6.6,185.7
1805,25,61.7,58.0,8.1,182.5
1809,29,70.2,44.0,8.9,182.4
1837,25,65.3,61.0,7.1,179.5
1838,25,72.4,51.0,7.8,188.7
1841,32,55.4,75.0,10.5,151.3
1843,23,54.9,57.0,6.4,165.2
1844,30,65.5,67.0,7.0,182.9
1846,25,53.2,76.0,8.0,156.4
1848,30,59.7,38.0,9.0,149.4
1849,28,43.3,71.0,7.4,143.9
1852,21,67.1,82.0,9.6,157.0
1853,25,66.0,83.0,7.6,165.4
1855,27,57.7,55.0,10.4,138.7
1857,25,58.5,43.0,8.0,153.3
1858,22,60.0,53.0,7.6,136.8
1859,31,66.3,45.0,7.6,156.7
1860,26,57.8,75.0,8.6,134.4
1861,26,63.1,75.0,10.0,137.8
1862,25,72.7,70.0,10.3,135.1
1864,33,71.6,66.0,8.4,156.7
1865,23,50.0,42.0,8.4,136.3
1867,30,68.5,42.0,8.5,141.8
1869,21,54.4,71.0,7.4,132.3
1875,24,61.1,55.0,7.8,120.2
1877,29,74.7,32.0,7.7,150.2
1879,27,72.0,54.0,7.4,151.9
1881,25,53.9,80.0,7.5,130.8
1883,28,56.5,39.0,8.2,115.8
1884,22,63.2,75.0,8.7,123.5
1885,31,54.0,27.0,6.1,132.7
1886,24,55.7,27.0,6.9,122.9
1887,24,73.6,40.0,10.8,118.2
1890,23,60.0,75.0,10.4,103.5
1892,27,75.0,55.0,8.8,96.5
1897,23,49.1,54.0,8.4,101.0
1898,25,72.7,50.0,9.4,115.1
1899,24,71.1,73.0,11.2,106.3
1902,23,63.6,33.0,7.4,114.7
1903,22,63.6,62.0,9.7,100.7
1904,24,52.1,60.0,8.0,111.0
1905,24,61.4,75.0,12.3,99.1
1906,26,65.3,28.0,6.9,134.4
1907,31,63.6,63.0,9.7,106.2
1908,23,54.7,33.0,7.6,100.0
1910,26,74.3,75.0,11.2,96.8
1911,33,74.7,39.0,7.3,127.4
1915,26,56.4,32.0,6.8,109.2
1916,22,48.5,49.0,7.5,97.7
1918,28,53.5,67.0,9.2,87.4
1920,24,73.6,34.0,6.7,117.1
1921,23,36.2,39.0,3.6,84.9
1925,27,70.3,44.0,7.7,106.9
1932,26,61.5,27.0,6.4,91.4
1936,29,72.9,33.0,7.6,97.6
1937,25,59.2,79.0,7.9,82.8
1941,24,66.7,89.0,8.7,74.8
1943,25,54.3,35.0,7.0,89.1
1945,26,61.8,52.0,7.9,72.3
1946,23,66.1,55.0,8.3,87.6
1949,25,76.2,20.0,6.9,81.9
1952,26,55.9,42.0,6.6,86.9
1955,28,62.3,75.0,6.3,86.3
1958,28,73.7,45.0,8.7,60.6
1963,25,64.0,66.0,13.6,62.2
1967,24,55.3,28.0,6.7,71.2
1970,27,37.3,40.0,5.7,69.0
1974,28,48.7,29.0,4.9,80.1
1975,24,66.7,64.0,10.1,62.3
1976,27,57.1,49.0,8.4,61.5
1977,26,71.4,56.0,10.7,62.0
1981,24,58.7,28.0,5.8,66.8
1983,28,67.3,23.0,6.4,74.4
1985,26,57.1,46.0,7.5,59.1
1988,25,51.1,46.0,6.6,60.9
1989,25,56.1,26.0,7.7,60.2
1992,33,56.7,42.0,7.0,52.5
1993,23,66.7,24.0,5.4,66.3
1994,23,66.0,22.0,5.7,71.2
1995,21,68.3,40.0,7.0,62.7
1998,32,52.2,25.0,6.2,58.6
1999,23,60.0,23.0,6.0,52.5
2005,24,61.9,42.0,10.0,45.9
2007,29,54.8,35.0,6.1,50.0
2008,22,58.3,54.0,9.1,54.3
2009,24,81.8,24.0,5.8,69.4
2010,28,61.5,64.0,10.8,39.5
2017,26,59.6,42.0,6.5,59.4
2019,26,73.1,26.0,7.3,50.0
2021,28,52.6,49.0,9.9,40.8
2025,24,63.4,23.0,5.2,55.5
2027,29,50.0,46.0,7.8,40.7
2028,27,73.8,23.0,5.3,59.6
2034,22,42.1,47.0,5.7,43.7
2036,27,70.4,47.0,9.9,45.9
2039,25,76.0,30.0,7.8,46.3
2040,22,67.9,21.0,7.5,46.0
2043,27,59.3,26.0,7.4,41.9
2044,32,75.0,24.0,8.4,37.5
2045,30,58.8,20.0,4.6,35.9
2047,27,63.6,19.0,6.0,39.3
2049,26,68.8,39.0,11.9,36.0
2052,24,46.4,30.0,5.7,37.0
2054,24,37.0,22.0,3.7,41.0
2056,23,64.3,53.0,9.3,32.0
2058,25,64.3,25.0,6.9,30.7
2060,23,63.2,25.0,7.9,33.0
2061,24,48.4,32.0,5.0,36.4
2064,25,52.6,47.0,7.8,30.9
2068,29,56.0,20.0,4.7,33.7
2069,25,88.0,50.0,8.6,42.3
2070,34,47.8,27.0,5.9,30.6
2071,29,41.7,20.0,4.2,28.0
2076,24,50.0,74.0,23.5,18.8
2077,26,69.0,28.0,5.8,36.9
2078,26,73.3,36.0,6.7,28.1
2081,24,75.0,34.0,12.8,22.0
2082,26,72.7,49.0,9.4,24.3
2085,29,56.7,15.0,5.4,33.1
2086,22,43.8,38.0,5.4,29.4
2088,26,90.0,46.0,11.4,24.4
2094,22,50.0,35.0,9.1,20.1
2098,21,66.7,29.0,9.5,24.3
2100,24,45.8,15.0,3.3,25.0
2102,23,90.0,15.0,7.5,22.5
2103,23,65.0,27.0,7.2,27.4
2109,23,64.7,41.0,7.6,24.3
2112,28,60.0,23.0,6.0,18.0
2118,31,100.0,13.0,6.7,17.2
2119,26,100.0,28.0,20.0,14.0
2123,29,76.9,22.0,7.5,19.5
2124,26,85.7,17.0,5.6,21.5
2126,25,60.0,15.0,5.8,12.5
2135,26,50.0,54.0,11.5,13.2
2137,23,72.7,26.0,7.5,16.3
2138,24,62.5,30.0,8.9,12.6
2154,22,60.0,22.0,6.3,12.3
2157,26,36.8,17.0,3.4,13.4
2158,24,60.0,39.0,12.2,9.1
2159,29,85.7,18.0,7.6,11.3
2162,22,62.5,22.0,6.8,10.4
2164,24,33.3,48.0,16.0,5.8
2169,26,75.0,12.0,5.9,10.7
2173,23,80.0,25.0,10.4,9.2
2174,24,100.0,18.0,9.8,7.9
2177,23,50.0,22.0,5.0,8.0
2179,26,75.0,12.0,7.5,10.0
2189,21,33.3,15.0,2.9,7.5
2190,23,50.0,15.0,6.2,6.7
2198,26,66.7,14.0,8.3,4.5
2200,24,80.0,16.0,6.4,7.2
2201,23,60.0,39.0,7.5,1.7
2207,24,50.0,44.0,22.0,3.4
2210,25,33.3,22.0,7.3,3.2
2213,23,66.7,14.0,5.7,3.7
2214,27,23.1,12.0,1.6,5.1
2216,29,55.6,7.0,2.7,7.4
2217,22,83.3,16.0,6.0,7.0
2219,29,100.0,6.0,6.0,4.8
2223,22,66.7,19.0,6.7,4.0
2225,28,40.0,11.0,3.4,3.7
2226,29,66.7,12.0,6.0,3.8
2227,25,50.0,23.0,11.5,3.3
2229,23,25.0,10.0,2.5,2.0
2231,25,50.0,8.0,4.0,1.8
2233,25,50.0,12.0,6.0,2.2
2239,24,100.0,10.0,10.0,2.0
2240,24,50.0,8.0,4.0,1.8
2243,23,50.0,7.0,3.5,1.7
2244,30,50.0,4.0,1.8,2.7
2245,23,50.0,8.0,4.0,1.8
2246,23,100.0,7.0,7.0,1.7
2248,22,20.0,12.0,2.4,2.2
2249,25,60.0,39.0,7.5,0.8
2254,23,100.0,9.0,9.0,1.9
2258,22,33.3,5.0,1.7,1.5
2260,32,66.7,7.0,4.3,3.3
2261,24,100.0,14.0,14.0,2.4
2262,25,50.0,7.0,3.5,1.3
2264,31,50.0,9.0,4.5,1.2
2276,23,66.7,10.0,5.0,1.5
2278,30,60.0,39.0,7.5,-1.1
2280,26,100.0,3.0,3.0,-0.7
2287,25,55.2,72.0,7.9,309.8
2288,29,62.0,57.0,9.4,310.3
2293,25,64.2,51.0,8.8,284.2
2296,23,71.4,79.0,11.3,245.2
2297,27,57.0,58.0,10.3,225.1
2298,28,59.5,53.0,9.8,251.9
2303,24,57.0,64.0,9.5,221.2
2306,24,69.8,43.0,8.4,258.5
2307,34,67.7,37.0,7.2,261.4
2308,29,52.4,77.0,7.5,226.8
2311,27,64.1,65.0,9.0,239.7
2312,25,63.2,55.0,7.6,222.5
2313,29,64.7,54.0,8.5,223.3
2315,25,69.6,49.0,6.1,260.0
2318,21,73.4,97.0,11.6,197.7
2319,27,47.5,53.0,6.6,195.9
2322,24,55.3,69.0,8.3,200.0
2323,24,67.4,59.0,8.9,198.2
2325,29,76.7,71.0,8.4,224.5
2327,24,52.2,42.0,7.4,203.1
2328,23,56.8,44.0,7.6,195.0
2330,24,65.3,72.0,8.1,193.5
2342,30,59.3,40.0,6.8,205.9
2343,28,52.3,80.0,8.9,175.6
2346,29,52.3,50.0,6.3,186.4
2347,25,55.2,61.0,8.1,174.7
2351,24,66.0,64.0,9.2,176.9
2352,30,57.4,41.0,6.1,171.8
2354,27,53.3,83.0,9.2,168.6
2356,27,63.7,51.0,7.9,176.0
2388,23,50.0,87.0,7.1,158.4
2392,32,75.7,54.0,11.2,159.6
2393,28,69.8,25.0,7.3,174.3
2394,24,55.7,67.0,8.5,146.3
2395,25,65.9,94.0,9.2,163.3
2396,25,55.0,61.0,8.8,150.3
2397,28,60.9,75.0,9.1,156.2
2403,31,56.5,66.0,8.1,151.2
2405,28,54.8,62.0,9.1,130.3
2406,25,62.3,75.0,10.6,137.8
2407,24,64.1,41.0,7.7,160.3
2408,27,71.7,46.0,7.1,159.4
2409,26,58.3,45.0,7.3,147.9
2410,24,50.6,75.0,9.0,132.8
2412,31,55.6,41.0,7.4,138.6
2413,26,61.5,43.0,8.9,135.2
2416,24,70.2,77.0,8.7,144.5
2417,25,44.9,52.0,6.4,119.8
2418,23,56.0,59.0,8.5,113.2
2419,32,60.2,58.0,5.5,137.2
2421,26,59.5,51.0,7.2,132.5
2426,27,69.2,40.0,8.8,126.3
2431,25,63.4,74.0,7.8,124.3
2432,32,70.9,27.0,7.7,138.9
2434,30,57.6,47.0,7.4,109.6
2438,25,67.7,63.0,8.9,116.0
2439,31,58.4,45.0,6.2,124.8
2440,24,59.4,36.0,7.0,130.0
2442,27,44.9,52.0,6.9,102.7
2450,24,73.5,43.0,7.6,128.7
2453,30,51.1,38.0,6.0,114.5
2454,24,58.3,54.0,9.9,94.6
2456,28,55.1,46.0,8.0,105.0
2457,28,64.8,22.0,6.7,126.4
2459,25,47.5,46.0,8.3,93.5
2464,24,73.9,27.0,5.8,97.3
2466,30,65.1,29.0,6.8,116.3
2468,29,55.6,48.0,6.1,102.0
2470,26,69.6,50.0,8.6,99.4
2471,21,61.8,70.0,9.5,92.5
2476,28,67.9,56.0,7.3,111.3
2480,28,57.1,54.0,5.0,91.4
2482,26,73.8,59.0,7.4,86.0
2483,28,53.7,59.0,6.4,90.7
2485,24,50.0,34.0,5.8,89.6
2486,26,51.8,29.0,6.3,82.0
2487,23,71.7,33.0,7.2,96.0
2490,24,55.3,60.0,8.3,77.1
2493,27,65.2,53.0,13.8,64.7
2494,25,62.2,54.0,9.8,73.4
2496,31,59.7,59.0,7.5,90.0
2499,25,61.0,48.0,7.4,74.0
2500,27,38.2,52.0,5.4,69.9
2501,26,64.7,40.0,7.4,81.7
2503,25,61.2,34.0,8.1,77.9
2504,24,47.4,30.0,6.5,65.9
2505,26,66.2,29.0,7.0,90.5
2506,26,50.9,35.0,5.8,75.7
2509,28,52.2,46.0,8.2,68.2
2512,22,36.5,33.0,4.3,70.6
2513,23,39.7,44.0,5.3,65.5
2514,25,61.3,32.0,9.3,61.7
2516,23,54.0,56.0,6.2,68.6
2517,27,48.6,57.0,6.5,60.3
2521,26,42.9,54.0,8.0,57.5
2522,26,69.0,27.0,7.6,60.1
2523,28,56.8,26.0,7.8,65.3
2525,24,52.9,29.0,6.6,66.9
2531,29,46.5,38.0,6.0,57.6
2540,22,52.3,37.0,5.8,69.5
2545,27,50.0,64.0,12.1,44.8
2546,23,44.3,37.0,5.9,62.7
2548,23,68.8,49.0,7.0,56.5
2549,23,62.2,61.0,7.7,58.2
2550,26,70.4,18.0,6.4,52.5
2559,22,57.1,53.0,8.3,49.4
2560,25,59.1,65.0,9.2,44.5
2561,25,69.4,47.0,7.8,57.2
