,Ht,Wt,40yd,Vertical,Bench,BroadJump,3Cone,Shuttle,Combine_Year,Fantasy_PPR
1530,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,23.7
1531,6.166666666666667,251.0,4.58,38.0,17.0,118.0,7.25,4.37,2015.0,21.0
1534,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,26.0
1536,6.25,249.0,4.54,42.5,23.0,130.0,6.9,4.4,2011.0,22.8
1538,6.583333333333333,261.0,4.83,37.5,26.0,121.0,7.53,4.5,2015.0,30.2
1543,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,20.7
1544,6.416666666666667,246.0,4.75,33.5,17.0,116.0,7.08,4.37,2015.0,19.1
1547,6.25,250.0,4.73,35.5,20.0,121.0,6.9,4.2,2016.0,17.9
1554,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,16.1
1557,6.333333333333333,251.0,4.83,33.5,17.0,116.0,7.08,4.37,2019.0,19.4
1561,6.416666666666667,247.0,4.72,33.5,14.0,116.0,7.08,4.37,2018.0,15.8
1566,6.333333333333333,246.0,4.64,37.5,21.0,133.0,6.97,4.34,2017.0,15.1
1569,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,17.3
1575,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,16.1
1582,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,22.4
1586,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,15.9
1588,6.5,252.0,4.8,33.0,14.0,116.0,6.85,4.32,2015.0,14.7
1591,6.25,241.0,4.68,33.5,19.0,116.0,7.08,4.37,2017.0,9.3
1596,6.416666666666667,253.0,4.81,31.0,18.0,110.0,7.17,4.23,2018.0,13.5
1597,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,19.5
1601,6.25,254.0,4.8,38.0,18.0,120.0,7.13,4.23,2018.0,13.8
1608,6.333333333333333,251.0,4.79,35.0,20.0,120.0,7.32,4.57,2015.0,10.1
1616,6.25,243.0,4.65,34.5,25.0,122.0,6.94,4.15,2011.0,8.0
1619,6.416666666666667,258.0,4.68,33.0,27.0,115.0,7.03,4.4,2011.0,13.3
1620,6.25,267.0,4.89,31.0,24.0,117.0,7.18,4.38,2019.0,6.9
1623,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,8.0
1634,6.5,255.0,4.72,34.0,24.0,116.0,7.08,4.37,2017.0,4.7
1639,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,4.6
1643,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,6.6
1645,6.416666666666667,255.0,4.71,33.5,22.0,115.0,7.15,4.31,2019.0,8.0
1651,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,7.1
1666,6.416666666666667,249.0,4.63,34.0,22.0,117.0,7.21,4.47,2019.0,4.5
1668,6.416666666666667,253.0,4.72,33.0,22.0,121.0,7.08,4.37,2017.0,4.1
1674,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,2.1
1677,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,2.2
1684,6.333333333333333,253.0,4.72,33.5,21.0,116.0,7.08,4.37,2018.0,1.7
1688,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,1.5
1690,6.416666666666667,255.0,4.79,33.5,22.0,116.0,7.08,4.37,2015.0,1.9
1691,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,2.1
1694,6.25,244.0,4.91,28.0,19.0,116.0,7.45,4.43,2019.0,3.3
1698,6.416666666666667,244.0,4.75,32.0,15.0,120.0,7.0,4.4,2018.0,1.6
1700,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,3.1
1702,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,1.5
1704,6.416666666666667,265.0,4.74,27.0,16.0,111.0,7.5,4.75,2018.0,1.8
1706,6.666666666666667,260.0,4.86,31.0,17.0,113.0,7.09,4.57,2013.0,3.0
1711,6.25,247.0,4.55,32.0,17.0,116.0,7.09,4.47,2017.0,1.4
1712,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,0.3
1713,6.666666666666667,265.0,4.9,29.5,12.0,110.0,7.4,4.53,2019.0,1.4
1716,6.333333333333333,257.0,4.76,26.5,22.0,113.0,7.08,4.37,2014.0,1.3
1725,6.5,263.0,4.98,30.5,19.0,110.0,7.46,4.54,2015.0,1.1
1739,6.416666666666667,255.0,4.63,33.5,22.0,116.0,7.08,4.37,2013.0,294.6
1747,6.333333333333333,247.0,4.52,35.0,18.0,132.0,7.08,4.37,2017.0,258.7
1748,6.416666666666667,249.0,4.76,30.5,24.0,111.0,7.08,4.47,2013.0,280.3
1751,6.333333333333333,250.0,4.6,32.0,24.0,120.0,7.08,4.37,2014.0,222.2
1770,6.416666666666667,246.0,4.49,41.0,23.0,123.0,7.08,4.37,2009.0,193.6
1792,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,147.1
1795,6.333333333333333,254.0,4.72,33.0,19.0,117.0,7.0,4.32,2016.0,163.0
1796,6.333333333333333,246.0,4.64,37.5,21.0,133.0,6.97,4.34,2017.0,143.9
1797,6.5,259.0,4.83,33.5,22.0,116.0,7.08,4.37,2011.0,151.4
1799,6.5,251.0,4.51,30.0,22.0,121.0,6.85,4.16,2017.0,120.5
1803,6.5,264.0,4.68,33.5,23.0,116.0,7.08,4.37,2010.0,131.2
1807,6.333333333333333,267.0,4.69,33.5,31.0,119.0,7.08,4.53,2013.0,133.0
1882,6.25,234.0,4.42,36.0,19.0,125.0,6.92,4.23,2017.0,126.3
1891,6.5,260.0,4.53,38.5,22.0,120.0,6.9,4.45,2010.0,130.6
1900,6.333333333333333,253.0,4.72,33.5,21.0,116.0,7.08,4.37,2018.0,113.2
1901,6.416666666666667,256.0,4.67,31.0,17.0,113.0,7.34,4.38,2018.0,107.2
1914,6.166666666666667,236.0,4.72,33.5,16.0,116.0,7.08,4.37,2013.0,119.8
1923,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,92.9
1926,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,104.9
1934,6.416666666666667,256.0,4.72,33.5,23.0,116.0,7.08,4.37,2018.0,90.4
1938,6.25,239.0,4.62,37.5,22.0,126.0,6.99,4.33,2017.0,86.6
1939,6.583333333333333,261.0,4.83,37.5,26.0,121.0,7.53,4.5,2015.0,84.3
1940,6.5,254.0,4.51,35.5,23.0,114.0,7.04,4.48,2007.0,80.1
1942,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,87.0
1944,6.25,254.0,4.38,42.0,33.0,128.0,7.0,4.17,2006.0,75.7
1953,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,75.7
1959,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,75.3
1965,6.416666666666667,265.0,4.74,27.0,16.0,111.0,7.5,4.75,2018.0,65.5
1968,6.333333333333333,259.0,4.74,36.0,22.0,123.0,7.15,4.2,2018.0,81.3
1969,6.5,257.0,4.76,30.5,17.0,111.0,7.05,4.2,2016.0,73.9
1971,6.25,248.0,4.62,38.0,22.0,127.0,7.08,4.18,2017.0,63.8
1978,6.5,249.0,4.77,33.5,22.0,116.0,7.08,4.37,2016.0,65.2
1980,6.416666666666667,254.0,4.81,33.5,26.0,116.0,7.08,4.37,2015.0,71.1
1982,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,74.3
1996,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,60.5
1997,6.416666666666667,251.0,4.78,31.5,22.0,109.0,7.08,4.37,2012.0,60.2
2001,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,55.9
2002,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,46.4
2003,6.333333333333333,249.0,4.59,34.0,23.0,115.0,7.32,4.59,2010.0,45.2
2012,6.666666666666667,260.0,4.86,31.0,17.0,113.0,7.09,4.57,2013.0,53.3
2014,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,42.9
2016,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,54.5
2020,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,55.0
2023,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,40.7
2024,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,56.2
2029,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,47.5
2030,6.416666666666667,258.0,4.68,33.0,27.0,115.0,7.03,4.4,2011.0,43.5
2031,6.333333333333333,262.0,4.87,28.0,15.0,111.0,7.07,4.4,2018.0,35.6
2033,6.333333333333333,270.0,4.86,30.0,22.0,110.0,7.05,4.51,2017.0,37.0
2037,6.25,249.0,4.54,42.5,23.0,130.0,6.9,4.4,2011.0,46.0
2041,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,34.7
2046,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,32.3
2048,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,40.5
2050,6.5,266.0,4.94,29.0,25.0,108.0,7.13,4.28,2011.0,35.3
2053,6.416666666666667,250.0,4.68,35.5,22.0,119.0,6.92,4.32,2013.0,38.9
2055,6.25,249.0,4.72,33.5,22.0,116.0,7.08,4.37,2018.0,39.5
2057,6.25,243.0,4.65,34.5,25.0,122.0,6.94,4.15,2011.0,42.0
2059,6.333333333333333,250.0,4.67,31.5,22.0,120.0,7.19,4.37,2018.0,35.3
2062,6.333333333333333,268.0,5.04,30.5,20.0,112.0,7.13,4.23,2015.0,44.3
2063,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,26.0
2066,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,45.4
2067,6.333333333333333,249.0,4.78,34.5,17.0,117.0,7.3,4.37,2015.0,37.1
2072,6.416666666666667,247.0,4.54,41.5,22.0,129.0,6.76,4.1,2018.0,40.2
2079,6.416666666666667,258.0,4.72,33.0,18.0,114.0,7.12,4.33,2017.0,31.4
2080,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,37.4
2083,6.166666666666667,251.0,4.58,38.0,17.0,118.0,7.25,4.37,2015.0,25.2
2090,6.25,252.0,4.93,30.5,21.0,110.0,7.4,4.5,2015.0,22.6
2091,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,24.1
2092,6.416666666666667,262.0,4.75,33.5,20.0,116.0,7.08,4.37,2014.0,26.0
2093,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,23.6
2104,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,17.7
2106,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,19.7
2107,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,18.4
2114,6.416666666666667,244.0,4.75,32.0,15.0,120.0,7.0,4.4,2018.0,23.6
2115,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,13.8
2120,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,13.2
2125,6.416666666666667,252.0,4.69,29.0,22.0,116.0,7.08,4.37,2017.0,15.1
2127,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,15.6
2130,6.416666666666667,246.0,4.72,33.5,22.0,116.0,7.08,4.37,2017.0,16.5
2136,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,21.7
2139,6.25,254.0,4.8,38.0,18.0,120.0,7.13,4.23,2018.0,12.7
2140,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,10.7
2146,6.5,252.0,4.8,33.0,14.0,116.0,6.85,4.32,2015.0,14.7
2149,6.416666666666667,261.0,4.66,35.0,20.0,113.0,7.07,4.53,2010.0,16.4
2150,6.333333333333333,257.0,4.76,26.5,22.0,113.0,7.08,4.37,2014.0,12.6
2152,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,11.7
2153,6.5,263.0,4.98,30.5,19.0,110.0,7.46,4.54,2015.0,15.2
2155,6.416666666666667,248.0,4.9,29.5,22.0,106.0,7.08,4.37,2016.0,12.1
2160,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,11.8
2163,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,7.5
2165,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,9.2
2167,6.416666666666667,253.0,4.72,33.0,22.0,121.0,7.08,4.37,2017.0,9.8
2168,6.416666666666667,253.0,4.81,31.0,18.0,110.0,7.17,4.23,2018.0,11.0
2172,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,9.2
2176,6.25,250.0,4.73,35.5,20.0,121.0,6.9,4.2,2016.0,7.2
2180,6.416666666666667,246.0,4.75,33.5,17.0,116.0,7.08,4.37,2015.0,7.6
2181,6.5,261.0,4.8,37.0,23.0,118.0,7.24,4.82,2006.0,6.9
2185,6.333333333333333,262.0,4.72,33.5,22.0,116.0,7.08,4.37,2016.0,8.6
2188,6.416666666666667,251.0,4.78,33.5,20.0,112.0,6.84,4.27,2009.0,6.8
2192,6.25,255.0,4.85,32.0,27.0,110.0,7.12,4.37,2012.0,5.7
2197,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,8.3
2205,6.166666666666667,251.0,4.73,33.5,35.0,116.0,7.08,4.37,2012.0,5.3
2208,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,3.4
2221,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,3.3
2234,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,2.9
2236,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,3.4
2237,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,2.4
2247,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,1.5
2251,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,1.5
2255,6.333333333333333,257.0,4.87,31.5,16.0,116.0,7.23,4.47,2014.0,1.7
2256,6.416666666666667,262.0,4.75,35.0,22.0,112.0,7.36,4.52,2013.0,2.9
2257,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,3.1
2292,6.5,264.0,4.68,33.5,23.0,116.0,7.08,4.37,2010.0,227.4
2294,6.416666666666667,255.0,4.63,33.5,22.0,116.0,7.08,4.37,2013.0,233.5
2302,6.416666666666667,249.0,4.76,30.5,24.0,111.0,7.08,4.47,2013.0,202.4
2316,6.5,260.0,4.53,38.5,22.0,120.0,6.9,4.45,2010.0,171.0
2320,6.25,234.0,4.42,36.0,19.0,125.0,6.92,4.23,2017.0,173.6
2332,6.5,259.0,4.83,33.5,22.0,116.0,7.08,4.37,2011.0,158.2
2333,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,174.5
2341,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,143.1
2345,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,169.0
2353,6.5,264.0,4.65,31.0,25.0,116.0,7.08,4.37,2003.0,147.0
2355,6.416666666666667,246.0,4.75,33.5,17.0,116.0,7.08,4.37,2015.0,124.4
2424,6.416666666666667,250.0,4.79,33.5,13.0,116.0,7.08,4.37,2016.0,126.9
2428,6.416666666666667,246.0,4.49,41.0,23.0,123.0,7.08,4.37,2009.0,132.8
2429,6.25,254.0,4.38,42.0,33.0,128.0,7.0,4.17,2006.0,121.8
2430,6.333333333333333,250.0,4.6,32.0,24.0,120.0,7.08,4.37,2014.0,132.4
2435,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,137.2
2436,6.5,251.0,4.51,30.0,22.0,121.0,6.85,4.16,2017.0,101.2
2444,6.333333333333333,254.0,4.72,33.0,19.0,117.0,7.0,4.32,2016.0,119.6
2448,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,116.8
2462,6.333333333333333,247.0,4.52,35.0,18.0,132.0,7.08,4.37,2017.0,106.5
2463,6.5,261.0,4.8,37.0,23.0,118.0,7.24,4.82,2006.0,87.8
2465,6.333333333333333,246.0,4.64,37.5,21.0,133.0,6.97,4.34,2017.0,94.7
2474,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,78.6
2478,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,79.8
2479,6.416666666666667,246.0,4.64,35.5,16.0,111.0,6.96,4.31,2011.0,97.8
2481,6.583333333333333,261.0,4.83,37.5,26.0,121.0,7.53,4.5,2015.0,98.2
2488,6.416666666666667,262.0,4.75,33.5,20.0,116.0,7.08,4.37,2014.0,101.7
2495,6.333333333333333,249.0,4.59,34.0,23.0,115.0,7.32,4.59,2010.0,79.7
2497,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,79.6
2510,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,76.5
2511,6.416666666666667,261.0,4.66,35.0,20.0,113.0,7.07,4.53,2010.0,77.2
2515,6.5,247.0,4.51,33.5,27.0,116.0,7.08,4.37,2012.0,63.5
2520,6.166666666666667,230.0,4.59,38.0,16.0,119.0,7.08,4.37,2016.0,65.2
2529,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,54.3
2533,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,50.1
2541,6.416666666666667,251.0,4.78,31.5,22.0,109.0,7.08,4.37,2012.0,59.5
2542,6.25,239.0,4.62,37.5,22.0,126.0,6.99,4.33,2017.0,51.7
2543,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,52.7
2544,6.5,249.0,4.77,33.5,22.0,116.0,7.08,4.37,2016.0,60.5
2547,6.333333333333333,256.0,4.87,34.0,22.0,115.0,7.01,4.42,2007.0,55.6
2551,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,55.4
2558,6.166666666666667,236.0,4.72,33.5,16.0,116.0,7.08,4.37,2013.0,60.1
2568,6.5,259.0,4.68,34.0,18.0,118.0,7.64,4.53,2008.0,58.6
2570,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,46.4
2573,6.25,248.0,4.62,38.0,22.0,127.0,7.08,4.18,2017.0,45.7
2578,6.416666666666667,254.0,4.81,33.5,26.0,116.0,7.08,4.37,2015.0,35.2
2579,6.25,243.0,4.65,34.5,25.0,122.0,6.94,4.15,2011.0,44.3
2582,6.25,249.0,4.54,42.5,23.0,130.0,6.9,4.4,2011.0,39.1
2583,6.333333333333333,267.0,4.69,33.5,31.0,119.0,7.08,4.53,2013.0,38.8
2584,6.5,254.0,4.51,35.5,23.0,114.0,7.04,4.48,2007.0,42.1
2587,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,36.8
2589,6.416666666666667,262.0,4.75,35.0,22.0,112.0,7.36,4.52,2013.0,39.0
2590,6.666666666666667,260.0,4.86,31.0,17.0,113.0,7.09,4.57,2013.0,36.2
2595,6.333333333333333,268.0,5.04,30.5,20.0,112.0,7.13,4.23,2015.0,50.3
2599,6.333333333333333,257.0,4.87,31.5,16.0,116.0,7.23,4.47,2014.0,34.0
2600,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,34.9
2604,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,32.0
2606,6.5,270.0,4.84,32.0,27.0,114.0,7.57,4.55,2014.0,30.2
2611,6.5,263.0,4.98,30.5,19.0,110.0,7.46,4.54,2015.0,26.1
2612,6.5,257.0,4.76,30.5,17.0,111.0,7.05,4.2,2016.0,30.4
2614,6.333333333333333,259.0,4.72,33.5,19.0,112.0,6.94,4.34,2006.0,28.7
2620,6.333333333333333,262.0,4.72,33.5,22.0,116.0,7.08,4.37,2016.0,25.5
2623,6.25,255.0,4.85,32.0,27.0,110.0,7.12,4.37,2012.0,24.6
2626,6.333333333333333,252.0,4.43,36.0,24.0,122.0,6.76,4.11,2012.0,18.8
2630,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,25.2
2634,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,29.7
2643,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,25.9
2645,6.416666666666667,265.0,4.76,31.5,25.0,116.0,7.1,4.26,2014.0,26.7
2652,6.333333333333333,249.0,4.78,34.5,17.0,117.0,7.3,4.37,2015.0,28.2
2660,6.333333333333333,264.0,4.77,33.5,25.0,116.0,7.08,4.37,2010.0,17.2
2675,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,13.9
2676,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,18.0
2678,6.416666666666667,247.0,4.64,32.5,22.0,117.0,7.05,4.31,2016.0,17.2
2679,6.333333333333333,257.0,4.76,26.5,22.0,113.0,7.08,4.37,2014.0,14.2
2682,6.416666666666667,258.0,4.68,33.0,27.0,115.0,7.03,4.4,2011.0,13.0
2693,6.5,266.0,4.94,29.0,25.0,108.0,7.13,4.28,2011.0,15.6
2698,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,14.6
2699,6.333333333333333,251.0,4.79,35.0,20.0,120.0,7.32,4.57,2015.0,17.0
2702,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,15.1
2713,6.416666666666667,252.0,4.69,29.0,22.0,116.0,7.08,4.37,2017.0,9.3
2716,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,10.8
2718,6.416666666666667,255.0,4.79,33.5,22.0,116.0,7.08,4.37,2015.0,10.8
2723,6.166666666666667,251.0,4.73,33.5,35.0,116.0,7.08,4.37,2012.0,7.3
2724,6.416666666666667,250.0,4.68,35.5,22.0,119.0,6.92,4.32,2013.0,8.6
2726,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,8.7
2729,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,8.6
2733,6.333333333333333,270.0,4.86,30.0,22.0,110.0,7.05,4.51,2017.0,8.6
2737,6.5,252.0,4.8,33.0,14.0,116.0,6.85,4.32,2015.0,6.9
2742,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,9.8
2745,6.333333333333333,250.0,4.83,33.5,20.0,116.0,7.08,4.37,2015.0,6.6
2746,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,7.8
2747,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,4.5
2749,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,5.1
2751,6.25,247.0,4.55,32.0,17.0,116.0,7.09,4.47,2017.0,5.6
2761,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,4.5
2770,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,3.4
2771,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,4.2
2772,6.333333333333333,247.0,4.72,33.5,20.0,116.0,7.08,4.37,2017.0,3.5
2773,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,3.7
2796,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,2.2
2800,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,1.4
2805,6.333333333333333,247.0,4.77,34.5,18.0,121.0,7.0,4.33,2016.0,1.3
2839,6.416666666666667,255.0,4.63,33.5,22.0,116.0,7.08,4.37,2013.0,223.0
2844,6.5,254.0,4.51,35.5,23.0,114.0,7.04,4.48,2007.0,207.3
2847,6.5,259.0,4.83,33.5,22.0,116.0,7.08,4.37,2011.0,209.0
2850,6.5,260.0,4.53,38.5,22.0,120.0,6.9,4.45,2010.0,189.3
2851,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,188.1
2856,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,171.0
2858,6.5,259.0,4.68,34.0,18.0,118.0,7.64,4.53,2008.0,168.1
2868,6.416666666666667,249.0,4.76,30.5,24.0,111.0,7.08,4.47,2013.0,183.6
2871,6.166666666666667,236.0,4.72,33.5,16.0,116.0,7.08,4.37,2013.0,168.6
2880,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,147.8
2883,6.416666666666667,250.0,4.79,33.5,13.0,116.0,7.08,4.37,2016.0,129.8
2895,6.5,247.0,4.51,33.5,27.0,116.0,7.08,4.37,2012.0,137.3
2961,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,145.4
2964,6.333333333333333,250.0,4.6,32.0,24.0,120.0,7.08,4.37,2014.0,144.2
2967,6.333333333333333,245.0,4.68,34.0,27.0,113.0,6.72,4.17,2010.0,168.9
2968,6.5,264.0,4.65,31.0,25.0,116.0,7.08,4.37,2003.0,152.3
2974,6.416666666666667,265.0,4.76,31.5,25.0,116.0,7.1,4.26,2014.0,133.9
2976,6.25,255.0,4.85,32.0,27.0,110.0,7.12,4.37,2012.0,113.6
2977,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,136.2
2983,6.5,243.0,4.61,31.0,22.0,117.0,6.92,4.23,2008.0,130.2
2990,6.333333333333333,256.0,4.87,34.0,22.0,115.0,7.01,4.42,2007.0,119.6
2993,6.5,264.0,4.68,33.5,23.0,116.0,7.08,4.37,2010.0,97.0
2997,6.25,254.0,4.38,42.0,33.0,128.0,7.0,4.17,2006.0,114.3
2999,6.416666666666667,250.0,4.68,35.5,22.0,119.0,6.92,4.32,2013.0,98.4
3015,6.333333333333333,267.0,4.69,33.5,31.0,119.0,7.08,4.53,2013.0,87.1
3021,6.25,243.0,4.65,34.5,25.0,122.0,6.94,4.15,2011.0,109.9
3029,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,104.2
3031,6.333333333333333,251.0,4.79,35.0,20.0,120.0,7.32,4.57,2015.0,86.9
3035,6.583333333333333,261.0,4.83,37.5,26.0,121.0,7.53,4.5,2015.0,90.8
3037,6.416666666666667,246.0,4.64,35.5,16.0,111.0,6.96,4.31,2011.0,82.1
3038,6.416666666666667,253.0,4.72,33.5,22.0,116.0,7.08,4.37,2013.0,80.0
3040,6.416666666666667,261.0,4.66,35.0,20.0,113.0,7.07,4.53,2010.0,88.1
