,Ht,Wt,40yd,Vertical,Bench,BroadJump,3Cone,Shuttle,Combine_Year,Fantasy_PPR
1043,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,16.4
1044,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,8.3
1045,5.833333333333333,207.0,4.5,34.5,19.0,120.0,7.0,4.24,2000.0,17.6
1048,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,8.1
1053,5.916666666666667,213.0,4.5,35.5,15.0,125.0,7.0,4.24,2017.0,8.6
1057,5.833333333333333,201.0,4.68,32.0,19.0,118.0,7.0,4.24,2013.0,10.7
1060,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,8.6
1061,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,7.9
1064,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,6.0
1072,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,7.9
1082,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,13.3
1083,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,5.5
1088,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,7.7
1097,5.916666666666667,220.0,4.46,32.5,13.0,120.0,7.0,4.24,2018.0,3.4
1099,6.083333333333333,228.0,4.52,40.0,14.0,129.0,7.0,4.34,2018.0,3.1
1101,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,4.0
1102,5.75,192.0,4.5,39.5,16.0,125.0,7.0,4.24,2020.0,2.6
1107,5.916666666666667,213.0,4.54,38.0,19.0,127.0,7.0,4.24,2020.0,2.4
1111,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,2.9
1112,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,3.7
1119,5.666666666666667,209.0,4.56,30.0,29.0,114.0,7.4,4.53,2020.0,2.6
1124,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,1.5
1126,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,2.4
1130,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,2.9
1134,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,1.9
1136,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,1.6
1141,5.833333333333333,220.0,4.68,32.5,13.0,119.0,7.18,4.21,2020.0,1.3
1146,5.916666666666667,212.0,4.34,33.0,19.0,120.0,7.0,4.24,2012.0,2.6
1147,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,0.9
1149,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,1.7
1154,5.916666666666667,212.0,4.57,36.0,17.0,130.0,7.0,4.16,2019.0,0.8
1155,5.916666666666667,220.0,4.56,34.5,16.0,120.0,7.0,4.24,2016.0,4.6
1160,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,0.4
1161,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,1.2
1164,6.083333333333333,228.0,4.58,29.5,19.0,114.0,7.53,4.31,2019.0,0.3
1169,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,43.349999999999994
1174,5.916666666666667,202.0,4.48,37.5,10.0,121.0,6.57,4.22,2017.0,471.2
1176,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,294.6
1177,5.75,208.0,4.56,37.5,16.0,127.0,6.82,4.2,2017.0,314.8
1178,6.0,225.0,4.47,32.5,19.0,118.0,7.0,4.24,2016.0,311.7
1179,5.833333333333333,210.0,4.49,30.5,22.0,116.0,7.27,4.53,2017.0,292.4
1182,5.916666666666667,227.0,4.52,38.5,29.0,128.0,7.09,4.25,2018.0,255.2
1183,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,309.0
1184,5.75,215.0,4.62,31.5,21.0,118.0,7.13,4.62,2011.0,242.5
1191,6.0,218.0,4.58,37.0,23.0,130.0,7.0,4.24,2017.0,232.6
1194,6.0,233.0,4.4,41.0,29.0,120.0,7.0,4.24,2018.0,244.1
1196,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,225.4
1197,6.083333333333333,222.0,4.52,34.5,17.0,120.0,7.0,4.24,2015.0,219.4
1202,6.0,240.0,4.51,28.5,19.0,120.0,7.0,4.24,2017.0,259.4
1209,5.833333333333333,220.0,4.54,34.5,19.0,120.0,7.0,4.24,2019.0,191.6
1211,5.916666666666667,211.0,4.49,36.0,20.0,124.0,6.89,4.19,2019.0,218.7
1214,5.833333333333333,214.0,4.56,39.5,15.0,131.0,7.0,4.24,2017.0,248.5
1215,5.916666666666667,213.0,4.5,35.5,15.0,125.0,7.0,4.24,2017.0,181.3
1220,6.083333333333333,210.0,4.45,34.5,10.0,123.0,7.04,4.21,2016.0,214.2
1222,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,197.7
1234,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,165.2
1236,6.083333333333333,230.0,4.6,31.5,24.0,118.0,6.75,4.24,2013.0,215.0
1240,5.833333333333333,222.0,4.63,28.5,15.0,121.0,7.0,4.24,2019.0,170.4
1245,6.0,230.0,4.62,34.5,19.0,114.0,7.0,4.24,2014.0,153.2
1249,5.916666666666667,214.0,4.54,34.5,22.0,120.0,7.0,4.21,2018.0,152.6
1268,5.666666666666667,206.0,4.58,31.5,19.0,118.0,7.11,4.26,2014.0,197.6
1269,6.083333333333333,215.0,4.52,35.0,19.0,126.0,7.04,4.07,2015.0,180.8
1270,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,166.3
1271,6.083333333333333,217.0,4.4,38.5,19.0,127.0,7.09,4.4,2007.0,147.0
1272,5.75,204.0,4.57,32.0,23.0,114.0,7.05,4.2,2014.0,200.2
1275,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,157.2
1278,5.583333333333333,203.0,4.66,35.0,15.0,117.0,7.32,4.4,2019.0,147.9
1281,5.916666666666667,206.0,4.4,34.5,22.0,120.0,7.0,4.24,2015.0,135.4
1282,6.083333333333333,233.0,4.65,29.0,20.0,113.0,7.0,4.24,2017.0,145.5
1284,5.916666666666667,222.0,4.45,35.5,16.0,121.0,7.37,4.25,2014.0,141.1
1287,5.75,207.0,4.54,33.5,19.0,121.0,7.0,4.24,2015.0,154.0
1289,6.0,212.0,4.59,30.0,19.0,123.0,7.25,4.53,2017.0,146.3
1290,6.083333333333333,224.0,4.5,41.5,25.0,127.0,6.82,4.27,2015.0,141.5
1296,5.833333333333333,228.0,4.64,32.5,20.0,111.0,7.0,4.21,2016.0,116.5
1297,6.0,230.0,4.57,34.0,16.0,122.0,7.0,4.24,2016.0,111.4
1302,5.916666666666667,229.0,4.54,34.0,17.0,118.0,6.9,4.16,2018.0,142.2
1305,5.833333333333333,198.0,4.5,34.5,19.0,120.0,7.0,4.24,2009.0,118.6
1310,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,92.6
1311,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,121.9
1312,5.5,179.0,4.42,31.5,11.0,118.0,7.0,4.24,2017.0,163.9
1318,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,103.3
1321,5.75,217.0,4.58,34.5,19.0,120.0,7.0,4.24,2005.0,94.9
1332,5.916666666666667,213.0,4.54,40.0,11.0,126.0,7.07,4.29,2018.0,85.0
1334,5.833333333333333,214.0,4.73,39.0,21.0,125.0,6.85,4.09,2013.0,101.1
1335,5.666666666666667,198.0,4.38,35.5,19.0,119.0,7.18,4.35,2018.0,117.9
1336,6.0,210.0,4.52,35.0,13.0,121.0,7.0,4.24,2019.0,89.2
1337,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,96.9
1341,5.75,205.0,4.55,34.0,19.0,122.0,6.79,4.07,2018.0,82.8
1350,5.916666666666667,220.0,4.46,32.5,13.0,120.0,7.0,4.24,2018.0,75.3
1356,5.833333333333333,216.0,4.62,36.5,18.0,119.0,7.0,4.24,2017.0,101.4
1362,5.916666666666667,221.0,4.67,35.0,22.0,127.0,7.13,4.29,2019.0,68.4
1364,5.916666666666667,224.0,4.62,34.5,19.0,117.0,6.86,4.15,2015.0,59.1
1366,6.083333333333333,219.0,4.54,34.0,15.0,125.0,7.03,4.32,2017.0,67.2
1367,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,104.4
1375,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,57.9
1383,6.0,225.0,4.72,32.0,22.0,109.0,7.0,4.21,2018.0,67.8
1386,5.583333333333333,192.0,4.42,34.5,21.0,120.0,7.0,4.24,2013.0,93.6
1390,5.833333333333333,224.0,4.49,31.5,15.0,120.0,7.0,4.24,2018.0,57.4
1393,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,83.8
1397,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,50.0
1401,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,82.8
1402,6.083333333333333,216.0,4.54,36.0,16.0,117.0,7.0,4.27,2018.0,54.0
1405,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,68.2
1409,5.916666666666667,210.0,4.54,34.5,15.0,120.0,7.0,4.24,2018.0,46.9
1412,5.916666666666667,222.0,4.55,38.0,21.0,119.0,6.96,4.44,2012.0,50.9
1413,5.833333333333333,198.0,4.4,40.0,21.0,130.0,7.0,4.24,2019.0,49.5
1416,6.083333333333333,228.0,4.52,40.0,14.0,129.0,7.0,4.34,2018.0,43.2
1419,5.583333333333333,193.0,4.56,34.5,17.0,112.0,6.9,4.18,2011.0,66.3
1423,5.916666666666667,213.0,4.65,35.0,14.0,120.0,6.99,4.34,2017.0,75.3
1425,6.083333333333333,228.0,4.46,33.5,15.0,122.0,6.91,4.35,2018.0,51.8
1426,5.666666666666667,202.0,4.53,33.5,19.0,122.0,6.91,4.12,2013.0,68.4
1429,5.916666666666667,220.0,4.45,30.0,22.0,114.0,7.02,4.29,2019.0,51.2
1430,6.0,215.0,4.6,29.5,21.0,120.0,7.17,4.28,2017.0,48.2
1434,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,60.2
1439,5.916666666666667,220.0,4.56,34.5,16.0,120.0,7.0,4.24,2016.0,40.4
1450,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,50.6
1453,6.083333333333333,228.0,4.58,29.5,19.0,114.0,7.53,4.31,2019.0,30.7
1464,5.833333333333333,202.0,4.6,31.5,18.0,118.0,7.0,4.24,2018.0,42.0
1469,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,38.1
1471,5.833333333333333,207.0,4.51,34.5,18.0,120.0,7.0,4.24,2011.0,33.2
1479,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,36.3
1481,5.75,205.0,4.6,42.5,24.0,130.0,6.79,3.95,2015.0,39.3
1482,5.75,205.0,4.58,35.5,24.0,118.0,7.19,4.27,2019.0,31.4
1487,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,29.3
1491,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,32.1
1494,6.0,199.0,4.52,38.5,13.0,122.0,6.81,4.07,2018.0,31.2
1500,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,37.6
1510,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,32.3
1511,6.0,220.0,4.48,35.5,19.0,121.0,7.0,4.24,2016.0,28.8
1513,5.666666666666667,208.0,4.49,33.5,22.0,121.0,7.0,4.24,2019.0,22.4
1517,5.833333333333333,201.0,4.48,39.5,17.0,130.0,7.07,4.31,2019.0,28.0
1525,6.083333333333333,226.0,4.61,36.0,22.0,117.0,7.19,4.22,2015.0,29.7
1532,5.833333333333333,208.0,4.47,33.5,14.0,120.0,6.83,4.28,2016.0,23.5
1535,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,20.0
1537,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,16.2
1546,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,14.1
1551,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,18.1
1553,6.0,221.0,4.53,35.5,11.0,121.0,6.96,4.28,2015.0,11.5
1555,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,18.7
1556,5.5,187.0,4.47,33.0,23.0,105.0,6.96,3.96,2005.0,17.0
1563,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,15.3
1567,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,17.0
1568,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,13.2
1570,5.75,196.0,4.52,35.5,20.0,122.0,6.87,4.2,2013.0,15.1
1576,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,15.2
1577,5.916666666666667,215.0,4.46,35.5,20.0,125.0,7.05,4.55,2007.0,9.4
1579,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,9.7
1580,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,10.3
1589,5.916666666666667,219.0,4.56,34.5,22.0,120.0,7.0,4.24,2016.0,12.6
1590,5.916666666666667,227.0,4.63,34.5,19.0,120.0,7.0,4.24,2016.0,10.6
1593,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,9.4
1595,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,16.4
1598,5.833333333333333,228.0,4.62,34.5,19.0,120.0,7.0,4.24,2013.0,12.3
1599,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,7.6
1605,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,11.6
1609,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,9.4
1611,5.75,217.0,4.61,34.0,17.0,116.0,7.0,4.18,2015.0,11.9
1612,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,9.8
1613,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,8.2
1615,6.0,194.0,4.33,34.5,13.0,120.0,7.0,4.24,2011.0,5.9
1617,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,8.0
1618,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,6.8
1624,5.666666666666667,224.0,4.6,32.0,17.0,119.0,7.15,4.12,2013.0,4.3
1630,5.833333333333333,208.0,4.54,32.0,19.0,124.0,7.0,4.24,2016.0,4.8
1631,6.0,221.0,4.57,39.0,19.0,121.0,7.1,4.1,2015.0,3.0
1636,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,2.6
1648,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,5.1
1652,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,5.7
1659,5.833333333333333,192.0,4.41,39.0,17.0,130.0,7.0,4.24,2016.0,4.1
1662,5.75,196.0,4.37,33.5,17.0,121.0,7.0,4.24,2017.0,4.3
1667,5.916666666666667,233.0,4.65,33.0,30.0,116.0,7.26,4.37,2017.0,1.6
1669,5.833333333333333,207.0,4.5,34.5,19.0,120.0,7.0,4.24,2000.0,3.1
1672,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,3.7
1673,6.166666666666667,213.0,4.54,34.5,18.0,120.0,7.0,4.24,2018.0,1.2
1675,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,0.7
1678,5.75,198.0,4.48,34.5,21.0,120.0,7.0,4.24,2016.0,0.9
1682,5.833333333333333,216.0,4.57,37.0,16.0,121.0,7.0,4.24,2019.0,1.2
1686,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,1.0
1687,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,1.5
1689,5.833333333333333,216.0,4.54,35.0,15.0,120.0,7.13,4.51,2018.0,0.9
1693,6.166666666666667,232.0,4.58,33.0,15.0,122.0,6.95,4.16,2018.0,0.8
1696,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,1.8
1697,5.916666666666667,208.0,4.47,30.0,21.0,116.0,7.37,4.63,2019.0,0.9
1707,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,0.6
1709,5.916666666666667,212.0,4.57,36.0,17.0,130.0,7.0,4.16,2019.0,1.1
1719,5.833333333333333,219.0,4.63,35.5,16.0,117.0,7.01,4.19,2012.0,0.4
1721,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,2.4
1722,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,1.4
1732,6.083333333333333,222.0,4.52,34.5,17.0,120.0,7.0,4.24,2015.0,372.1
1733,6.0,233.0,4.4,41.0,29.0,120.0,7.0,4.24,2018.0,385.8
1734,5.916666666666667,202.0,4.48,37.5,10.0,121.0,6.57,4.22,2017.0,385.5
1735,5.833333333333333,214.0,4.56,39.5,15.0,131.0,7.0,4.24,2017.0,354.2
1738,6.0,225.0,4.47,32.5,19.0,118.0,7.0,4.24,2016.0,329.1
1744,6.083333333333333,215.0,4.52,35.0,19.0,126.0,7.04,4.07,2015.0,275.5
1745,6.083333333333333,233.0,4.65,29.0,20.0,113.0,7.0,4.24,2017.0,280.0
1754,5.833333333333333,216.0,4.62,36.5,18.0,119.0,7.0,4.24,2017.0,230.2
1755,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,243.4
1757,6.083333333333333,224.0,4.5,41.5,25.0,127.0,6.82,4.27,2015.0,246.6
1759,5.75,204.0,4.57,32.0,23.0,114.0,7.05,4.2,2014.0,276.6
1760,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,222.8
1761,6.25,247.0,4.54,37.0,22.0,130.0,7.2,4.38,2016.0,201.4
1768,6.0,218.0,4.58,37.0,23.0,130.0,7.0,4.24,2017.0,201.4
1771,5.916666666666667,227.0,4.52,38.5,29.0,128.0,7.09,4.25,2018.0,194.5
1773,6.083333333333333,217.0,4.4,38.5,19.0,127.0,7.09,4.4,2007.0,189.0
1777,5.5,179.0,4.42,31.5,11.0,118.0,7.0,4.24,2017.0,233.9
1779,5.916666666666667,206.0,4.4,34.5,22.0,120.0,7.0,4.24,2015.0,193.6
1780,5.916666666666667,213.0,4.5,35.5,15.0,125.0,7.0,4.24,2017.0,178.1
1781,6.0,230.0,4.57,34.0,16.0,122.0,7.0,4.24,2016.0,180.0
1787,6.083333333333333,210.0,4.45,34.5,10.0,123.0,7.04,4.21,2016.0,206.2
1790,5.916666666666667,212.0,4.34,33.0,19.0,120.0,7.0,4.24,2012.0,172.6
1793,5.75,208.0,4.56,37.5,16.0,127.0,6.82,4.2,2017.0,171.4
1808,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,162.5
1830,5.916666666666667,214.0,4.54,34.5,22.0,120.0,7.0,4.21,2018.0,139.1
1831,5.833333333333333,228.0,4.64,32.5,20.0,111.0,7.0,4.21,2016.0,150.3
1832,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,168.8
1834,5.75,215.0,4.62,31.5,21.0,118.0,7.13,4.62,2011.0,142.5
1835,5.916666666666667,224.0,4.57,38.0,23.0,117.0,7.0,4.24,2014.0,140.7
1836,6.083333333333333,226.0,4.61,36.0,22.0,117.0,7.19,4.22,2015.0,173.1
1840,5.833333333333333,210.0,4.49,30.5,22.0,116.0,7.27,4.53,2017.0,152.0
1842,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,131.9
1845,5.916666666666667,213.0,4.54,40.0,11.0,126.0,7.07,4.29,2018.0,139.4
1847,5.75,217.0,4.61,34.0,17.0,116.0,7.0,4.18,2015.0,136.8
1850,5.583333333333333,193.0,4.56,34.5,17.0,112.0,6.9,4.18,2011.0,160.7
1851,5.75,223.0,4.46,36.0,28.0,120.0,6.79,4.16,2012.0,119.9
1854,6.0,240.0,4.51,28.5,19.0,120.0,7.0,4.24,2017.0,120.4
1856,5.666666666666667,198.0,4.38,35.5,19.0,119.0,7.18,4.35,2018.0,160.9
1863,5.833333333333333,217.0,4.59,28.5,18.0,113.0,7.0,4.24,2016.0,108.6
1866,5.833333333333333,198.0,4.5,34.5,19.0,120.0,7.0,4.24,2009.0,127.2
1868,5.75,217.0,4.58,34.5,19.0,120.0,7.0,4.24,2005.0,102.6
1870,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,156.6
1871,5.833333333333333,208.0,4.47,33.5,14.0,120.0,6.83,4.28,2016.0,117.4
1872,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,89.8
1873,6.0,230.0,4.62,34.5,19.0,114.0,7.0,4.24,2014.0,98.4
1874,5.916666666666667,229.0,4.54,34.0,17.0,118.0,6.9,4.16,2018.0,101.3
1876,6.0,212.0,4.59,30.0,19.0,123.0,7.25,4.53,2017.0,114.4
1880,5.75,207.0,4.54,33.5,19.0,121.0,7.0,4.24,2015.0,132.0
1888,6.0,241.0,4.7,35.0,18.0,117.0,6.85,4.49,2010.0,86.5
1889,6.166666666666667,223.0,4.63,32.0,13.0,121.0,7.15,4.5,2014.0,97.3
1893,5.916666666666667,222.0,4.45,35.5,16.0,121.0,7.37,4.25,2014.0,98.6
1894,6.166666666666667,213.0,4.54,34.5,18.0,120.0,7.0,4.24,2018.0,81.9
1909,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,97.7
1913,5.833333333333333,214.0,4.53,36.0,15.0,120.0,7.26,4.56,2017.0,85.9
1917,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,78.0
1919,5.916666666666667,215.0,4.46,35.5,20.0,125.0,7.05,4.55,2007.0,79.0
1922,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,89.5
1924,5.666666666666667,224.0,4.6,32.0,17.0,119.0,7.15,4.12,2013.0,67.4
1927,5.666666666666667,202.0,4.53,33.5,19.0,122.0,6.91,4.12,2013.0,95.9
1928,5.916666666666667,220.0,4.46,32.5,13.0,120.0,7.0,4.24,2018.0,70.4
1929,5.833333333333333,219.0,4.63,35.5,16.0,117.0,7.01,4.19,2012.0,68.1
1930,6.0,221.0,4.53,35.5,11.0,121.0,6.96,4.28,2015.0,93.6
1931,5.833333333333333,220.0,4.68,28.5,19.0,115.0,7.0,4.24,2017.0,81.1
1933,5.833333333333333,228.0,4.62,34.5,19.0,120.0,7.0,4.24,2013.0,79.0
1935,5.833333333333333,201.0,4.68,32.0,19.0,118.0,7.0,4.24,2013.0,116.5
1947,5.583333333333333,192.0,4.42,34.5,21.0,120.0,7.0,4.24,2013.0,91.6
1948,5.916666666666667,219.0,4.56,34.5,22.0,120.0,7.0,4.24,2016.0,87.8
1951,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,57.1
1954,5.833333333333333,207.0,4.51,34.5,18.0,120.0,7.0,4.24,2011.0,60.3
1956,5.833333333333333,215.0,4.56,37.5,18.0,121.0,6.97,4.28,2016.0,54.4
1960,5.75,212.0,4.67,29.0,24.0,106.0,7.0,4.24,2014.0,61.8
1961,6.0,199.0,4.52,38.5,13.0,122.0,6.81,4.07,2018.0,61.1
1962,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,71.3
1964,5.5,187.0,4.47,33.0,23.0,105.0,6.96,3.96,2005.0,61.0
1966,5.5,196.0,4.59,33.0,19.0,113.0,7.31,4.26,2011.0,83.0
1972,6.083333333333333,216.0,4.54,36.0,16.0,117.0,7.0,4.27,2018.0,60.1
1973,5.75,205.0,4.55,34.0,19.0,122.0,6.79,4.07,2018.0,63.1
1986,6.0,221.0,4.57,39.0,19.0,121.0,7.1,4.1,2015.0,43.4
1987,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,67.4
1991,5.833333333333333,214.0,4.73,39.0,21.0,125.0,6.85,4.09,2013.0,49.7
2000,5.916666666666667,224.0,4.62,34.5,19.0,117.0,6.86,4.15,2015.0,39.4
2006,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,38.6
2011,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,48.7
2013,5.916666666666667,210.0,4.54,34.5,15.0,120.0,7.0,4.24,2018.0,44.4
2015,6.0,215.0,4.6,29.5,21.0,120.0,7.17,4.28,2017.0,44.5
2026,6.083333333333333,228.0,4.46,33.5,15.0,122.0,6.91,4.35,2018.0,37.7
2032,5.75,198.0,4.61,29.0,11.0,109.0,7.0,4.4,2015.0,38.6
2042,5.916666666666667,222.0,4.55,38.0,21.0,119.0,6.96,4.44,2012.0,29.4
2051,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,33.7
2073,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,25.7
2074,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,22.5
2084,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,23.8
2087,6.083333333333333,219.0,4.54,34.0,15.0,125.0,7.03,4.32,2017.0,15.6
2089,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,23.4
2095,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,15.4
2096,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,15.0
2097,5.833333333333333,212.0,4.53,36.5,19.0,118.0,7.13,4.24,2015.0,17.4
2101,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,20.7
2110,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,17.8
2111,6.0,225.0,4.72,32.0,22.0,109.0,7.0,4.21,2018.0,16.1
2113,5.916666666666667,225.0,4.65,36.0,18.0,118.0,6.78,4.21,2011.0,14.8
2117,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,19.7
2121,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,13.0
2122,5.833333333333333,216.0,4.54,35.0,15.0,120.0,7.13,4.51,2018.0,12.1
2128,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,11.4
2129,5.916666666666667,215.0,4.54,34.5,19.0,120.0,7.0,4.24,2013.0,11.6
2131,6.0,233.0,4.54,34.5,18.0,120.0,7.0,4.24,2017.0,10.7
