,Model Name,Position,Mean Square Error,R2 Score
16,RandomForestRegressor,QB,3457.7544873239485,0.7625183086100179
20,KNeighborsRegressor,QB,3577.763093975903,0.7542760094550197
12,BayesianRidge,QB,3904.518151723548,0.7318341778939255
24,MLPRegressor,QB,3925.5485031412077,0.7303897944238148
8,Lasso,QB,4001.68863024879,0.7251604219410533
4,Ridge,QB,4069.4999632482054,0.7205030785364979
0,LinearRegression,QB,4112.100304939544,0.7175772487137795
17,RandomForestRegressor,RB,1475.2250523764876,0.7737986855775715
25,MLPRegressor,RB,1581.0275278369165,0.7575756293193132
13,BayesianRidge,RB,1922.6020710610635,0.7052008336729984
5,Ridge,RB,1928.1784321246128,0.7043457911150938
1,LinearRegression,RB,1928.2226904487095,0.7043390048345404
9,Lasso,RB,1931.0057320860888,0.7039122715198821
21,KNeighborsRegressor,RB,1945.226194642857,0.7017317992476317
27,MLPRegressor,TE,999.9478059460517,0.7297175836002432
19,RandomForestRegressor,TE,1046.1488089661013,0.717229613066084
11,Lasso,TE,1076.166740808948,0.709115870423155
7,Ridge,TE,1107.082416676749,0.7007594706905956
3,LinearRegression,TE,1108.154427261186,0.7004697099556405
15,BayesianRidge,TE,1149.6473942818072,0.68925430518827
23,KNeighborsRegressor,TE,1207.1462847457628,0.6737125549464166
18,RandomForestRegressor,WR,1744.9905134739956,0.7565145816435783
26,MLPRegressor,WR,1859.9298690384676,0.7404766393973954
2,LinearRegression,WR,2133.8107355971697,0.7022609603670815
6,Ridge,WR,2133.8624515505157,0.7022537442358538
10,Lasso,WR,2133.9315755809603,0.7022440990868739
14,BayesianRidge,WR,2161.532844959643,0.6983927849565423
22,KNeighborsRegressor,WR,2326.737839647577,0.6753410795543848
