rank,Player,Position,Age,Year,Model_Projection_Points,#,StdDev,High,Low
0,Tom Brady,QB,45.0,2022,416.25646502450047,96,10.8,1.01,11.04
1,Aaron Rodgers,QB,39.0,2022,385.889705523282,80,9.3,1.1,10.06
2,Justin Herbert,QB,24.0,2022,376.7715829177397,35,5.1,1.02,5.08
3,Patrick Mahomes,QB,27.0,2022,359.46447668036757,40,6.1,1.01,7.04
4,Josh Allen,QB,26.0,2022,347.69484314751105,23,5.9,1.01,4.05
5,Lamar Jackson,QB,25.0,2022,335.22413843405957,53,6.7,1.01,7.08
6,Kirk Cousins,QB,34.0,2022,332.7245780639472,123,11.7,1.01,13.12
7,Ryan Tannehill,QB,34.0,2022,332.7245780639472,247,22.1,10.01,18.06
8,Mac Jones,QB,24.0,2022,328.7012872009898,214,20.6,3.01,18.01
9,Joe Burrow,QB,26.0,2022,317.82906263139523,56,7.4,1.07,8.01
10,Matthew Stafford,QB,34.0,2022,299.67596007849477,85,9.3,1.07,10.07
11,Kirk Cousins,QB,34.0,2022,299.0087011184214,123,11.7,1.01,13.12
12,Ryan Tannehill,QB,34.0,2022,299.0087011184214,247,22.1,10.01,18.06
13,Dak Prescott,QB,29.0,2022,295.1919359193124,93,9.3,2.08,11.01
14,Kyler Murray,QB,25.0,2022,276.4186931104361,63,6.3,1.01,8.02
15,Russell Wilson,QB,34.0,2022,261.34494223242086,82,8.8,2.11,10.05
16,Derek Carr,QB,31.0,2022,253.70981076437087,105,9.0,6.03,14.11
17,Jared Goff,QB,28.0,2022,245.60518675047314,251,24.1,12.06,18.02
18,Tua Tagovailoa,QB,24.0,2022,217.79669337605438,137,12.5,1.01,15.1
19,Carson Wentz,QB,30.0,2022,214.61736618768066,209,27.0,9.04,18.05
20,Matt Ryan,QB,37.0,2022,211.50042429333212,155,16.0,2.09,15.12
21,Davis Mills,QB,24.0,2022,179.8631074607037,233,20.2,10.04,18.05
22,Trey Lance,QB,22.0,2022,148.7609822771072,107,9.9,1.02,13.06
23,Baker Mayfield,QB,27.0,2022,143.0484922265182,222,35.2,1.01,18.02
24,Daniel Jones,QB,25.0,2022,139.4680074468817,250,20.4,11.03,18.06
25,Jalen Hurts,QB,24.0,2022,137.11621003207858,67,6.3,2.12,9.06
26,Trevor Lawrence,QB,23.0,2022,137.0373407927869,184,17.2,6.11,16.07
27,Justin Fields,QB,23.0,2022,108.50985655841478,166,16.3,4.07,16.03
28,Zach Wilson,QB,23.0,2022,86.30668574196807,225,32.3,1.01,18.06
29,Jameis Winston,QB,28.0,2022,72.56406615475589,186,19.4,1.01,16.05
30,Marcus Mariota,QB,29.0,2022,34.056632757539546,271,40.4,2.09,20.12
