#,Pick,Name,Pos,Team,Overall,StdDev,High,Low,TimesDrafted
55,5.05,Kareem Hunt,RB,CLE,53.1,6,2.09,6.08,835
56,5.06,Keenan Allen,WR,LAC,53.5,4.7,3.09,6.12,845
57,5.07,Dak Prescott,QB,DAL,54.7,7.6,3.01,7.02,444
58,5.08,Ronald Jones II,RB,TB,56.5,5.5,3.08,6.12,838
59,5.1,T.Y. Hilton,WR,IND,57.5,5,4.07,7.06,685
60,5.1,Courtland Sutton,WR,DEN,58.1,5.5,3.02,6.12,825
61,5.12,David Montgomery,RB,CHI,59.7,6.4,3.08,7.04,504
62,5.12,Marquise Brown,WR,BAL,60,5.5,3.06,7.05,684
63,6.01,D'Andre Swift,RB,DET,61.4,5.5,4.04,7.03,556
64,6.02,Darren Waller,TE,LV,61.6,6.4,4.01,8.05,564
65,6.02,Russell Wilson,QB,SEA,62,8.1,2.12,7.1,588
66,6.03,Kyler Murray,QB,ARI,62.6,8.1,3.09,8.02,408
67,6.05,Stefon Diggs,WR,BUF,65,5.8,3.06,7.1,885
68,6.07,DeVante Parker,WR,MIA,66.7,5.8,2.08,8.02,754
69,6.07,J.K. Dobbins,RB,BAL,67,5.2,4.12,7.11,498
70,6.09,Deshaun Watson,QB,HOU,69.3,6.4,3.01,8.08,595
71,6.1,A.J. Green,WR,CIN,69.8,6.4,4.12,9.01,791
72,6.1,Rob Gronkowski,TE,TB,70.4,9.3,3.11,8.12,348
73,6.11,Will Fuller,WR,HOU,70.5,6.1,5.01,8.11,854
74,6.12,Michael Gallup,WR,DAL,72.2,6.7,5.01,8.12,833
75,7.01,James White,RB,NE,72.7,6.8,5.02,8.09,585
76,7.03,Marlon Mack,RB,IND,74.6,8.3,2.07,8.09,522
77,7.03,Evan Engram,TE,NYG,74.8,6.8,5.04,9.04,446
78,7.05,Julian Edelman,WR,NE,77.2,6.7,4.1,9.01,709
79,7.06,Tyler Boyd,WR,CIN,78.5,7,5.01,8.12,873
80,7.07,Antonio Gibson,RB,WAS,79,6.5,5.12,9.01,464
81,7.07,Hayden Hurst,TE,ATL,79.4,6.9,5.09,9.07,410
82,7.08,Jordan Howard,RB,PHI,80,7.2,4.11,9.02,502
83,7.08,Drew Brees,QB,NO,80.1,9.2,2.11,9.09,386
84,7.09,Brandin Cooks,WR,HOU,81.5,7.1,5.08,9.03,751
85,7.12,Zack Moss,RB,BUF,83.7,7.4,5.07,9.03,657
86,7.12,Phillip Lindsay,RB,DEN,83.8,7.6,5.03,9.03,601
87,8.01,Tarik Cohen,RB,CHI,84.6,6.8,5.12,9.09,595
88,8.01,Matt Ryan,QB,ATL,84.8,8.7,4.03,10.03,433
89,8.01,Jarvis Landry,WR,CLE,85.5,7.6,5.02,9.08,733
90,8.04,Tom Brady,QB,TB,88,9.5,4.1,10.07,381
91,8.05,Deebo Samuel,WR,SF,89.1,8.3,1.02,10.02,608
92,8.05,Diontae Johnson,WR,PIT,89.4,7.2,6.06,9.1,503
93,8.06,Tyler Higbee,TE,LAR,89.7,9.7,5.09,10.08,370
94,8.07,Matt Breida,RB,MIA,90.5,7.5,5.05,10.04,456
95,8.09,CeeDee Lamb,WR,DAL,93.2,8,4.05,10.04,611
96,8.1,Aaron Rodgers,QB,GB,94.3,9.1,5.08,11.02,376
97,8.11,Latavius Murray,RB,NO,94.9,7.2,6.03,9.12,489
98,8.11,Marvin Jones,WR,DET,95.1,7.7,6.04,10.04,665
99,8.12,Tevin Coleman,RB,SF,96.4,7.2,5.09,10.03,389
100,9.01,Alexander Mattison,RB,MIN,96.7,7.4,6.07,10.03,350
101,9.01,Kerryon Johnson,RB,DET,97.2,7.7,6.02,10.1,525
102,9.02,Hunter Henry,TE,LAC,98,10.9,5.04,12.05,406
103,9.04,Emmanuel Sanders,WR,NO,100,7.8,6.08,10.11,549
104,9.05,Chase Edmonds,RB,ARI,101.1,7.4,6.11,10.12,446
105,9.05,Damien Harris,RB,NE,101.1,6.7,6.05,11.01,324
106,9.05,Josh Allen,QB,BUF,101.5,10,4.11,11.09,484
107,9.07,Jamison Crowder,WR,NYJ,102.6,7.2,7.01,10.11,596
108,9.09,Henry Ruggs III,WR,LV,104.5,7.6,4.1,11.1,463
109,9.1,Mecole Hardman,WR,KC,106.1,9.1,7.03,11.02,330
110,9.1,San Francisco Defense,DEF,SF,106.3,9.4,4.12,11.05,334
111,9.11,Sony Michel,RB,NE,107.4,9.4,5.05,11.07,342
112,9.12,Carson Wentz,QB,PHI,107.9,9.4,6.06,11.07,438
113,10.02,Jalen Reagor,WR,PHI,109.5,6.4,8.03,11.12,303
114,10.03,Matthew Stafford,QB,DET,111.3,8.1,7.11,11.11,569
115,10.04,A.J. Dillon,RB,GB,111.9,8,6.09,12.06,262
116,10.04,Jerry Jeudy,WR,DEN,112.3,7.7,7.1,11.08,444
117,10.05,Darius Slayton,WR,NYG,113.2,7.5,7.03,11.08,334
118,10.06,Darrell Henderson,RB,LAR,114.1,7.3,8.05,11.12,274
119,10.07,Jared Cook,TE,NO,115.2,15.3,3.01,14.05,483
120,10.09,Christian Kirk,WR,ARI,116.9,7.6,8.03,11.12,446
121,10.1,Adrian Peterson,RB,DET,118.4,8.7,7.06,12.1,296
122,10.11,Sterling Shepard,WR,NYG,118.9,9.2,6.01,13.04,512
123,10.11,Baltimore Defense,DEF,BAL,119.3,6.3,9.02,12.07,311
124,10.11,Tony Pollard,RB,DAL,119.4,8.7,8.03,12.11,266
125,10.12,Noah Fant,TE,DEN,119.6,13.7,7.04,13.07,555
126,10.12,Pittsburgh Defense,DEF,PIT,119.6,9.4,3.01,12.09,332
127,10.12,Boston Scott,RB,PHI,120.1,9.1,7.12,13.04,442
128,11.01,Cam Newton,QB,NE,120.7,8.9,7.08,12.11,530
129,11.02,Justin Jefferson,WR,MIN,121.5,10.3,6.03,12.06,297
130,11.05,Daniel Jones,QB,NYG,125.4,9.3,8.06,12.12,331
131,11.06,Buffalo Defense,DEF,BUF,126.3,8.5,9.01,13.02,250
132,11.07,Bryce Love,RB,WAS,126.8,8.9,8.06,13.03,206
133,11.07,Anthony Miller,WR,CHI,126.9,8.4,8.05,13.01,357
134,11.07,DeSean Jackson,WR,PHI,127.1,9.3,9.01,13.06,339
135,11.1,Ben Roethlisberger,QB,PIT,129.5,10.6,5.06,13.04,364
136,11.11,Preston Williams,WR,MIA,130.9,9.1,8.05,13.01,233
137,11.11,Duke Johnson,RB,HOU,131,11,8.11,15.01,390
138,11.11,Allen Lazard,WR,GB,131,8.7,8.07,13.04,296
139,12.02,Ke'Shawn Vaughn,RB,TB,134.4,10.6,9.01,14.1,221
140,12.03,Ryquell Armstead,RB,JAX,135.3,26.8,5.06,16.07,134
141,12.04,Joe Burrow,QB,CIN,135.7,9.2,7.03,14.12,295
142,12.04,Brandon Aiyuk,WR,SF,135.9,9.4,8.09,14.09,190
143,12.05,Austin Hooper,TE,CLE,136.7,18.8,5.12,15.1,708
144,12.05,Chicago Defense,DEF,CHI,136.7,8,10.01,14.07,224
145,12.06,Justin Jackson,RB,LAC,137.6,12.9,8.02,15.12,298
146,12.08,Nyheim Hines,RB,IND,139.9,14.6,7.06,15.11,337
147,12.08,New England Defense,DEF,NE,140.2,7,10.05,14.03,181
148,12.08,Sammy Watkins,WR,KC,140.5,11.6,6.12,14.1,229
149,12.11,T.J. Hockenson,TE,DET,143.1,17.4,8.01,15.1,648
150,12.12,Justin Tucker,PK,BAL,144.5,11,1.05,14.05,814
151,13.01,Baker Mayfield,QB,CLE,144.7,11.6,8.04,15.07,298
152,13.01,Golden Tate,WR,NYG,145.3,14.2,8.11,15.07,228
153,13.02,Mike Gesicki,TE,MIA,146.5,19.5,8.05,15.12,511
154,13.03,Jared Goff,QB,LAR,147.2,14.1,7.12,15.07,357
155,13.03,Harrison Butker,PK,KC,147.5,11.8,2.08,14.05,450
156,13.04,LA Chargers Defense,DEF,LAC,147.5,8,11.01,15.07,151
157,13.05,John Brown,WR,BUF,149.1,14,8.02,15.08,275
158,13.06,Chris Thompson,RB,JAX,149.6,21.4,7.11,15.12,419
159,13.08,Michael Pittman Jr.,WR,IND,151.7,12.7,10.05,15.08,203
160,13.08,Darrel Williams,RB,KC,152.3,19.6,9.07,16.07,143
161,13.08,Jerick McKinnon,RB,SF,152.3,15.4,9.07,16.04,333
162,13.09,Benny Snell Jr.,RB,PIT,152.9,19,9.01,16.08,125
163,13.09,Breshad Perriman,WR,NYJ,153,13.9,7.06,15.1,182
164,13.1,Jonnu Smith,TE,TEN,153.6,16.5,8.05,16.03,361
165,13.1,Jack Doyle,TE,IND,153.7,19.2,8.1,16.11,87
166,13.1,Chris Herndon IV,TE,NYJ,153.9,17.6,7.09,16.06,315
167,13.1,Tampa Bay Defense,DEF,TB,154.2,10.5,11.03,15.12,157
168,13.1,Blake Jarwin,TE,DAL,154.4,19.5,7.08,15.12,228
169,13.11,Joshua Kelley,RB,LAC,154.5,16.1,10.09,16.06,159
170,13.12,Wil Lutz,PK,NO,155.7,6.9,10.07,14.08,156
171,13.12,LeSean McCoy,RB,TB,156,18.3,6.11,16.06,254
172,13.12,Greg Zuerlein,PK,DAL,156.1,7.8,10.11,14.11,131
173,13.12,Ryan Tannehill,QB,TEN,156.4,13.9,9.12,15.12,227
174,14.01,Carlos Hyde,RB,SEA,156.5,16.2,8.07,15.12,290
175,14.01,Jimmy Garoppolo,QB,SF,157.2,17,7.06,16.03,104
176,14.02,Parris Campbell,WR,IND,158.4,15.6,8.11,16.07,146
177,14.03,N'Keal Harry,WR,NE,159,14.1,9.02,16.05,207
178,14.03,Gardner Minshew,QB,JAX,159.2,15,7.02,16.03,122
179,14.04,Philip Rivers,QB,IND,159.6,16,8.02,16.01,162
180,14.04,Seattle Defense,DEF,SEA,160.3,13.5,2.12,15.12,220
181,14.05,Dallas Defense,DEF,DAL,161,17.2,9.01,15.11,58
182,14.05,DeAndre Washington,RB,MIA,161.4,16.1,10.07,16.05,85
183,14.06,Mike Williams,WR,LAC,161.9,14.9,11.03,15.12,79
184,14.06,Robbie Gould,PK,SF,162.3,6.3,11.01,15.08,129
185,14.06,Drew Lock,QB,DEN,162.4,15.4,7.12,16.01,86
186,14.07,Larry Fitzgerald,WR,ARI,162.8,15.1,9.03,16.02,248
187,14.07,Minnesota Defense,DEF,MIN,163.1,11.3,8.1,16.01,329
188,14.08,New Orleans Defense,DEF,NO,163.6,9.6,10.08,16.02,257
189,14.08,Curtis Samuel,WR,CAR,163.9,11.5,12.04,15.12,67
190,14.08,Robby Anderson,WR,CAR,163.9,17.8,4.07,16.09,117
191,14.08,Bryan Edwards,WR,LV,164.2,14,11.02,16.01,63
192,14.1,Matt Gay,PK,LAR,166,5.2,13.01,15.11,111
193,14.11,Kansas City Defense,DEF,KC,167.1,11.4,10.09,15.12,185
194,14.12,Zane Gonzalez,PK,ARI,167.8,5.7,12.08,15.12,158
195,14.12,Matt Prater,PK,DET,167.9,7.1,10.1,15.12,108
196,15.01,Younghoe Koo,PK,ATL,168.8,6.3,12.12,15.12,137
197,15.01,Philadelphia Defense,DEF,PHI,169.1,8.7,12.05,15.12,118
198,15.02,Indianapolis Defense,DEF,IND,170.3,8.5,12.08,16.06,113
199,15.02,Chris Boswell,PK,PIT,170.4,14.5,9.06,15.12,49
200,15.04,Kaimi Fairbairn,PK,HOU,172.5,4.8,14.04,16.02,135
201,15.05,Jake Elliott,PK,PHI,173.1,4.2,14.08,16.03,122
202,15.06,Brandon McManus,PK,DEN,173.8,5,13.06,15.12,65
203,15.06,Dan Bailey,PK,MIN,173.9,4.7,14.03,16.03,103
