#,Pick,Name,Pos,Team,Overall,StdDev,High,Low,TimesDrafted
61,6.01,Matt Ryan,QB,ATL,61.1,7.9,2.12,7.05,243
62,6.03,Antonio Brown,WR,PIT,62.8,6.9,4.09,7.09,387
63,6.04,Torrey Smith,WR,BAL,63.7,6.2,3.11,7.12,275
64,6.05,Rashard Mendenhall,RB,ARI,64.5,7.8,4.05,8.06,204
65,6.06,DeAngelo Williams,RB,CAR,65.9,9.5,3.12,8.1,389
66,6.07,Eric Decker,WR,NYJ,66.6,6.8,4.09,8.03,305
67,6.1,Matthew Stafford,QB,DET,70.4,6.9,4.09,8.11,265
68,6.12,DeSean Jackson,WR,WAS,71.7,7.9,4.09,8.07,381
69,6.12,Colin Kaepernick,QB,SF,72.1,9.6,4.02,9.11,218
70,7.01,Mike Wallace,WR,MIA,73,8.3,4.02,8.11,228
71,7.01,Kyle Rudolph,TE,MIN,73.2,18.4,4.1,11.06,38
72,7.03,Mark Ingram,RB,NO,75.5,9.8,5.04,9.02,168
73,7.04,Steve Smith,WR,BAL,75.6,7.5,4.02,8.12,315
74,7.04,BenJarvus Green-Ellis,RB,CIN,75.9,8.7,5.04,9.01,117
75,7.06,Jermichael Finley,TE,GB,78.1,11.8,4.12,10.07,251
76,7.07,James Jones,WR,LV,78.5,7.9,5.01,9.01,242
77,7.07,Ben Tate,RB,CLE,78.6,8.8,4.12,9.07,337
78,7.07,Andrew Luck,QB,IND,78.8,9.1,4.11,9.11,313
79,7.07,Ronnie Hillman,RB,DEN,78.8,10.5,5.1,10.08,94
80,7.07,Robert Griffin III,QB,WAS,79.3,9.6,4.05,10.01,245
81,7.08,Antonio Gates,TE,LAC,80.2,15.3,5.02,11.05,85
82,7.09,Tavon Austin,WR,LAR,80.6,8.1,4.12,9.03,221
83,7.1,Tony Romo,QB,DAL,81.9,10.2,4.02,10.02,318
84,7.11,T.Y. Hilton,WR,IND,83.3,8.8,4.02,9.09,437
85,7.12,Cecil Shorts,WR,JAX,83.9,8.2,6.04,9.04,248
86,8.02,Anquan Boldin,WR,SF,85.7,8.2,5.07,9.06,198
87,8.06,Russell Wilson,QB,SEA,89.9,9.9,6.11,10.07,230
88,8.07,Miles Austin,WR,FA,90.6,8.3,5.11,10.03,297
89,8.08,Bernard Pierce,RB,BAL,91.6,12.1,5.12,11.02,116
90,8.08,Danny Woodhead,RB,LAC,91.6,11.4,5.12,11.04,220
91,8.08,Greg Jennings,WR,MIN,91.8,8,6.02,11.07,142
92,8.09,Jared Cook,TE,LAR,92.8,12.5,4.08,11.08,277
93,8.11,Greg Olsen,TE,CAR,95,12.8,6.03,12.06,402
94,8.11,Steve Johnson,WR,None,95.3,9,6.09,10.12,166
95,8.12,Seattle Defense,DEF,SEA,96.1,9.1,6.09,14.01,227
96,8.12,Vick Ballard,RB,IND,96.4,10.6,7.02,11.09,101
97,9.02,Josh Gordon,WR,CLE,98.1,11.9,6.03,11.1,369
98,9.06,Pierre Thomas,RB,NO,102.4,12.4,5.1,14.09,166
99,9.07,Kenny Britt,WR,LAR,103.1,10.6,7.02,12.01,131
100,9.08,Eli Manning,QB,NYG,103.7,10.5,7.03,11.03,122
101,9.09,San Francisco Defense,DEF,SF,105.3,7.5,8.04,14.03,164
102,9.1,Michael Vick,QB,NYJ,106,10.9,6.1,11.09,272
103,9.1,Golden Tate,WR,DET,106.3,11.3,7.04,12.06,285
104,10.01,Houston Defense,DEF,HOU,109.4,8.5,8.02,14.04,104
105,10.03,Brandon Myers,TE,TB,111.4,14.1,7.09,13.12,193
106,10.04,Jacquizz Rodgers,RB,ATL,112.2,14.7,7.07,15.07,144
107,10.04,Lance Moore,WR,PIT,112.3,10.9,7.11,12.07,198
108,10.06,Chicago Defense,DEF,CHI,113.6,7.7,8.01,14.02,118
109,10.06,Mikel Leshoure,RB,DET,113.8,14.7,8.05,15.06,37
110,10.07,Isaiah Pead,RB,LAR,115,18.1,7.02,15.09,77
111,10.07,DeAndre Hopkins,WR,HOU,115,11.5,7.11,13.01,198
112,10.08,Owen Daniels,TE,BAL,116,16.1,6.09,13.09,273
113,10.09,Andy Dalton,QB,CIN,116.6,8,8.06,12.01,85
114,10.09,Denver Defense,DEF,DEN,116.7,10.4,9.01,14.05,43
115,10.09,Michael Bush,RB,FA,116.9,13.1,7.05,14.09,137
116,10.1,Cincinnati Defense,DEF,CIN,117.6,8.3,9.04,14.06,108
117,11.03,Kenbrell Thompkins,WR,NE,122.5,23.4,6.1,15.12,429
118,11.03,Vincent Brown,WR,LAC,123.5,14.3,2.1,13.07,232
119,11.04,Emmanuel Sanders,WR,DEN,123.5,12.7,7.12,13.11,189
120,11.04,LaMichael James,RB,SF,123.7,18.8,6.04,15.07,33
121,11.04,Joseph Randle,RB,DAL,124.3,16,9.02,15.06,54
122,11.04,Jordan Cameron,TE,CLE,124.5,20.3,7.03,15.05,501
123,11.05,Ben Roethlisberger,QB,PIT,124.7,8.7,9.03,12.06,70
124,11.06,Chris Givens,WR,LAR,125.7,18.4,7.01,15.03,425
125,11.06,Martellus Bennett,TE,CHI,126.2,16.7,7.1,14.08,124
126,11.06,Jay Cutler,QB,CHI,126.4,9.1,9.04,13.07,83
127,11.08,New England Defense,DEF,NE,127.6,10.6,9.11,14.11,111
128,11.08,Carson Palmer,QB,ARI,128,8.8,8.09,13.01,120
129,11.11,Michael Floyd,WR,ARI,130.8,15.2,8.11,15.06,198
130,11.12,Fred Davis,TE,FA,132.4,15.3,7.11,14.1,181
131,12.01,Knowshon Moreno,RB,MIA,132.7,17.8,8.05,15.12,302
132,12.01,Aaron Dobson,WR,NE,133.3,16,7.03,14.12,62
133,12.02,Shonn Greene,RB,TEN,134.3,15.8,9.06,15.12,98
134,12.03,Bilal Powell,RB,NYJ,134.6,17.9,8.05,15.11,180
135,12.03,Sidney Rice,WR,SEA,135,15.5,9.01,14.12,107
136,12.04,Marcel Reece,RB,LV,136.1,14.3,9.02,15.12,115
137,12.04,Matt Schaub,QB,LV,136.4,11.8,9.12,15.02,78
138,12.05,Joique Bell,RB,DET,137.2,23.8,5.04,15.11,144
139,12.05,Joe Flacco,QB,BAL,137.4,8.6,10.08,14.11,54
140,12.06,Stephen Gostkowski,PK,NE,137.9,25.1,2.08,15.02,65
141,12.07,Isaac Redman,RB,PIT,138.5,23,7.06,15.09,140
142,12.07,Alshon Jeffery,WR,CHI,138.7,17.6,8.03,15.02,191
143,12.07,Justin Blackmon,WR,JAX,138.7,16.9,7.07,15.06,292
144,12.07,Baltimore Defense,DEF,BAL,138.9,14.4,10.06,15.1,100
145,12.1,Tyler Eifert,TE,CIN,142,17.7,7.05,15.05,120
146,12.11,Sam Bradford,QB,LAR,142.7,13.3,7.11,15.03,148
147,12.11,Blair Walsh,PK,MIN,143.1,12.2,10.01,15.04,89
148,13.01,Zach Sudfeld,TE,NE,144.8,22.4,8.02,15.12,128
149,13.03,Christine Michael,RB,SEA,146.5,18.6,7.12,15.12,237
150,13.03,Tampa Bay Defense,DEF,TB,147.5,17.1,9.08,15.09,66
151,13.04,Ryan Broyles,WR,DET,147.5,16.6,9.11,15.07,106
152,13.04,Josh Freeman,QB,NYG,147.9,10.5,11.1,15.05,45
153,13.05,Brandon Pettigrew,TE,DET,148.9,20.9,7.11,15.09,132
154,13.05,Roy Helu,RB,WAS,149,19.3,8.12,15.12,127
155,13.05,Denarius Moore,WR,LV,149.1,17.5,9.11,15.05,34
156,13.05,LeGarrette Blount,RB,PIT,149.2,19.3,9.12,15.1,35
157,13.06,Rueben Randle,WR,NYG,150,18.3,8.11,15.12,110
158,13.07,Daniel Thomas,RB,MIA,151,19.3,9.06,15.12,51
159,13.07,Darrius Heyward-Bey,WR,PIT,151.1,20.4,9.05,15.12,54
160,13.07,LA Rams Defense,DEF,LAR,151.3,14.3,10.12,15.12,134
161,13.08,Denard Robinson,RB,JAX,151.6,17.1,10.1,15.12,42
162,13.08,Matt Bryant,PK,ATL,152.1,13.8,4.1,15.06,97
163,13.08,Kendall Hunter,RB,SF,152.2,16.8,9.1,15.12,124
164,13.08,Heath Miller,TE,PIT,152.2,22.2,7.1,15.1,40
165,13.09,Alex Smith,QB,KC,153,11.8,11.12,15.12,71
166,13.09,Cordarrelle Patterson,WR,MIN,153,19.1,7.1,15.12,88
167,13.11,Matt Prater,PK,DEN,155,8.9,10.08,15.01,59
168,13.11,Coby Fleener,TE,IND,155.2,18.9,8.01,15.11,37
169,13.12,Brian Hartline,WR,MIA,155.8,18.9,10.05,15.12,53
170,13.12,Ryan Tannehill,QB,MIA,155.8,17.4,7.11,15.12,45
171,14.02,Philip Rivers,QB,LAC,157.6,11.4,12.02,15.12,67
172,14.02,Pittsburgh Defense,DEF,PIT,157.7,14.5,10.06,15.12,121
173,14.02,Arizona Defense,DEF,ARI,157.9,15.1,9.12,15.12,124
174,14.03,Green Bay Defense,DEF,GB,159.2,13.8,10.07,15.1,91
175,14.05,Sebastian Janikowski,PK,LV,160.6,8.5,13.02,15.11,43
176,14.06,EJ Manuel,QB,None,161.6,12.5,11.1,15.12,85
177,14.06,Phil Dawson,PK,SF,162,7.8,11.06,15.1,116
178,14.06,Greg Zuerlein,PK,LAR,162.2,8.5,12.07,15.12,109
179,14.08,Cleveland Defense,DEF,CLE,163.7,12.5,11.12,15.12,44
180,14.1,Dallas Defense,DEF,DAL,165.7,10.3,13.01,15.1,38
181,15.01,Garrett Hartley,PK,NO,168.8,7.7,12.02,15.12,91
182,15.02,Justin Tucker,PK,BAL,169.6,7,13.04,15.12,83
183,15.03,Dan Bailey,PK,DAL,170.5,6.2,13.1,15.12,80
184,15.03,Randy Bullock,PK,HOU,171.3,5.4,14.03,15.12,87
185,15.04,David Akers,PK,DET,171.6,5.2,14.04,15.12,68
186,15.04,Kai Forbath,PK,WAS,171.8,9.2,11.11,15.12,42
187,15.04,Mason Crosby,PK,GB,172.2,7.8,12.02,15.12,51
