rank,Player,Position,Age,Year,Model_Projection_Points,#,StdDev,High,Low
50,Damien Harris,RB,25.0,2022,94.7000911464479,61.0,5.8,2.11,7.08
51,Raheem Mostert,RB,30.0,2022,93.93822074897494,118.0,8.6,6.04,13.06
52,Rashaad Penny,RB,26.0,2022,78.4025854064908,72.0,6.4,2.1,8.12
53,Mark Ingram,RB,33.0,2022,75.91184726857156,129.0,11.1,2.06,13.06
54,Mike Davis,RB,29.0,2022,74.73176184853841,257.0,20.3,11.09,18.03
55,Damien Williams,RB,30.0,2022,74.01570129832803,261.0,29.5,1.04,18.06
56,James White,RB,30.0,2022,72.3452166607747,239.0,21.8,9.01,18.05
57,Darrel Williams,RB,27.0,2022,72.04803298714333,152.0,12.2,4.07,15.1
58,Boston Scott,RB,27.0,2022,70.1967467893686,275.0,37.7,10.09,24.05
59,Giovani Bernard,RB,31.0,2022,67.62942414617216,273.0,37.2,10.12,22.08
60,Trey Sermon,RB,23.0,2022,64.64682154601832,205.0,15.8,8.02,16.11
61,D'Ernest Johnson,RB,26.0,2022,63.84009199157745,224.0,18.1,9.05,17.1
62,Marlon Mack,RB,26.0,2022,62.35478306443336,126.0,9.8,7.08,14.01
63,Phillip Lindsay,RB,28.0,2022,58.90707470601296,260.0,25.7,11.01,18.04
64,Jerick McKinnon,RB,30.0,2022,52.74324599434172,202.0,21.3,5.02,17.12
65,Rex Burkhead,RB,32.0,2022,51.95989623158238,272.0,20.8,11.09,18.01
66,Ameer Abdullah,RB,29.0,2022,49.16621674907985,174.0,47.9,1.01,18.05
67,Samaje Perine,RB,27.0,2022,46.1657260783754,242.0,19.7,9.09,18.05
68,Matt Breida,RB,27.0,2022,44.27522280346224,249.0,24.4,10.02,18.08
69,Cam Akers,RB,23.0,2022,42.500047358278124,36.0,4.0,1.01,5.02
70,Dontrell Hilliard,RB,27.0,2022,39.84079825014646,223.0,19.3,12.02,17.11
71,Eno Benjamin,RB,23.0,2022,28.712240206385843,256.0,25.0,8.03,18.01
