rank,Player,Position,Age,Year,Model_Projection_Points,#,StdDev,High,Low
0,Jonathan Taylor,RB,23.0,2022,267.3223807483323,1.0,0.5,1.01,1.05
1,Najee Harris,RB,24.0,2022,265.5235177404246,7.0,2.0,1.01,2.03
2,Alvin Kamara,RB,27.0,2022,236.84980868364934,18.0,3.4,1.03,3.06
3,James Conner,RB,27.0,2022,236.84980868364934,33.0,3.8,1.12,4.09
4,Jamaal Williams,RB,27.0,2022,217.69709064514734,142.0,9.4,8.12,15.06
5,Austin Ekeler,RB,27.0,2022,217.69709064514734,5.0,1.4,1.01,1.11
6,Aaron Jones,RB,28.0,2022,206.9176573283888,16.0,2.6,1.02,3.02
7,Dalvin Cook,RB,27.0,2022,203.58111822993908,8.0,1.8,1.01,2.03
8,Javonte Williams,RB,22.0,2022,199.50034687203043,21.0,3.6,1.01,3.1
9,Josh Jacobs,RB,24.0,2022,191.32818071149032,48.0,5.4,1.12,7.02
10,Ezekiel Elliott,RB,27.0,2022,190.99186139829638,27.0,3.6,1.05,4.06
11,Christian McCaffrey,RB,26.0,2022,189.0038103117192,2.0,0.8,1.01,1.08
12,Antonio Gibson,RB,24.0,2022,187.31285215988612,45.0,5.3,1.06,6.08
13,Justin Herbert,QB,24.0,2022,187.31285215988612,35.0,5.1,1.02,5.08
14,Nick Chubb,RB,27.0,2022,183.54903430619476,14.0,2.8,1.01,3.01
15,D'Andre Swift,RB,23.0,2022,177.25928786577109,12.0,2.1,1.02,2.09
16,David Montgomery,RB,25.0,2022,175.02055737951844,32.0,3.8,2.04,5.11
17,James Robinson,RB,24.0,2022,169.96538163466548,86.0,7.0,3.1,9.1
18,Leonard Fournette,RB,27.0,2022,165.0778905868606,24.0,3.7,1.01,3.12
19,Joe Mixon,RB,26.0,2022,159.6852789577327,10.0,2.0,1.01,2.07
20,Elijah Mitchell,RB,24.0,2022,155.4751318505298,47.0,4.9,2.11,6.04
21,Michael Carter,RB,23.0,2022,154.00963930137326,104.0,7.4,2.05,11.06
22,Clyde Edwards-Helaire,RB,23.0,2022,149.1631024501737,57.0,5.3,2.08,8.07
23,Miles Sanders,RB,25.0,2022,147.682971325369,64.0,5.6,3.07,7.11
24,Alvin Kamara,RB,27.0,2022,143.38166613792282,18.0,3.4,1.03,3.06
25,James Conner,RB,27.0,2022,143.38166613792282,33.0,3.8,1.12,4.09
26,CeeDee Lamb,WR,23.0,2022,134.65384714620978,17.0,2.6,1.01,3.01
27,Chuba Hubbard,RB,23.0,2022,134.65384714620978,135.0,11.4,5.02,14.03
28,Trevor Lawrence,QB,23.0,2022,134.65384714620978,184.0,17.2,6.11,16.07
29,Amon-Ra St. Brown,WR,23.0,2022,134.65384714620978,84.0,7.8,4.01,10.11
30,Devin Singletary,RB,25.0,2022,133.5507392971109,78.0,6.8,4.06,8.09
31,Kenneth Gainwell,RB,23.0,2022,132.24237794026044,131.0,10.0,6.05,13.12
32,Derrick Henry,RB,28.0,2022,131.0163900530969,3.0,1.5,1.01,2.01
33,Melvin Gordon,RB,29.0,2022,124.88172669551383,89.0,7.2,4.1,10.04
34,Nyheim Hines,RB,26.0,2022,124.43066328183066,106.0,7.4,5.12,11.07
35,Rhamondre Stevenson,RB,24.0,2022,124.07519416899362,91.0,7.8,3.02,10.12
36,Kareem Hunt,RB,27.0,2022,123.40981995444979,74.0,6.2,3.09,8.09
37,Chase Edmonds,RB,26.0,2022,123.141536786871,81.0,6.9,1.08,9.04
38,Kenyan Drake,RB,28.0,2022,122.0211825557732,191.0,15.9,8.01,16.04
39,Tony Pollard,RB,25.0,2022,119.06237195362897,73.0,6.4,1.04,8.07
40,Ronald Jones II,RB,25.0,2022,117.46854374209103,109.0,7.7,6.08,12.08
41,AJ Dillon,RB,24.0,2022,116.36247930189663,,,,
42,Sony Michel,RB,27.0,2022,112.03062773821223,188.0,15.5,9.08,16.01
43,Saquon Barkley,RB,25.0,2022,109.28656089123959,20.0,3.4,1.02,3.07
44,Austin Ekeler,RB,27.0,2022,104.5575964935284,5.0,1.4,1.01,1.11
45,Jamaal Williams,RB,27.0,2022,104.5575964935284,142.0,9.4,8.12,15.06
46,Alexander Mattison,RB,24.0,2022,103.01121343421427,99.0,7.1,4.04,10.06
47,Darrell Henderson,RB,25.0,2022,100.26111225645548,110.0,6.4,6.08,11.06
48,J.D. McKissic,RB,29.0,2022,99.85309531514326,120.0,8.5,7.05,13.05
49,Myles Gaskin,RB,25.0,2022,99.65039864248033,244.0,23.6,10.03,18.06
