,Model Name,Position,Mean Square Error,R2 Score
16,RandomForestRegressor,QB,1175.156542424051,0.8985847248747687
24,MLPRegressor,QB,1329.3692180023572,0.8852762673570055
12,BayesianRidge,QB,1528.4293242495453,0.8680975046026629
8,Lasso,QB,1536.1024908498002,0.8674353151208757
4,Ridge,QB,1685.3098412124423,0.8545588140408402
0,LinearRegression,QB,1719.2015711162353,0.8516339789328525
20,KNeighborsRegressor,QB,1781.5519316455693,0.8462531817888428
17,RandomForestRegressor,RB,375.5402722884162,0.9063419739919667
25,MLPRegressor,RB,500.2957059668178,0.8752285395235547
9,Lasso,RB,603.1967673661726,0.8495654855291928
1,LinearRegression,RB,608.9702822308167,0.848125597332767
5,Ridge,RB,609.0219638700783,0.8481127081683517
13,BayesianRidge,RB,609.3082428636786,0.8480413114969247
21,KNeighborsRegressor,RB,612.0595981087471,0.8473551360848186
23,KNeighborsRegressor,TE,354.6505756457564,0.8724664107150791
27,MLPRegressor,TE,362.0940450916148,0.8697897130290978
15,BayesianRidge,TE,387.4753099077939,0.8606625212947986
11,Lasso,TE,390.39509559070234,0.8596125561356951
7,Ridge,TE,392.39736649254047,0.8588925325057681
3,LinearRegression,TE,392.8308615290376,0.8587366461721818
19,RandomForestRegressor,TE,732.5365570774912,0.736577288119711
18,RandomForestRegressor,WR,511.30774346130846,0.891482797528991
22,KNeighborsRegressor,WR,662.8785630397238,0.8593142228746306
26,MLPRegressor,WR,721.4391102637508,0.8468856476355706
10,Lasso,WR,828.5373748792127,0.8241556885958456
14,BayesianRidge,WR,831.8373447912377,0.823455320749532
6,Ridge,WR,838.4386072128043,0.8220543043559291
2,LinearRegression,WR,838.6481632288566,0.822009829315381
