,Model Name,Position,Mean Square Error,R2 Score
16,RandomForestRegressor,QB,2083.631372475482,0.8201839148482457
24,MLPRegressor,QB,3109.3064011256865,0.7316688009340817
12,BayesianRidge,QB,3738.329814288992,0.6773844735247472
8,Lasso,QB,3754.94421427533,0.6759506611901118
20,KNeighborsRegressor,QB,3883.29144556962,0.6648743753478676
4,Ridge,QB,3983.4545848737516,0.6562303590290018
0,LinearRegression,QB,4055.7050265443636,0.649995191070161
17,RandomForestRegressor,RB,870.847269408983,0.7828146746810377
1,LinearRegression,RB,1171.0425436922667,0.7079473465114519
5,Ridge,RB,1171.4839956451603,0.7078372504138124
9,Lasso,RB,1178.3960346803228,0.7061134194974132
13,BayesianRidge,RB,1179.2236305634133,0.7059070208699896
25,MLPRegressor,RB,1187.3537526782861,0.7038794056056046
21,KNeighborsRegressor,RB,1300.7633995271867,0.6755955584714185
11,Lasso,TE,898.7245984640715,0.6768154863076881
7,Ridge,TE,898.9525103330935,0.6767335284012499
3,LinearRegression,TE,899.0288240039557,0.6767060857378935
15,BayesianRidge,TE,903.3683867085111,0.6751455637885602
27,MLPRegressor,TE,927.7633454544632,0.6663730511719828
19,RandomForestRegressor,TE,1002.8503736787081,0.6393714928050191
23,KNeighborsRegressor,TE,1010.6759645756458,0.636557382906721
18,RandomForestRegressor,WR,1422.7219353146306,0.698049156718538
26,MLPRegressor,WR,1539.1165685211574,0.6733461864628816
10,Lasso,WR,1747.184835645148,0.6291868977370016
14,BayesianRidge,WR,1752.8735600278826,0.6279795535034409
6,Ridge,WR,1761.6735347449974,0.6261118942506152
2,LinearRegression,WR,1762.0497857414775,0.6260320407649462
22,KNeighborsRegressor,WR,1833.121619343696,0.6109481374686891
