,Player,Position,Age,Year,Model_Projection_Points,#,StdDev,High,Low
0,Justin Herbert,QB,24.0,2022,331.8546374854107,35,5.1,1.02,5.08
1,Josh Allen,QB,26.0,2022,331.08484788846937,23,5.9,1.01,4.05
2,Patrick Mahomes,QB,27.0,2022,321.6961547952359,40,6.1,1.01,7.04
3,Lamar Jackson,QB,25.0,2022,302.65445062418587,53,6.7,1.01,7.08
4,Kyler Murray,QB,25.0,2022,292.27344979242736,63,6.3,1.01,8.02
5,Aaron Rodgers,QB,39.0,2022,289.7768592172111,80,9.3,1.1,10.06
6,Russell Wilson,QB,34.0,2022,287.19614799354815,82,8.8,2.11,10.05
7,Tom Brady,QB,45.0,2022,275.8959665372591,96,10.8,1.01,11.04
8,Ryan Tannehill,QB,34.0,2022,261.424181034579,247,22.1,10.01,18.06
9,Kirk Cousins,QB,34.0,2022,261.424181034579,123,11.7,1.01,13.12
10,Kirk Cousins,QB,34.0,2022,242.09342733560607,123,11.7,1.01,13.12
11,Ryan Tannehill,QB,34.0,2022,242.09342733560607,247,22.1,10.01,18.06
12,Dak Prescott,QB,29.0,2022,239.34785483677382,93,9.3,2.08,11.01
13,Derek Carr,QB,31.0,2022,234.74264222769,105,9.0,6.03,14.11
14,Matt Ryan,QB,37.0,2022,229.6445238019005,155,16.0,2.09,15.12
15,Carson Wentz,QB,30.0,2022,227.1160986072844,209,27.0,9.04,18.05
16,Joe Burrow,QB,26.0,2022,222.93386893158254,56,7.4,1.07,8.01
17,Matthew Stafford,QB,34.0,2022,215.20197030232197,85,9.3,1.07,10.07
18,Trevor Lawrence,QB,23.0,2022,206.49095145460535,184,17.2,6.11,16.07
19,Jared Goff,QB,28.0,2022,205.86877109214248,251,24.1,12.06,18.02
20,Jalen Hurts,QB,24.0,2022,194.78525467121148,67,6.3,2.12,9.06
21,Baker Mayfield,QB,27.0,2022,189.75888498738607,222,35.2,1.01,18.02
22,Mac Jones,QB,24.0,2022,186.69055722421928,214,20.6,3.01,18.01
23,Daniel Jones,QB,25.0,2022,180.99724834068513,250,20.4,11.03,18.06
24,Zach Wilson,QB,23.0,2022,161.04256361935956,225,32.3,1.01,18.06
25,Tua Tagovailoa,QB,24.0,2022,153.27047913247023,137,12.5,1.01,15.1
26,Davis Mills,QB,24.0,2022,144.74124453383277,233,20.2,10.04,18.05
27,Justin Fields,QB,23.0,2022,133.9358199906395,166,16.3,4.07,16.03
28,Jameis Winston,QB,28.0,2022,120.75767547043108,186,19.4,1.01,16.05
29,Trey Lance,QB,22.0,2022,68.79330623103203,107,9.9,1.02,13.06
30,Marcus Mariota,QB,29.0,2022,52.93131435131897,271,40.4,2.09,20.12
