rank,Player,Position,Age,Year,Model_Projection_Points,#,StdDev,High,Low
0,Justin Jefferson,WR,23.0,2022,300.34081289240623,6.0,1.6,1.01,1.11
1,Ja'Marr Chase,WR,22.0,2022,288.55172793755213,9.0,1.9,1.01,2.06
2,Cooper Kupp,WR,29.0,2022,279.85128886031913,4.0,1.7,1.01,2.05
3,Davante Adams,WR,30.0,2022,259.6684082776269,11.0,2.2,1.01,2.09
4,Tyreek Hill,WR,28.0,2022,239.33349285835556,22.0,3.0,1.02,3.11
5,Deebo Samuel,WR,26.0,2022,234.57975226084062,19.0,2.7,1.03,3.04
6,Amon-Ra St. Brown,WR,23.0,2022,230.22291234945914,84.0,7.8,4.01,10.11
7,Stefon Diggs,WR,29.0,2022,226.57602933385454,13.0,2.3,1.01,2.1
8,Chris Godwin,WR,26.0,2022,225.9077457456885,58.0,6.1,2.09,7.05
9,CeeDee Lamb,WR,23.0,2022,221.9269660947617,17.0,2.6,1.01,3.01
10,Jaylen Waddle,WR,24.0,2022,213.1877810368657,49.0,5.6,2.09,6.06
11,D.K. Metcalf,WR,25.0,2022,212.13670033551819,42.0,4.6,2.07,5.12
12,Tee Higgins,WR,23.0,2022,210.13292470171316,34.0,3.5,1.09,4.09
13,Diontae Johnson,WR,26.0,2022,208.24291095388952,46.0,4.8,2.12,6.1
14,A.J. Brown,WR,25.0,2022,202.74298620959254,30.0,3.3,1.12,4.11
15,DeAndre Hopkins,WR,30.0,2022,200.61695013002094,55.0,6.2,2.08,6.12
16,Tyler Lockett,WR,30.0,2022,196.7141410116746,111.0,7.2,6.02,11.1
17,Amari Cooper,WR,28.0,2022,196.4530513522355,76.0,6.4,4.01,9.03
18,D.J. Moore,WR,25.0,2022,189.86265044584758,44.0,5.1,1.12,6.02
19,Darren Waller,WR,30.0,2022,186.56566456758924,52.0,5.8,1.07,6.1
20,Chase Claypool,WR,24.0,2022,184.04623620481027,115.0,8.3,4.06,13.02
21,Terry McLaurin,WR,27.0,2022,181.31226984552399,39.0,3.8,1.07,5.03
22,Brandon Aiyuk,WR,24.0,2022,179.75452587906966,100.0,7.7,4.09,10.11
23,Keenan Allen,WR,30.0,2022,177.1606131652318,28.0,3.3,2.01,4.03
24,Mike Evans,WR,29.0,2022,175.72107194987672,25.0,3.1,1.02,3.12
25,DeVonta Smith,WR,24.0,2022,175.46099919542212,87.0,6.9,3.01,9.09
26,Michael Pittman Jr.,WR,25.0,2022,172.38305003907698,31.0,3.1,1.06,4.05
27,Hunter Renfrow,WR,27.0,2022,171.48676949777223,70.0,6.2,3.11,8.04
28,Marquise Brown,WR,25.0,2022,165.07171461571144,77.0,6.3,3.08,8.1
29,Darnell Mooney,WR,25.0,2022,161.36016301992382,75.0,6.1,4.01,8.12
30,Robert Woods,WR,30.0,2022,160.2799116773416,103.0,7.2,4.11,11.01
31,Brandin Cooks,WR,29.0,2022,157.302862253376,60.0,5.2,2.12,7.03
32,Allen Robinson,WR,29.0,2022,156.50243571245977,62.0,6.1,3.01,7.1
33,Tyler Boyd,WR,28.0,2022,152.4229007186452,144.0,12.6,6.12,15.06
34,Mecole Hardman,WR,24.0,2022,151.3723482796749,168.0,15.9,6.1,15.12
35,Rondale Moore,WR,22.0,2022,149.8266708267379,189.0,16.3,9.03,16.08
36,Michael Gallup,WR,26.0,2022,148.87867539521804,125.0,9.5,2.06,13.06
37,Calvin Ridley,WR,28.0,2022,145.5135662201958,204.0,15.8,8.05,16.06
38,Jarvis Landry,WR,30.0,2022,143.2556215966753,143.0,11.9,3.02,16.01
39,Christian Kirk,WR,26.0,2022,141.6590683438119,112.0,7.3,6.05,12.06
40,Mike Williams,WR,28.0,2022,140.40641248331798,51.0,6.1,2.12,6.08
41,Russell Gage,WR,26.0,2022,139.93517348165255,114.0,7.9,3.01,12.05
42,DeVante Parker,WR,29.0,2022,131.22241242615422,139.0,9.4,8.05,14.07
43,Robby Anderson,WR,29.0,2022,131.22241242615422,248.0,26.8,6.01,18.05
44,Elijah Moore,WR,22.0,2022,127.4875233279669,94.0,7.6,2.06,10.06
45,Jakobi Meyers,WR,26.0,2022,127.48444345520127,197.0,15.8,8.05,16.08
46,Corey Davis,WR,27.0,2022,124.82387464299873,267.0,23.8,13.02,19.05
47,Jerry Jeudy,WR,23.0,2022,124.2770118370501,68.0,6.3,3.02,7.11
48,Marvin Jones,WR,32.0,2022,123.45667174078957,253.0,33.2,5.03,18.05
49,Jamison Crowder,WR,29.0,2022,123.23175757744491,274.0,23.6,9.09,18.06
50,Julio Jones,WR,33.0,2022,121.77828428449673,151.0,15.6,3.06,15.11
51,Chuba Hubbard,RB,23.0,2022,121.28868685960342,135.0,11.4,5.02,14.03
52,Rashod Bateman,WR,23.0,2022,121.28868685960342,95.0,7.9,4.07,10.11
53,JuJu Smith-Schuster,WR,26.0,2022,120.99557339392092,90.0,9.3,2.05,10.11
54,DeVante Parker,WR,29.0,2022,120.03766843963405,139.0,9.4,8.05,14.07
55,Robby Anderson,WR,29.0,2022,120.03766843963405,248.0,26.8,6.01,18.05
56,Kadarius Toney,WR,23.0,2022,116.15669602418511,117.0,8.3,6.01,13.06
57,K.J. Osborn,WR,25.0,2022,116.1196042517319,228.0,19.4,10.05,18.05
58,Adam Thielen,WR,32.0,2022,115.32869265600085,65.0,6.2,3.02,7.11
59,Courtland Sutton,WR,27.0,2022,109.20965617239828,69.0,8.5,2.07,8.04
60,Cordarrelle Patterson,WR,31.0,2022,106.47125581312947,98.0,8.8,3.08,10.1
61,Gabriel Davis,WR,23.0,2022,103.08526127574058,79.0,6.9,3.11,9.01
62,Nico Collins,WR,23.0,2022,99.37209701071188,230.0,22.1,8.04,18.06
63,DJ Chark,WR,26.0,2022,97.99735332732224,,,,
64,Van Jefferson,WR,26.0,2022,97.19100837943603,270.0,28.4,7.09,18.08
65,Allen Lazard,WR,27.0,2022,93.00750502700313,102.0,8.5,5.03,11.06
66,Nelson Agholor,WR,29.0,2022,88.05355024182666,113.0,31.5,3.01,13.01
67,Tim Patrick,WR,29.0,2022,85.27486877950365,238.0,15.6,11.07,16.11
68,Kenny Golladay,WR,29.0,2022,82.51708035153993,216.0,18.7,9.07,17.09
69,Sammy Watkins,WR,29.0,2022,80.04443239210912,269.0,25.3,7.07,18.06
70,Josh Palmer,WR,24.0,2022,77.97570444260471,211.0,22.4,9.1,18.06
71,Isaiah McKenzie,WR,27.0,2022,73.31012104706289,213.0,21.1,6.07,17.12
72,Randall Cobb,WR,32.0,2022,72.8687809384942,192.0,45.9,3.07,19.04
73,Marquez Valdes-Scantling,WR,28.0,2022,61.6035408018589,154.0,12.5,5.11,15.1
74,Parris Campbell,WR,25.0,2022,39.436555221418104,210.0,16.2,11.03,15.12
