,Player,Position,Age,Year,Model_Projection_Points,#,StdDev,High,Low
0,Ja'Marr Chase,WR,22.0,2022,272.7463434994603,9.0,1.9,1.01,2.06
1,Justin Jefferson,WR,23.0,2022,261.78599334391146,6.0,1.6,1.01,1.11
2,Cooper Kupp,WR,29.0,2022,254.17456971045794,4.0,1.7,1.01,2.05
3,Davante Adams,WR,30.0,2022,244.76873290630965,11.0,2.2,1.01,2.09
4,Tyreek Hill,WR,28.0,2022,228.21491835639705,22.0,3.0,1.02,3.11
5,Stefon Diggs,WR,29.0,2022,228.2056940827598,13.0,2.3,1.01,2.1
6,Jaylen Waddle,WR,24.0,2022,219.51567236622589,49.0,5.6,2.09,6.06
7,Mike Evans,WR,29.0,2022,207.82072019917314,25.0,3.1,1.02,3.12
8,Keenan Allen,WR,30.0,2022,205.24190965704383,28.0,3.3,2.01,4.03
9,CeeDee Lamb,WR,23.0,2022,204.48934718698592,17.0,2.6,1.01,3.01
10,D.K. Metcalf,WR,25.0,2022,203.85598437535253,42.0,4.6,2.07,5.12
11,D.J. Moore,WR,25.0,2022,202.90888406305015,44.0,5.1,1.12,6.02
12,Chris Godwin,WR,26.0,2022,202.69776821382254,58.0,6.1,2.09,7.05
13,Tyler Lockett,WR,30.0,2022,200.6072528116327,111.0,7.2,6.02,11.1
14,Amari Cooper,WR,28.0,2022,199.0625085564551,76.0,6.4,4.01,9.03
15,DeAndre Hopkins,WR,30.0,2022,198.64226755773387,55.0,6.2,2.08,6.12
16,Amon-Ra St. Brown,WR,23.0,2022,195.5744804586962,84.0,7.8,4.01,10.11
17,Diontae Johnson,WR,26.0,2022,194.25623518736882,46.0,4.8,2.12,6.1
18,A.J. Brown,WR,25.0,2022,187.31462824701242,30.0,3.3,1.12,4.11
19,Terry McLaurin,WR,27.0,2022,186.32761712149244,39.0,3.8,1.07,5.03
20,Tee Higgins,WR,23.0,2022,184.5557215933336,34.0,3.5,1.09,4.09
21,Darren Waller,WR,30.0,2022,179.27480694032062,52.0,5.8,1.07,6.1
22,Deebo Samuel,WR,26.0,2022,170.88464741863592,19.0,2.7,1.03,3.04
23,Marvin Jones,WR,32.0,2022,170.6000641883229,253.0,33.2,5.03,18.05
24,Chase Claypool,WR,24.0,2022,166.9990208760182,115.0,8.3,4.06,13.02
25,Robert Woods,WR,30.0,2022,166.32257263240328,103.0,7.2,4.11,11.01
26,Darnell Mooney,WR,25.0,2022,165.7662191463072,75.0,6.1,4.01,8.12
27,Brandon Aiyuk,WR,24.0,2022,164.60162147023942,100.0,7.7,4.09,10.11
28,Tyler Boyd,WR,28.0,2022,162.66032687761918,144.0,12.6,6.12,15.06
29,Jarvis Landry,WR,30.0,2022,161.7029935322505,143.0,11.9,3.02,16.01
30,Allen Robinson,WR,29.0,2022,161.09899522065655,62.0,6.1,3.01,7.1
31,Marquise Brown,WR,25.0,2022,161.06197133547516,77.0,6.3,3.08,8.1
32,DeVonta Smith,WR,24.0,2022,160.87982153402731,87.0,6.9,3.01,9.09
33,Brandin Cooks,WR,29.0,2022,159.50651469298646,60.0,5.2,2.12,7.03
34,Mike Williams,WR,28.0,2022,151.95600846266467,51.0,6.1,2.12,6.08
35,Hunter Renfrow,WR,27.0,2022,144.21156278258775,70.0,6.2,3.11,8.04
36,Adam Thielen,WR,32.0,2022,143.90042145918216,65.0,6.2,3.02,7.11
37,Robby Anderson,WR,29.0,2022,141.021615758671,248.0,26.8,6.01,18.05
38,DeVante Parker,WR,29.0,2022,141.021615758671,139.0,9.4,8.05,14.07
39,Robby Anderson,WR,29.0,2022,140.20395855567557,248.0,26.8,6.01,18.05
40,DeVante Parker,WR,29.0,2022,140.20395855567557,139.0,9.4,8.05,14.07
41,Calvin Ridley,WR,28.0,2022,139.77367639285427,204.0,15.8,8.05,16.06
42,Jamison Crowder,WR,29.0,2022,137.36034150266758,274.0,23.6,9.09,18.06
43,Michael Gallup,WR,26.0,2022,134.98149763450925,125.0,9.5,2.06,13.06
44,Julio Jones,WR,33.0,2022,134.6071272290903,151.0,15.6,3.06,15.11
45,Russell Gage,WR,26.0,2022,133.49140516837997,114.0,7.9,3.01,12.05
46,Michael Pittman Jr.,WR,25.0,2022,132.21026976239563,31.0,3.1,1.06,4.05
47,Elijah Moore,WR,22.0,2022,129.67273108774182,94.0,7.6,2.06,10.06
48,K.J. Osborn,WR,25.0,2022,128.34890459734322,228.0,19.4,10.05,18.05
49,Christian Kirk,WR,26.0,2022,127.86301831970464,112.0,7.3,6.05,12.06
50,Mecole Hardman,WR,24.0,2022,121.85835674192025,168.0,15.9,6.1,15.12
51,Corey Davis,WR,27.0,2022,118.8510324477933,267.0,23.8,13.02,19.05
52,Chuba Hubbard,RB,23.0,2022,113.05959663513379,135.0,11.4,5.02,14.03
53,Rashod Bateman,WR,23.0,2022,113.05959663513379,95.0,7.9,4.07,10.11
54,DJ Chark,WR,26.0,2022,110.78691919462462,,,,
55,Gabriel Davis,WR,23.0,2022,110.64357804316731,79.0,6.9,3.11,9.01
56,Jerry Jeudy,WR,23.0,2022,110.46375211323576,68.0,6.3,3.02,7.11
57,Nelson Agholor,WR,29.0,2022,108.85448209760423,113.0,31.5,3.01,13.01
58,JuJu Smith-Schuster,WR,26.0,2022,108.02729764725817,90.0,9.3,2.05,10.11
59,Rondale Moore,WR,22.0,2022,106.39149503321617,189.0,16.3,9.03,16.08
60,Jakobi Meyers,WR,26.0,2022,103.06925717146095,197.0,15.8,8.05,16.08
61,Tim Patrick,WR,29.0,2022,96.66795949060203,238.0,15.6,11.07,16.11
62,Nico Collins,WR,23.0,2022,95.87122315629117,230.0,22.1,8.04,18.06
63,Randall Cobb,WR,32.0,2022,95.86178801163574,192.0,45.9,3.07,19.04
64,Cordarrelle Patterson,WR,31.0,2022,95.83434782970488,98.0,8.8,3.08,10.1
65,Kenny Golladay,WR,29.0,2022,92.22195021640876,216.0,18.7,9.07,17.09
66,Courtland Sutton,WR,27.0,2022,89.40522654698022,69.0,8.5,2.07,8.04
67,Allen Lazard,WR,27.0,2022,89.00203825704938,102.0,8.5,5.03,11.06
68,Sammy Watkins,WR,29.0,2022,87.32753858991724,269.0,25.3,7.07,18.06
69,Kadarius Toney,WR,23.0,2022,87.06414430521697,117.0,8.3,6.01,13.06
70,Van Jefferson,WR,26.0,2022,86.46932201934129,270.0,28.4,7.09,18.08
71,Josh Palmer,WR,24.0,2022,84.0230965923076,211.0,22.4,9.1,18.06
72,Marquez Valdes-Scantling,WR,28.0,2022,79.09395082672289,154.0,12.5,5.11,15.1
73,Isaiah McKenzie,WR,27.0,2022,67.42623918499316,213.0,21.1,6.07,17.12
74,Parris Campbell,WR,25.0,2022,40.53420290592526,210.0,16.2,11.03,15.12
