,Player,Position,Age,Year,Model_Projection_Points,#,StdDev,High,Low
0,Ja'Marr Chase,WR,22,2022,277.2614973869712,3.0,1.2,1.0,9.0
1,Justin Jefferson,WR,23,2022,267.7388254638332,1.0,0.7,1.0,5.0
4,Davante Adams,WR,30,2022,259.3694842460437,12.0,2.5,6.0,21.0
5,Cooper Kupp,WR,29,2022,253.5430980898107,6.0,1.9,1.0,15.0
7,Stefon Diggs,WR,29,2022,237.34196787516464,10.0,2.7,3.0,18.0
9,Tyreek Hill,WR,28,2022,231.15572072016784,7.0,2.7,1.0,17.0
12,Keenan Allen,WR,30,2022,227.2034155076973,35.0,7.3,17.0,51.0
14,Jaylen Waddle,WR,24,2022,222.35626788894933,22.0,4.1,12.0,35.0
16,Brandin Cooks,WR,29,2022,219.68760714722106,82.0,7.1,63.0,102.0
17,Mack Hollins,WR,29,2022,219.68760714722106,,,,
18,Mike Evans,WR,29,2022,219.68760714722106,64.0,7.6,40.0,82.0
19,Tyler Lockett,WR,30,2022,219.53204535897197,59.0,9.4,35.0,81.0
20,Amon-Ra St. Brown,WR,23,2022,207.77080819167003,14.0,2.9,7.0,24.0
24,Russell Gage,WR,26,2022,207.14821776795736,,,,
26,Chris Godwin,WR,26,2022,207.14821776795736,39.0,4.2,30.0,63.0
28,D.K. Metcalf,WR,25,2022,205.1591724799041,33.0,4.8,19.0,48.0
30,Ben Skowronek,WR,25,2022,205.1591724799041,,,,
31,Jalen Nailor,WR,23,2022,204.59927822506864,,,,
33,CeeDee Lamb,WR,23,2022,204.59927822506864,16.0,4.4,5.0,29.0
35,D.J. Moore,WR,25,2022,202.87717209270318,44.0,5.4,34.0,71.0
36,Amari Cooper,WR,28,2022,201.83368061445094,38.0,7.6,19.0,65.0
37,DeAndre Hopkins,WR,30,2022,197.8588744481047,43.0,9.1,24.0,76.0
38,Jahan Dotson,WR,22,2022,197.29911069450196,91.0,16.2,51.0,124.0
39,Garrett Wilson,WR,22,2022,197.29911069450196,19.0,4.6,7.0,33.0
40,Elijah Moore,WR,22,2022,197.29911069450196,105.0,9.8,75.0,127.0
41,Diontae Johnson,WR,26,2022,190.1099139001975,51.0,5.4,40.0,73.0
42,Trent Sherfield,WR,26,2022,190.1099139001975,,,,
43,A.J. Brown,WR,25,2022,188.70615047685249,13.0,3.8,4.0,24.0
45,Steven Sims,WR,25,2022,188.70615047685249,,,,
46,Terry McLaurin,WR,27,2022,186.8493157218736,48.0,7.3,31.0,73.0
47,Josh Reynolds,WR,27,2022,186.8493157218736,,,,
