,Ht,Wt,40yd,Vertical,Bench,BroadJump,3Cone,Shuttle,Combine_Year,Fantasy_PPR
2265,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,-0.1
2266,6.5,229.0,5.14,31.0,23.0,105.0,7.29,4.39,2015.0,73.0
2267,6.25,220.0,4.94,28.0,23.0,99.0,7.18,4.34,2014.0,0.1
2269,6.166666666666667,227.0,4.93,32.5,23.0,116.0,7.06,4.21,2009.0,0.3
2270,6.5,243.0,5.04,30.5,23.0,110.0,7.65,4.62,2004.0,1.1
2272,6.25,221.0,4.89,31.0,23.0,110.0,7.09,4.28,2012.0,-0.1
2274,6.333333333333333,231.0,4.94,31.0,23.0,113.0,7.17,4.53,2016.0,-0.6
2275,6.166666666666667,215.0,5.02,32.0,23.0,109.0,7.1,4.42,2009.0,-0.5
2277,6.166666666666667,218.0,4.58,33.5,23.0,124.0,7.09,4.28,2013.0,-1.5
2281,6.25,222.0,4.81,31.0,23.0,113.0,6.95,4.07,2018.0,-2.2
2290,5.916666666666667,204.0,4.53,34.0,23.0,118.0,6.97,4.09,2012.0,347.9
2304,6.416666666666667,248.0,4.56,35.0,23.0,126.0,6.92,4.18,2011.0,299.5
2309,6.333333333333333,211.0,5.28,24.5,23.0,99.0,7.2,4.38,2000.0,295.9
2310,6.333333333333333,217.0,4.71,32.0,23.0,113.0,6.82,3.96,2005.0,295.2
2321,6.416666666666667,237.0,4.77,30.5,23.0,118.0,6.86,4.15,2016.0,281.7
2324,6.25,214.0,4.84,28.5,23.0,109.0,7.05,4.5,2012.0,277.6
2334,6.166666666666667,225.0,4.81,30.5,23.0,107.0,7.06,4.47,2009.0,273.6
2338,6.416666666666667,229.0,5.08,31.0,23.0,110.0,7.09,4.28,2004.0,270.4
2344,6.0,213.0,4.83,32.0,23.0,105.0,7.09,4.21,2001.0,262.6
2348,6.416666666666667,241.0,4.75,31.0,23.0,110.0,7.09,4.28,2004.0,260.7
2349,6.166666666666667,226.0,4.79,32.5,23.0,116.0,7.11,4.32,2016.0,260.7
2358,6.333333333333333,215.0,4.82,27.0,23.0,110.0,7.17,4.47,2016.0,255.3
2359,6.416666666666667,232.0,4.93,32.5,23.0,115.0,7.08,4.21,2014.0,249.7
2360,6.083333333333333,208.0,4.72,32.5,23.0,103.0,7.09,4.28,2012.0,237.9
2361,6.416666666666667,228.0,4.89,31.0,23.0,110.0,7.4,4.51,2008.0,228.1
2362,6.083333333333333,217.0,4.47,37.5,23.0,126.0,6.78,4.09,2011.0,222.7
2363,6.166666666666667,215.0,4.83,29.5,23.0,106.0,6.93,4.27,2011.0,210.7
2364,6.333333333333333,222.0,4.52,36.0,23.0,121.0,6.87,4.11,2015.0,210.5
2365,6.333333333333333,231.0,4.94,31.0,23.0,113.0,7.17,4.53,2016.0,205.9
2366,6.166666666666667,214.0,4.69,34.5,23.0,110.0,7.09,4.2,2014.0,206.4
2367,6.333333333333333,221.0,4.59,38.5,23.0,120.0,6.85,3.9,2002.0,205.4
2368,6.333333333333333,231.0,4.97,28.5,23.0,103.0,7.16,4.36,2015.0,201.7
2369,6.416666666666667,221.0,4.9,31.0,23.0,110.0,7.09,4.28,2004.0,187.3
2370,6.5,236.0,4.84,28.5,23.0,110.0,6.82,4.27,2008.0,185.0
2371,6.333333333333333,233.0,4.83,30.5,23.0,107.0,7.4,4.53,2017.0,175.7
2372,6.166666666666667,221.0,4.66,32.5,23.0,119.0,6.95,4.31,2017.0,168.9
2373,6.25,226.0,4.77,31.0,23.0,110.0,7.1,4.26,2006.0,157.8
2374,6.166666666666667,222.0,4.67,27.5,23.0,116.0,6.87,4.25,2017.0,134.5
2375,6.166666666666667,223.0,4.71,34.5,23.0,110.0,7.38,4.28,2005.0,129.6
2376,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,126.1
2378,6.25,226.0,4.63,36.0,23.0,120.0,6.93,3.98,2015.0,124.4
2398,6.416666666666667,232.0,4.65,31.0,23.0,110.0,7.09,4.28,2003.0,102.3
2411,6.166666666666667,219.0,4.82,31.0,23.0,113.0,7.09,4.28,2017.0,88.8
2414,6.166666666666667,226.0,4.97,30.5,23.0,110.0,7.04,4.26,2014.0,87.9
2437,6.166666666666667,232.0,4.86,30.5,23.0,105.0,7.09,4.07,2005.0,73.9
2451,6.583333333333333,242.0,4.83,31.0,23.0,110.0,7.09,4.28,2012.0,67.9
2460,6.166666666666667,215.0,5.02,32.0,23.0,109.0,7.1,4.42,2009.0,63.9
2467,6.333333333333333,234.0,4.61,33.5,23.0,120.0,6.84,4.26,2011.0,61.6
2491,6.333333333333333,228.0,4.97,27.0,23.0,105.0,7.33,4.36,2014.0,50.7
2498,6.25,226.0,4.75,30.5,23.0,108.0,6.77,4.41,2007.0,50.5
2519,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,41.3
2552,6.416666666666667,243.0,5.14,30.5,23.0,112.0,7.09,4.28,2012.0,33.8
2553,6.583333333333333,225.0,4.94,26.5,23.0,102.0,7.49,4.52,2013.0,33.7
2554,6.25,218.0,4.78,32.5,23.0,113.0,6.9,4.31,2016.0,33.8
2556,6.25,219.0,5.06,29.5,23.0,104.0,6.96,4.12,2011.0,34.0
2567,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,50.0
2575,6.333333333333333,236.0,4.79,31.0,23.0,110.0,7.09,4.28,2010.0,27.0
2585,6.25,230.0,4.87,34.0,23.0,121.0,6.91,4.13,2015.0,25.3
2605,6.166666666666667,212.0,4.99,28.0,23.0,103.0,7.55,4.5,2014.0,19.4
2627,6.583333333333333,244.0,4.86,36.0,23.0,118.0,7.14,4.26,2016.0,14.8
2635,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,14.1
2650,6.5,248.0,4.61,35.5,23.0,118.0,7.05,4.18,2014.0,19.7
2668,6.166666666666667,225.0,4.8,30.0,23.0,114.0,6.88,4.08,2017.0,10.4
2671,6.166666666666667,226.0,4.82,31.0,23.0,110.0,7.14,4.31,2017.0,10.4
2673,6.166666666666667,218.0,4.58,33.5,23.0,124.0,7.09,4.28,2013.0,9.7
2681,6.333333333333333,225.0,5.11,31.0,23.0,115.0,7.12,4.3,2013.0,8.6
2695,6.5,234.0,5.02,29.0,23.0,105.0,7.09,4.28,2016.0,7.6
2728,6.5,229.0,5.14,31.0,23.0,105.0,7.29,4.39,2015.0,5.2
2743,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,6.5
2754,6.083333333333333,220.0,4.89,29.5,23.0,104.0,7.32,4.0,2016.0,2.9
2756,6.25,220.0,4.94,28.0,23.0,99.0,7.18,4.34,2014.0,2.6
2766,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,2.5
2783,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,0.6
2790,6.25,228.0,4.93,27.0,23.0,105.0,7.23,4.47,2017.0,1.4
2794,6.5,242.0,5.03,29.0,23.0,103.0,7.67,4.62,2005.0,0.5
2795,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,0.4
2797,6.0,218.0,4.79,33.0,23.0,110.0,7.28,4.31,2009.0,-0.2
2798,6.166666666666667,219.0,4.69,31.0,23.0,109.0,6.73,4.11,2012.0,-0.1
2810,6.166666666666667,224.0,4.89,31.0,23.0,110.0,7.09,4.28,2006.0,-1.1
2811,6.25,230.0,4.92,25.5,23.0,106.0,7.17,4.4,2008.0,-0.5
2816,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,-1.0
2817,6.5,232.0,5.05,31.0,23.0,100.0,7.2,4.51,2013.0,-2.0
2818,6.166666666666667,214.0,4.82,30.0,23.0,113.0,7.17,4.2,2014.0,-2.3
2822,6.166666666666667,223.0,4.71,34.5,23.0,110.0,7.38,4.28,2005.0,380.0
2828,6.416666666666667,228.0,4.89,31.0,23.0,110.0,7.4,4.51,2008.0,347.5
2833,6.0,213.0,4.83,32.0,23.0,105.0,7.09,4.21,2001.0,332.3
2841,6.333333333333333,234.0,4.59,36.0,23.0,124.0,6.8,4.28,2012.0,307.7
2845,6.25,214.0,4.84,28.5,23.0,109.0,7.05,4.5,2012.0,300.3
2857,6.166666666666667,226.0,4.79,32.5,23.0,116.0,7.11,4.32,2016.0,286.9
2866,6.166666666666667,225.0,4.81,30.5,23.0,107.0,7.06,4.47,2009.0,279.8
2874,6.083333333333333,217.0,4.47,37.5,23.0,126.0,6.78,4.09,2011.0,270.9
2877,6.416666666666667,232.0,4.93,32.5,23.0,115.0,7.08,4.21,2014.0,271.1
2879,6.166666666666667,214.0,4.69,34.5,23.0,110.0,7.09,4.2,2014.0,268.5
2881,5.916666666666667,204.0,4.53,34.0,23.0,118.0,6.97,4.09,2012.0,270.1
2894,6.166666666666667,215.0,4.83,29.5,23.0,106.0,6.93,4.27,2011.0,260.6
2898,6.333333333333333,222.0,4.52,36.0,23.0,121.0,6.87,4.11,2015.0,259.9
2899,6.333333333333333,211.0,5.28,24.5,23.0,99.0,7.2,4.38,2000.0,258.6
2900,6.416666666666667,229.0,5.08,31.0,23.0,110.0,7.09,4.28,2004.0,258.9
2901,6.333333333333333,231.0,4.97,28.5,23.0,103.0,7.16,4.36,2015.0,256.1
2902,6.416666666666667,248.0,4.56,35.0,23.0,126.0,6.92,4.18,2011.0,254.3
2903,6.416666666666667,241.0,4.75,31.0,23.0,110.0,7.09,4.28,2004.0,252.2
2904,6.416666666666667,232.0,4.65,31.0,23.0,110.0,7.09,4.28,2003.0,243.1
2905,6.5,236.0,4.84,28.5,23.0,110.0,6.82,4.27,2008.0,242.5
2906,6.416666666666667,221.0,4.9,31.0,23.0,110.0,7.09,4.28,2004.0,224.2
2907,6.333333333333333,217.0,4.71,32.0,23.0,113.0,6.82,3.96,2005.0,224.8
2908,6.333333333333333,236.0,4.79,31.0,23.0,110.0,7.09,4.28,2010.0,221.9
2909,6.416666666666667,237.0,4.77,30.5,23.0,118.0,6.86,4.15,2016.0,214.0
2910,6.416666666666667,233.0,4.53,32.5,23.0,115.0,6.85,4.18,2011.0,200.4
2911,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,191.7
2912,6.333333333333333,221.0,4.65,31.0,23.0,110.0,7.09,4.28,2012.0,190.2
2913,6.583333333333333,242.0,4.83,31.0,23.0,110.0,7.09,4.28,2012.0,169.0
2914,6.166666666666667,232.0,4.86,30.5,23.0,105.0,7.09,4.07,2005.0,133.4
2933,6.083333333333333,208.0,4.72,32.5,23.0,103.0,7.09,4.28,2012.0,111.1
2975,6.166666666666667,215.0,5.02,32.0,23.0,109.0,7.1,4.42,2009.0,79.6
2982,6.083333333333333,220.0,4.89,29.5,23.0,104.0,7.32,4.0,2016.0,77.0
2989,6.333333333333333,234.0,4.61,33.5,23.0,120.0,6.84,4.26,2011.0,73.7
2995,6.166666666666667,227.0,4.91,31.0,23.0,110.0,7.09,4.28,2013.0,71.8
3006,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,66.4
3025,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,54.7
3033,6.333333333333333,215.0,4.82,27.0,23.0,110.0,7.17,4.47,2016.0,53.2
3036,6.333333333333333,221.0,4.59,38.5,23.0,120.0,6.85,3.9,2002.0,52.1
3045,6.25,226.0,4.77,31.0,23.0,110.0,7.1,4.26,2006.0,46.8
3080,6.166666666666667,226.0,4.97,30.5,23.0,110.0,7.04,4.26,2014.0,36.0
3086,6.333333333333333,225.0,5.11,31.0,23.0,115.0,7.12,4.3,2013.0,33.9
3092,6.25,230.0,4.87,34.0,23.0,121.0,6.91,4.13,2015.0,32.3
3101,6.333333333333333,231.0,4.94,31.0,23.0,113.0,7.17,4.53,2016.0,28.3
3102,6.416666666666667,243.0,5.14,30.5,23.0,112.0,7.09,4.28,2012.0,28.0
3103,6.583333333333333,244.0,4.86,36.0,23.0,118.0,7.14,4.26,2016.0,28.4
3155,6.333333333333333,228.0,4.97,27.0,23.0,105.0,7.33,4.36,2014.0,17.6
3156,6.5,242.0,5.03,29.0,23.0,103.0,7.67,4.62,2005.0,16.5
3159,6.25,218.0,4.78,32.5,23.0,113.0,6.9,4.31,2016.0,16.7
3163,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,15.7
3205,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,10.2
3215,6.583333333333333,225.0,4.94,26.5,23.0,102.0,7.49,4.52,2013.0,9.0
3220,6.25,226.0,4.75,30.5,23.0,108.0,6.77,4.41,2007.0,9.4
3226,6.416666666666667,223.0,4.75,33.0,23.0,112.0,7.0,4.11,2006.0,9.4
3228,6.0,212.0,4.77,32.0,23.0,110.0,7.09,4.4,2016.0,7.9
3234,6.166666666666667,218.0,4.58,33.5,23.0,124.0,7.09,4.28,2013.0,7.9
3243,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,7.4
3250,6.333333333333333,217.0,4.79,33.0,23.0,113.0,7.21,4.28,2016.0,6.0
3264,6.166666666666667,230.0,5.01,30.0,23.0,105.0,7.11,4.2,2003.0,5.2
3294,6.416666666666667,253.0,4.81,36.0,23.0,110.0,7.09,4.28,2016.0,1.7
3297,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,1.7
3317,6.0,218.0,4.79,33.0,23.0,110.0,7.28,4.31,2009.0,0.6
3319,6.166666666666667,212.0,4.99,28.0,23.0,103.0,7.55,4.5,2014.0,0.9
3343,6.166666666666667,224.0,4.89,31.0,23.0,110.0,7.09,4.28,2006.0,-0.1
3344,6.25,230.0,4.92,25.5,23.0,106.0,7.17,4.4,2008.0,-0.2
3352,6.166666666666667,227.0,4.93,32.5,23.0,116.0,7.06,4.21,2009.0,-0.5
3353,6.5,243.0,5.04,30.5,23.0,110.0,7.65,4.62,2004.0,0.4
3358,6.5,229.0,5.14,31.0,23.0,105.0,7.29,4.39,2015.0,-1.3
3360,6.25,226.0,4.63,36.0,23.0,120.0,6.93,3.98,2015.0,-1.5
3366,6.416666666666667,248.0,4.56,35.0,23.0,126.0,6.92,4.18,2011.0,389.1
3381,6.333333333333333,211.0,5.28,24.5,23.0,99.0,7.2,4.38,2000.0,344.7
3385,5.916666666666667,204.0,4.53,34.0,23.0,118.0,6.97,4.09,2012.0,336.3
3400,6.416666666666667,232.0,4.93,32.5,23.0,115.0,7.08,4.21,2014.0,316.1
3408,6.416666666666667,232.0,4.65,31.0,23.0,110.0,7.09,4.28,2003.0,309.2
3410,6.0,213.0,4.83,32.0,23.0,105.0,7.09,4.21,2001.0,304.2
3414,6.166666666666667,223.0,4.71,34.5,23.0,110.0,7.38,4.28,2005.0,301.2
3425,6.25,214.0,4.84,28.5,23.0,109.0,7.05,4.5,2012.0,293.4
3428,6.166666666666667,225.0,4.81,30.5,23.0,107.0,7.06,4.47,2009.0,290.8
3431,6.416666666666667,221.0,4.9,31.0,23.0,110.0,7.09,4.28,2004.0,287.4
3434,6.166666666666667,232.0,4.86,30.5,23.0,105.0,7.09,4.07,2005.0,285.2
3437,6.416666666666667,229.0,5.08,31.0,23.0,110.0,7.09,4.28,2004.0,284.5
3439,6.333333333333333,231.0,4.97,28.5,23.0,103.0,7.16,4.36,2015.0,275.0
3440,6.166666666666667,214.0,4.69,34.5,23.0,110.0,7.09,4.2,2014.0,271.3
3441,6.333333333333333,217.0,4.71,32.0,23.0,113.0,6.82,3.96,2005.0,271.2
3442,6.083333333333333,217.0,4.47,37.5,23.0,126.0,6.78,4.09,2011.0,271.6
3443,6.333333333333333,221.0,4.65,31.0,23.0,110.0,7.09,4.28,2012.0,258.3
3444,6.166666666666667,215.0,4.83,29.5,23.0,106.0,6.93,4.27,2011.0,244.2
3445,6.416666666666667,228.0,4.89,31.0,23.0,110.0,7.4,4.51,2008.0,233.9
3446,6.416666666666667,241.0,4.75,31.0,23.0,110.0,7.09,4.28,2004.0,228.1
3447,6.25,226.0,4.77,31.0,23.0,110.0,7.1,4.26,2006.0,226.5
3448,6.333333333333333,222.0,4.52,36.0,23.0,121.0,6.87,4.11,2015.0,211.0
3449,6.166666666666667,214.0,4.82,30.0,23.0,113.0,7.17,4.2,2014.0,200.4
3450,6.333333333333333,236.0,4.79,31.0,23.0,110.0,7.09,4.28,2010.0,194.9
3451,6.166666666666667,215.0,5.02,32.0,23.0,109.0,7.1,4.42,2009.0,166.6
3452,6.5,236.0,4.84,28.5,23.0,110.0,6.82,4.27,2008.0,161.9
3453,6.333333333333333,221.0,4.59,38.5,23.0,120.0,6.85,3.9,2002.0,132.2
3454,6.333333333333333,234.0,4.59,36.0,23.0,124.0,6.8,4.28,2012.0,130.8
3456,6.333333333333333,234.0,4.61,33.5,23.0,120.0,6.84,4.26,2011.0,129.7
3466,6.583333333333333,242.0,4.83,31.0,23.0,110.0,7.09,4.28,2012.0,116.8
3474,6.416666666666667,233.0,4.53,32.5,23.0,115.0,6.85,4.18,2011.0,110.2
3491,6.416666666666667,243.0,5.14,30.5,23.0,112.0,7.09,4.28,2012.0,96.1
3494,6.0,207.0,4.68,31.5,23.0,113.0,6.75,4.03,2014.0,95.0
3499,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,91.1
3500,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,91.4
3546,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,66.8
3548,6.25,221.0,4.89,31.0,23.0,110.0,7.09,4.28,2012.0,66.4
3577,6.25,220.0,4.94,28.0,23.0,99.0,7.18,4.34,2014.0,55.3
3600,6.083333333333333,208.0,4.72,32.5,23.0,103.0,7.09,4.28,2012.0,43.6
3605,6.416666666666667,224.0,4.82,31.0,23.0,110.0,7.09,4.28,2014.0,42.2
3608,6.166666666666667,230.0,5.01,30.0,23.0,105.0,7.11,4.2,2003.0,40.7
3613,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,38.8
3629,6.25,222.0,4.76,31.0,23.0,110.0,7.09,4.28,2010.0,33.2
3630,6.0,197.0,4.82,27.0,23.0,99.0,7.41,4.56,2012.0,33.1
3631,6.166666666666667,227.0,4.93,32.5,23.0,116.0,7.06,4.21,2009.0,32.8
3638,6.0,210.0,4.33,31.0,23.0,110.0,7.09,4.28,2001.0,30.7
3659,6.5,243.0,5.04,30.5,23.0,110.0,7.65,4.62,2004.0,26.6
3682,6.25,219.0,5.06,29.5,23.0,104.0,6.96,4.12,2011.0,22.8
3683,6.333333333333333,225.0,5.11,31.0,23.0,115.0,7.12,4.3,2013.0,22.0
3699,6.166666666666667,218.0,4.58,33.5,23.0,124.0,7.09,4.28,2013.0,20.0
3703,6.166666666666667,219.0,4.69,31.0,23.0,109.0,6.73,4.11,2012.0,19.2
3761,6.333333333333333,208.0,4.71,37.5,23.0,125.0,6.74,4.21,2004.0,11.4
3767,6.5,248.0,4.9,33.5,23.0,119.0,7.11,4.43,2009.0,10.4
3770,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,9.7
3771,6.416666666666667,225.0,4.93,29.5,23.0,107.0,7.33,4.39,2005.0,10.0
3777,6.083333333333333,216.0,4.79,31.0,23.0,114.0,7.09,4.28,2010.0,8.8
3788,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,8.0
3793,6.166666666666667,227.0,5.06,28.5,23.0,105.0,7.34,4.53,2013.0,6.7
3797,6.166666666666667,224.0,4.89,31.0,23.0,110.0,7.09,4.28,2006.0,6.4
3803,6.333333333333333,229.0,4.86,29.5,23.0,108.0,7.52,4.45,2012.0,6.3
3821,6.416666666666667,223.0,4.75,33.0,23.0,112.0,7.0,4.11,2006.0,4.1
3823,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,4.7
3851,6.5,242.0,5.03,29.0,23.0,103.0,7.67,4.62,2005.0,1.2
3857,6.166666666666667,226.0,4.69,31.5,22.0,107.0,7.4,4.38,2006.0,0.7
3864,6.5,229.0,5.14,31.0,23.0,105.0,7.29,4.39,2015.0,1.2
3880,6.0,218.0,4.79,33.0,23.0,110.0,7.28,4.31,2009.0,73.0
3881,6.166666666666667,226.0,4.97,30.5,23.0,110.0,7.04,4.26,2014.0,-0.3
3883,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,0.1
3886,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,0.4
3888,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,-0.1
3896,6.25,226.0,4.75,30.5,23.0,108.0,6.77,4.41,2007.0,-1.1
3898,6.25,219.0,4.76,31.0,23.0,110.0,7.09,4.28,2013.0,-2.0
3912,6.166666666666667,223.0,4.71,34.5,23.0,110.0,7.38,4.28,2005.0,354.1
3913,6.333333333333333,234.0,4.59,36.0,23.0,124.0,6.8,4.28,2012.0,351.7
3921,5.916666666666667,204.0,4.53,34.0,23.0,118.0,6.97,4.09,2012.0,330.6
3931,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,312.7
3936,6.416666666666667,241.0,4.75,31.0,23.0,110.0,7.09,4.28,2004.0,306.2
3938,6.0,213.0,4.83,32.0,23.0,105.0,7.09,4.21,2001.0,304.0
3953,6.416666666666667,228.0,4.89,31.0,23.0,110.0,7.4,4.51,2008.0,284.3
3960,6.333333333333333,221.0,4.65,31.0,23.0,110.0,7.09,4.28,2012.0,279.5
3961,6.333333333333333,211.0,5.28,24.5,23.0,99.0,7.2,4.38,2000.0,278.1
3968,6.416666666666667,221.0,4.9,31.0,23.0,110.0,7.09,4.28,2004.0,269.5
3972,6.166666666666667,230.0,5.01,30.0,23.0,105.0,7.11,4.2,2003.0,266.3
3974,6.416666666666667,229.0,5.08,31.0,23.0,110.0,7.09,4.28,2004.0,265.6
3977,6.5,236.0,4.84,28.5,23.0,110.0,6.82,4.27,2008.0,262.4
3978,6.25,226.0,4.77,31.0,23.0,110.0,7.1,4.26,2006.0,255.6
3979,6.166666666666667,225.0,4.81,30.5,23.0,107.0,7.06,4.47,2009.0,251.6
3980,6.416666666666667,233.0,4.53,32.5,23.0,115.0,6.85,4.18,2011.0,250.7
3981,6.416666666666667,248.0,4.56,35.0,23.0,126.0,6.92,4.18,2011.0,249.0
3982,6.166666666666667,215.0,4.83,29.5,23.0,106.0,6.93,4.27,2011.0,225.6
3983,6.333333333333333,217.0,4.71,32.0,23.0,113.0,6.82,3.96,2005.0,220.0
3984,6.166666666666667,214.0,4.69,34.5,23.0,110.0,7.09,4.2,2014.0,192.0
3985,6.166666666666667,214.0,4.82,30.0,23.0,113.0,7.17,4.2,2014.0,179.7
3986,6.166666666666667,232.0,4.86,30.5,23.0,105.0,7.09,4.07,2005.0,179.7
3987,6.333333333333333,233.0,5.06,26.5,23.0,110.0,7.38,4.52,2005.0,176.1
3988,6.416666666666667,232.0,4.93,32.5,23.0,115.0,7.08,4.21,2014.0,168.2
3989,6.166666666666667,215.0,5.02,32.0,23.0,109.0,7.1,4.42,2009.0,156.9
3990,6.166666666666667,218.0,4.58,33.5,23.0,124.0,7.09,4.28,2013.0,150.8
3991,6.166666666666667,227.0,4.93,32.5,23.0,116.0,7.06,4.21,2009.0,139.4
3992,6.333333333333333,221.0,4.59,38.5,23.0,120.0,6.85,3.9,2002.0,126.9
3994,6.416666666666667,243.0,5.14,30.5,23.0,112.0,7.09,4.28,2012.0,119.3
4012,6.166666666666667,219.0,4.69,31.0,23.0,109.0,6.73,4.11,2012.0,107.6
4017,6.416666666666667,232.0,4.65,31.0,23.0,110.0,7.09,4.28,2003.0,103.5
4026,6.25,226.0,4.75,30.5,23.0,108.0,6.77,4.41,2007.0,94.7
4034,6.583333333333333,225.0,4.94,26.5,23.0,102.0,7.49,4.52,2013.0,89.6
4035,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,90.3
4038,6.25,214.0,4.84,28.5,23.0,109.0,7.05,4.5,2012.0,88.4
4041,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,87.4
4042,6.416666666666667,223.0,4.75,33.0,23.0,112.0,7.0,4.11,2006.0,87.0
4066,6.416666666666667,224.0,4.82,31.0,23.0,110.0,7.09,4.28,2014.0,70.9
4083,6.166666666666667,231.0,4.51,35.0,23.0,120.0,6.77,4.12,2011.0,63.9
4087,6.083333333333333,216.0,4.79,31.0,23.0,114.0,7.09,4.28,2010.0,62.9
4101,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,58.7
4125,6.5,242.0,5.03,29.0,23.0,103.0,7.67,4.62,2005.0,50.4
4143,6.0,210.0,4.33,31.0,23.0,110.0,7.09,4.28,2001.0,43.5
4183,6.25,230.0,4.92,25.5,23.0,106.0,7.17,4.4,2008.0,30.2
4207,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,22.8
4209,6.083333333333333,208.0,4.72,32.5,23.0,103.0,7.09,4.28,2012.0,22.9
4212,6.333333333333333,229.0,4.86,29.5,23.0,108.0,7.52,4.45,2012.0,22.5
4221,6.583333333333333,253.0,5.37,24.0,23.0,103.0,7.09,4.28,2011.0,19.8
4223,6.25,221.0,4.89,31.0,23.0,110.0,7.09,4.28,2012.0,20.0
4235,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,16.9
4243,6.25,222.0,4.76,31.0,23.0,110.0,7.09,4.28,2010.0,15.8
4273,6.166666666666667,226.0,4.97,30.5,23.0,110.0,7.04,4.26,2014.0,12.2
4275,6.0,207.0,4.68,31.5,23.0,113.0,6.75,4.03,2014.0,11.9
4278,6.166666666666667,229.0,4.63,34.0,23.0,116.0,6.85,4.09,2011.0,12.5
4306,6.0,218.0,4.79,33.0,23.0,110.0,7.28,4.31,2009.0,7.8
4324,6.5,248.0,4.61,35.5,23.0,118.0,7.05,4.18,2014.0,7.2
4329,6.333333333333333,234.0,4.61,33.5,23.0,120.0,6.84,4.26,2011.0,6.0
4331,6.583333333333333,242.0,4.83,31.0,23.0,110.0,7.09,4.28,2012.0,6.1
4347,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,5.5
4360,6.0,206.0,4.66,34.0,23.0,116.0,7.07,4.33,2014.0,4.0
4382,6.166666666666667,227.0,5.06,28.5,23.0,105.0,7.34,4.53,2013.0,2.1
4385,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,1.8
4389,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,2.6
4393,6.416666666666667,230.0,4.71,31.0,23.0,110.0,7.09,4.28,2005.0,1.1
4401,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,0.6
4407,6.25,219.0,5.06,29.5,23.0,104.0,6.96,4.12,2011.0,0.6
4409,6.166666666666667,227.0,4.91,31.0,23.0,110.0,7.09,4.28,2013.0,73.0
4410,6.166666666666667,224.0,4.89,31.0,23.0,110.0,7.09,4.28,2006.0,0.4
4413,6.083333333333333,217.0,4.59,34.0,23.0,107.0,7.12,4.16,2006.0,-0.2
4414,6.166666666666667,226.0,4.69,31.5,22.0,107.0,7.4,4.38,2006.0,73.0
4415,6.5,231.0,4.98,30.5,23.0,104.0,7.32,4.58,2007.0,0.2
4419,6.333333333333333,228.0,4.97,27.0,23.0,105.0,7.33,4.36,2014.0,0.5
4420,6.083333333333333,217.0,4.47,37.5,23.0,126.0,6.78,4.09,2011.0,-0.3
4423,6.166666666666667,231.0,4.79,28.0,23.0,109.0,7.21,4.34,2008.0,-2.4
4425,6.5,243.0,5.04,30.5,23.0,110.0,7.65,4.62,2004.0,-3.7
4428,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,410.0
