,Player,Position,Age,Year,Model_Projection_Points,#,StdDev,High,Low
0,Ja'Marr Chase,WR,22,2022,273.380251742115,3.0,1.2,1.0,9.0
1,Justin Jefferson,WR,23,2022,267.21729673408066,1.0,0.7,1.0,5.0
5,Cooper Kupp,WR,29,2022,240.78444534448374,6.0,1.9,1.0,15.0
6,Davante Adams,WR,30,2022,236.4061941526338,12.0,2.5,6.0,21.0
7,Tyreek Hill,WR,28,2022,216.95658611311828,7.0,2.7,1.0,17.0
10,Stefon Diggs,WR,29,2022,216.42545772931396,10.0,2.7,3.0,18.0
13,Jaylen Waddle,WR,24,2022,212.78593312790633,22.0,4.1,12.0,35.0
16,Amon-Ra St. Brown,WR,23,2022,202.91361385053352,14.0,2.9,7.0,24.0
18,Jalen Nailor,WR,23,2022,202.28311022160028,,,,
20,CeeDee Lamb,WR,23,2022,202.28311022160028,16.0,4.4,5.0,29.0
23,D.K. Metcalf,WR,25,2022,198.7912480878977,33.0,4.8,19.0,48.0
24,Ben Skowronek,WR,25,2022,198.7912480878977,,,,
26,Russell Gage,WR,26,2022,196.80440504089682,,,,
28,Chris Godwin,WR,26,2022,196.80440504089682,39.0,4.2,30.0,63.0
29,Garrett Wilson,WR,22,2022,196.44250501147877,19.0,4.6,7.0,33.0
30,Jahan Dotson,WR,22,2022,196.44250501147877,91.0,16.2,51.0,124.0
31,Elijah Moore,WR,22,2022,196.44250501147877,105.0,9.8,75.0,127.0
32,Keenan Allen,WR,30,2022,194.1233567474116,35.0,7.3,17.0,51.0
34,Brandin Cooks,WR,29,2022,191.6723026344112,82.0,7.1,63.0,102.0
35,Mack Hollins,WR,29,2022,191.6723026344112,,,,
36,Mike Evans,WR,29,2022,191.6723026344112,64.0,7.6,40.0,82.0
37,D.J. Moore,WR,25,2022,191.46786562067422,44.0,5.4,34.0,71.0
38,Tyler Lockett,WR,30,2022,188.349122090452,59.0,9.4,35.0,81.0
39,Tee Higgins,WR,23,2022,185.0056194712015,27.0,4.3,17.0,41.0
40,Treylon Burks,WR,22,2022,182.48119729914185,84.0,10.2,56.0,110.0
41,Chris Olave,WR,22,2022,182.48119729914185,26.0,6.1,11.0,43.0
42,Diontae Johnson,WR,26,2022,182.4030176455678,51.0,5.4,40.0,73.0
43,Trent Sherfield,WR,26,2022,182.4030176455678,,,,
45,A.J. Brown,WR,25,2022,181.55101369254274,13.0,3.8,4.0,24.0
46,Steven Sims,WR,25,2022,181.55101369254274,,,,
47,Amari Cooper,WR,28,2022,180.30922365436248,38.0,7.6,19.0,65.0
48,Michael Thomas,WR,29,2022,178.6059110373111,106.0,13.7,65.0,147.0
49,DeAndre Hopkins,WR,30,2022,177.2837373132411,43.0,9.1,24.0,76.0
50,Drake London,WR,21,2022,170.74944815561702,62.0,18.4,12.0,93.0
51,George Pickens,WR,21,2022,170.74944815561702,86.0,14.2,48.0,122.0
52,Terry McLaurin,WR,27,2022,169.45559243242818,48.0,7.3,31.0,73.0
53,Josh Reynolds,WR,27,2022,169.45559243242818,,,,
54,Chase Claypool,WR,24,2022,167.1314153307352,179.0,15.6,111.0,180.0
55,Deebo Samuel,WR,26,2022,166.48119470438743,36.0,5.1,21.0,52.0
57,DeVonta Smith,WR,24,2022,162.8589763207322,28.0,7.1,14.0,47.0
58,Drake London,WR,21,2022,161.03705481127335,62.0,18.4,12.0,93.0
59,George Pickens,WR,21,2022,161.03705481127335,86.0,14.2,48.0,122.0
60,Olamide Zaccheaus,WR,25,2022,157.1739232861682,,,,
61,Darnell Mooney,WR,25,2022,157.1739232861682,111.0,19.8,56.0,148.0
63,Jauan Jennings,WR,25,2022,156.7031573547281,,,,
64,Marquise Brown,WR,25,2022,156.7031573547281,72.0,17.1,21.0,99.0
65,Tyler Boyd,WR,28,2022,155.20966948286323,130.0,12.1,92.0,150.0
67,Brandon Aiyuk,WR,24,2022,155.05840827305965,66.0,10.5,34.0,87.0
68,Allen Robinson,WR,29,2022,153.47322766558045,181.0,15.2,113.0,180.0
69,Robert Woods,WR,30,2022,150.43733728982986,,,,
70,Jalen Reagor,WR,23,2022,147.68793265285598,,,,
71,Kyle Philips,WR,23,2022,147.68793265285598,,,,
72,Christian Watson,WR,23,2022,147.68793265285598,76.0,18.3,21.0,101.0
73,Mike Evans,WR,29,2022,145.87264454751318,64.0,7.6,40.0,82.0
74,Mack Hollins,WR,29,2022,145.87264454751318,,,,
75,Brandin Cooks,WR,29,2022,145.87264454751318,82.0,7.1,63.0,102.0
76,Mike Williams,WR,28,2022,144.90104072517693,68.0,6.9,45.0,84.0
78,Andre Baccellia,WR,25,2022,144.07121203483285,,,,
79,Michael Pittman Jr.,WR,25,2022,144.07121203483285,50.0,7.6,34.0,80.0
81,Christian Kirk,WR,26,2022,142.9133776468604,69.0,8.5,41.0,86.0
82,Hunter Renfrow,WR,27,2022,139.90546130039445,160.0,19.8,90.0,179.0
83,Marvin Jones,WR,32,2022,137.825033823914,,,,
84,Jarvis Landry,WR,30,2022,134.69158730450823,,,,
85,K.J. Osborn,WR,25,2022,132.27323006886087,198.0,15.3,118.0,180.0
90,Michael Gallup,WR,26,2022,130.75729411267926,153.0,11.2,109.0,176.0
91,Tom Kennedy,WR,26,2022,130.75729411267926,,,,
92,Garrett Wilson,WR,22,2022,130.7477288057981,19.0,4.6,7.0,33.0
93,Jahan Dotson,WR,22,2022,130.7477288057981,91.0,16.2,51.0,124.0
94,Elijah Moore,WR,22,2022,130.7477288057981,105.0,9.8,75.0,127.0
95,DeVante Parker,WR,29,2022,128.8900315656271,,,,
96,Adam Thielen,WR,32,2022,128.30058169729386,128.0,12.6,89.0,152.0
97,Elijah Moore,WR,22,2022,123.31829100927206,105.0,9.8,75.0,127.0
98,Garrett Wilson,WR,22,2022,123.31829100927206,19.0,4.6,7.0,33.0
99,Jahan Dotson,WR,22,2022,123.31829100927206,91.0,16.2,51.0,124.0
100,Laviska Shenault Jr.,WR,24,2022,123.27062211716596,,,,
101,Russell Gage,WR,26,2022,121.32638043156206,,,,
104,Chris Godwin,WR,26,2022,121.32638043156206,39.0,4.2,30.0,63.0
105,Chosen Anderson,WR,29,2022,117.61496014366742,,,,
106,Jamison Crowder,WR,29,2022,117.61496014366742,,,,
107,Gabriel Davis,WR,23,2022,116.35100876186232,97.0,9.7,68.0,122.0
108,Mecole Hardman,WR,24,2022,115.1143622121507,214.0,25.0,102.0,210.0
110,Noah Brown,WR,26,2022,112.13046175067304,,,,
111,DJ Chark,WR,26,2022,112.13046175067304,,,,
112,Jerry Jeudy,WR,23,2022,110.5558800581862,56.0,13.5,28.0,89.0
113,Braylon Sanders,WR,23,2022,110.5558800581862,,,,
114,Jalen Tolbert,WR,23,2022,110.5558800581862,,,,
116,Alec Pierce,WR,22,2022,108.25073083746506,187.0,16.3,113.0,181.0
