rank,Player,Position,Age,Year,Model_Projection_Points,#,StdDev,High,Low
0,Justin Jefferson,WR,23.0,2022,280.78000000000003,6.0,1.6,1.01,1.11
1,Stefon Diggs,WR,29.0,2022,267.2,13.0,2.3,1.01,2.1
2,Ja'Marr Chase,WR,22.0,2022,256.67999999999995,9.0,1.9,1.01,2.06
3,Tyreek Hill,WR,28.0,2022,250.2,22.0,3.0,1.02,3.11
4,Cooper Kupp,WR,29.0,2022,241.3,4.0,1.7,1.01,2.05
5,Davante Adams,WR,30.0,2022,230.78000000000003,11.0,2.2,1.01,2.09
6,Mike Evans,WR,29.0,2022,220.28000000000003,25.0,3.1,1.02,3.12
7,Tyler Lockett,WR,30.0,2022,220.28000000000003,111.0,7.2,6.02,11.1
8,Jaylen Waddle,WR,24.0,2022,218.56,49.0,5.6,2.09,6.06
9,Keenan Allen,WR,30.0,2022,216.54000000000002,28.0,3.3,2.01,4.03
10,Diontae Johnson,WR,26.0,2022,215.98000000000002,46.0,4.8,2.12,6.1
11,Brandin Cooks,WR,29.0,2022,210.93999999999997,60.0,5.2,2.12,7.03
12,Amon-Ra St. Brown,WR,23.0,2022,210.6,84.0,7.8,4.01,10.11
13,DeAndre Hopkins,WR,30.0,2022,210.2,55.0,6.2,2.08,6.12
14,Darren Waller,WR,30.0,2022,207.47999999999996,52.0,5.8,1.07,6.1
15,D.K. Metcalf,WR,25.0,2022,204.56,42.0,4.6,2.07,5.12
16,Chris Godwin,WR,26.0,2022,204.56,58.0,6.1,2.09,7.05
17,D.J. Moore,WR,25.0,2022,203.85999999999999,44.0,5.1,1.12,6.02
18,Robert Woods,WR,30.0,2022,203.16,103.0,7.2,4.11,11.01
19,Hunter Renfrow,WR,27.0,2022,202.94,70.0,6.2,3.11,8.04
20,Adam Thielen,WR,32.0,2022,202.94,65.0,6.2,3.02,7.11
21,DeVonta Smith,WR,24.0,2022,200.1,87.0,6.9,3.01,9.09
22,Mike Williams,WR,28.0,2022,199.59999999999997,51.0,6.1,2.12,6.08
23,Tee Higgins,WR,23.0,2022,186.02000000000004,34.0,3.5,1.09,4.09
