rank,Player,Position,Age,Year,Model_Projection_Points,#,StdDev,High,Low
24,Terry McLaurin,WR,27.0,2022,186.02000000000004,39.0,3.8,1.07,5.03
25,CeeDee Lamb,WR,23.0,2022,183.8,17.0,2.6,1.01,3.01
26,A.J. Brown,WR,25.0,2022,182.07999999999998,30.0,3.3,1.12,4.11
27,Chase Claypool,WR,24.0,2022,173.38,115.0,8.3,4.06,13.02
28,Amari Cooper,WR,28.0,2022,170.58,76.0,6.4,4.01,9.03
29,Brandon Aiyuk,WR,24.0,2022,155.49999999999997,100.0,7.7,4.09,10.11
30,Jarvis Landry,WR,30.0,2022,154.06,143.0,11.9,3.02,16.01
31,Christian Kirk,WR,26.0,2022,153.38000000000002,112.0,7.3,6.05,12.06
32,Cordarrelle Patterson,WR,31.0,2022,149.66,98.0,8.8,3.08,10.1
33,Tyler Boyd,WR,28.0,2022,149.26,144.0,12.6,6.12,15.06
34,Tim Patrick,WR,29.0,2022,143.23999999999998,238.0,15.6,11.07,16.11
35,Rondale Moore,WR,22.0,2022,142.46,189.0,16.3,9.03,16.08
36,Marvin Jones,WR,32.0,2022,141.63999999999996,253.0,33.2,5.03,18.05
37,Marquise Brown,WR,25.0,2022,140.20000000000002,77.0,6.3,3.08,8.1
38,Darnell Mooney,WR,25.0,2022,137.45999999999998,75.0,6.1,4.01,8.12
39,Mecole Hardman,WR,24.0,2022,131.9,168.0,15.9,6.1,15.12
40,JuJu Smith-Schuster,WR,26.0,2022,128.78,90.0,9.3,2.05,10.11
41,DeVante Parker,WR,29.0,2022,124.91999999999999,139.0,9.4,8.05,14.07
42,Robby Anderson,WR,29.0,2022,124.91999999999999,248.0,26.8,6.01,18.05
43,Allen Robinson,WR,29.0,2022,117.66000000000001,62.0,6.1,3.01,7.1
44,Calvin Ridley,WR,28.0,2022,117.66,204.0,15.8,8.05,16.06
45,Michael Pittman Jr.,WR,25.0,2022,117.58,31.0,3.1,1.06,4.05
46,DeVante Parker,WR,29.0,2022,115.67999999999999,139.0,9.4,8.05,14.07
47,Robby Anderson,WR,29.0,2022,115.67999999999999,248.0,26.8,6.01,18.05
48,Michael Gallup,WR,26.0,2022,112.13999999999999,125.0,9.5,2.06,13.06
49,DJ Chark,WR,26.0,2022,105.38000000000002,,,,
50,Deebo Samuel,WR,26.0,2022,105.04,19.0,2.7,1.03,3.04
51,Van Jefferson,WR,26.0,2022,104.16,270.0,28.4,7.09,18.08
52,Elijah Moore,WR,22.0,2022,97.28,94.0,7.6,2.06,10.06
53,K.J. Osborn,WR,25.0,2022,96.63999999999999,228.0,19.4,10.05,18.05
54,Corey Davis,WR,27.0,2022,95.3,267.0,23.8,13.02,19.05
55,Courtland Sutton,WR,27.0,2022,93.58000000000001,69.0,8.5,2.07,8.04
56,Allen Lazard,WR,27.0,2022,90.64000000000001,102.0,8.5,5.03,11.06
57,Julio Jones,WR,33.0,2022,86.03999999999999,151.0,15.6,3.06,15.11
58,Jakobi Meyers,WR,26.0,2022,79.02000000000001,197.0,15.8,8.05,16.08
59,Kenny Golladay,WR,29.0,2022,78.80000000000001,216.0,18.7,9.07,17.09
60,Jamison Crowder,WR,29.0,2022,78.05999999999999,274.0,23.6,9.09,18.06
61,Josh Palmer,WR,24.0,2022,77.7,211.0,22.4,9.1,18.06
62,Nelson Agholor,WR,29.0,2022,77.1,113.0,31.5,3.01,13.01
63,Russell Gage,WR,26.0,2022,76.96000000000001,114.0,7.9,3.01,12.05
64,Randall Cobb,WR,32.0,2022,75.38,192.0,45.9,3.07,19.04
65,Marquez Valdes-Scantling,WR,28.0,2022,72.46,154.0,12.5,5.11,15.1
66,Jerry Jeudy,WR,23.0,2022,71.53999999999999,68.0,6.3,3.02,7.11
67,Chuba Hubbard,RB,23.0,2022,70.98,135.0,11.4,5.02,14.03
68,Rashod Bateman,WR,23.0,2022,70.98,95.0,7.9,4.07,10.11
69,Kadarius Toney,WR,23.0,2022,63.980000000000004,117.0,8.3,6.01,13.06
70,Gabriel Davis,WR,23.0,2022,56.239999999999995,79.0,6.9,3.11,9.01
71,Sammy Watkins,WR,29.0,2022,54.339999999999996,269.0,25.3,7.07,18.06
72,Isaiah McKenzie,WR,27.0,2022,51.82000000000001,213.0,21.1,6.07,17.12
73,Parris Campbell,WR,25.0,2022,36.96,210.0,16.2,11.03,15.12
74,Nico Collins,WR,23.0,2022,34.72,230.0,22.1,8.04,18.06
