,Player,Position,Age,Year,Model_Projection_Points,#,StdDev,High,Low
0,Patrick Mahomes,QB,27.0,2022,316.8160999999995,40,6.1,1.01,7.04
1,Tom Brady,QB,45.0,2022,312.49230000000165,96,10.8,1.01,11.04
2,Russell Wilson,QB,34.0,2022,309.32689999999815,82,8.8,2.11,10.05
3,Aaron Rodgers,QB,39.0,2022,295.2941999999988,80,9.3,1.1,10.06
4,Justin Herbert,QB,24.0,2022,289.82609999999926,35,5.1,1.02,5.08
5,Matthew Stafford,QB,34.0,2022,289.5892000000013,85,9.3,1.07,10.07
6,Ryan Tannehill,QB,34.0,2022,282.7137999999984,247,22.1,10.01,18.06
7,Kirk Cousins,QB,34.0,2022,282.7137999999984,123,11.7,1.01,13.12
8,Kyler Murray,QB,25.0,2022,282.46390000000025,63,6.3,1.01,8.02
9,Josh Allen,QB,26.0,2022,281.94040000000024,23,5.9,1.01,4.05
10,Kirk Cousins,QB,34.0,2022,278.7960999999991,123,11.7,1.01,13.12
11,Ryan Tannehill,QB,34.0,2022,278.7960999999991,247,22.1,10.01,18.06
12,Dak Prescott,QB,29.0,2022,273.073700000001,93,9.3,2.08,11.01
13,Derek Carr,QB,31.0,2022,265.8567999999998,105,9.0,6.03,14.11
14,Joe Burrow,QB,26.0,2022,256.75520000000046,56,7.4,1.07,8.01
15,Carson Wentz,QB,30.0,2022,253.29819999999998,209,27.0,9.04,18.05
16,Baker Mayfield,QB,27.0,2022,231.7422000000005,222,35.2,1.01,18.02
17,Matt Ryan,QB,37.0,2022,229.60959999999926,155,16.0,2.09,15.12
18,Jared Goff,QB,28.0,2022,218.35060000000084,251,24.1,12.06,18.02
19,Mac Jones,QB,24.0,2022,215.28270769230832,214,20.6,3.01,18.01
20,Jalen Hurts,QB,24.0,2022,194.75300000000064,67,6.3,2.12,9.06
21,Trevor Lawrence,QB,23.0,2022,168.0614625,184,17.2,6.11,16.07
22,Trey Lance,QB,22.0,2022,166.6227887111499,107,9.9,1.02,13.06
23,Daniel Jones,QB,25.0,2022,155.68469999999994,250,20.4,11.03,18.06
24,Justin Fields,QB,23.0,2022,147.84423916666606,166,16.3,4.07,16.03
25,Jameis Winston,QB,28.0,2022,139.31469999999905,186,19.4,1.01,16.05
26,Zach Wilson,QB,23.0,2022,137.20904261904727,225,32.3,1.01,18.06
27,Davis Mills,QB,24.0,2022,114.20151002136718,233,20.2,10.04,18.05
28,Tua Tagovailoa,QB,24.0,2022,109.67501537850993,137,12.5,1.01,15.1
29,Marcus Mariota,QB,29.0,2022,66.93940000000008,271,40.4,2.09,20.12
