,Player,Position,Age,Year,Model_Projection_Points,#,StdDev,High,Low
0,Patrick Mahomes,QB,27.0,2022,324.7697000000012,40,6.1,1.01,7.04
1,Aaron Rodgers,QB,39.0,2022,317.1382999999986,80,9.3,1.1,10.06
2,Tom Brady,QB,45.0,2022,314.5569000000025,96,10.8,1.01,11.04
3,Justin Herbert,QB,24.0,2022,292.8794999999987,35,5.1,1.02,5.08
4,Ryan Tannehill,QB,34.0,2022,289.9583999999982,247,22.1,10.01,18.06
5,Kirk Cousins,QB,34.0,2022,289.9583999999982,123,11.7,1.01,13.12
6,Josh Allen,QB,26.0,2022,289.41820000000007,23,5.9,1.01,4.05
7,Russell Wilson,QB,34.0,2022,288.0160999999986,82,8.8,2.11,10.05
8,Kirk Cousins,QB,34.0,2022,279.4854999999991,123,11.7,1.01,13.12
9,Ryan Tannehill,QB,34.0,2022,279.4854999999991,247,22.1,10.01,18.06
10,Joe Burrow,QB,26.0,2022,277.6084999999998,56,7.4,1.07,8.01
11,Derek Carr,QB,31.0,2022,276.84169999999887,105,9.0,6.03,14.11
12,Kyler Murray,QB,25.0,2022,276.2995999999995,63,6.3,1.01,8.02
13,Jared Goff,QB,28.0,2022,264.91299999999967,251,24.1,12.06,18.02
14,Dak Prescott,QB,29.0,2022,264.28590000000133,93,9.3,2.08,11.01
15,Matthew Stafford,QB,34.0,2022,256.8008000000014,85,9.3,1.07,10.07
16,Carson Wentz,QB,30.0,2022,253.8854000000004,209,27.0,9.04,18.05
17,Matt Ryan,QB,37.0,2022,250.2830999999984,155,16.0,2.09,15.12
18,Mac Jones,QB,24.0,2022,241.9858999999994,214,20.6,3.01,18.01
19,Baker Mayfield,QB,27.0,2022,238.65989999999894,222,35.2,1.01,18.02
20,Jalen Hurts,QB,24.0,2022,229.71852571428596,67,6.3,2.12,9.06
21,Trevor Lawrence,QB,23.0,2022,185.21670086580025,184,17.2,6.11,16.07
22,Daniel Jones,QB,25.0,2022,180.75810000000013,250,20.4,11.03,18.06
23,Zach Wilson,QB,23.0,2022,175.10249966533425,225,32.3,1.01,18.06
24,Jameis Winston,QB,28.0,2022,161.4314999999987,186,19.4,1.01,16.05
25,Trey Lance,QB,22.0,2022,151.98650688672427,107,9.9,1.02,13.06
26,Justin Fields,QB,23.0,2022,149.0708967604611,166,16.3,4.07,16.03
27,Davis Mills,QB,24.0,2022,110.64810059523775,233,20.2,10.04,18.05
28,Tua Tagovailoa,QB,24.0,2022,86.97514154761885,137,12.5,1.01,15.1
29,Marcus Mariota,QB,29.0,2022,74.2699,271,40.4,2.09,20.12
