,Player,Position,Age,Year,Model_Projection_Points,#,StdDev,High,Low
0,Christian McCaffrey,RB,26.0,2022,254.9079999999994,2.0,0.8,1.01,1.08
1,Joe Mixon,RB,26.0,2022,225.62950000000026,10.0,2.0,1.01,2.07
2,Jonathan Taylor,RB,23.0,2022,221.924,1.0,0.5,1.01,1.05
3,Josh Jacobs,RB,24.0,2022,213.4065000000007,48.0,5.4,1.12,7.02
4,Najee Harris,RB,24.0,2022,210.20730000000077,7.0,2.0,1.01,2.03
5,Justin Herbert,QB,24.0,2022,209.1966000000011,35.0,5.1,1.02,5.08
6,Antonio Gibson,RB,24.0,2022,209.1966000000011,45.0,5.3,1.06,6.08
7,Derrick Henry,RB,28.0,2022,207.11140000000088,3.0,1.5,1.01,2.01
8,Austin Ekeler,RB,27.0,2022,204.00220000000007,5.0,1.4,1.01,1.11
9,Jamaal Williams,RB,27.0,2022,204.00220000000007,142.0,9.4,8.12,15.06
10,Ezekiel Elliott,RB,27.0,2022,193.34840000000145,27.0,3.6,1.05,4.06
11,Leonard Fournette,RB,27.0,2022,191.97740000000084,24.0,3.7,1.01,3.12
12,David Montgomery,RB,25.0,2022,191.42210000000034,32.0,3.8,2.04,5.11
13,Alvin Kamara,RB,27.0,2022,190.02530000000093,18.0,3.4,1.03,3.06
14,James Conner,RB,27.0,2022,190.02530000000093,33.0,3.8,1.12,4.09
15,Javonte Williams,RB,22.0,2022,188.22520000000063,21.0,3.6,1.01,3.1
16,Aaron Jones,RB,28.0,2022,185.0686000000004,16.0,2.6,1.02,3.02
17,Nick Chubb,RB,27.0,2022,180.4210999999999,14.0,2.8,1.01,3.01
18,James Robinson,RB,24.0,2022,177.78300000000075,86.0,7.0,3.1,9.1
19,Dalvin Cook,RB,27.0,2022,169.68660000000045,8.0,1.8,1.01,2.03
20,D'Andre Swift,RB,23.0,2022,168.75889999999993,12.0,2.1,1.02,2.09
21,Alvin Kamara,RB,27.0,2022,143.29840000000058,18.0,3.4,1.03,3.06
22,James Conner,RB,27.0,2022,143.29840000000058,33.0,3.8,1.12,4.09
23,AJ Dillon,RB,24.0,2022,132.6430000000007,,,,
24,Miles Sanders,RB,25.0,2022,127.94379999999995,64.0,5.6,3.07,7.11
25,Kenyan Drake,RB,28.0,2022,121.82340000000015,191.0,15.9,8.01,16.04
26,Elijah Mitchell,RB,24.0,2022,121.82300000000055,47.0,4.9,2.11,6.04
27,Rashaad Penny,RB,26.0,2022,121.42740000000025,72.0,6.4,2.1,8.12
28,Melvin Gordon,RB,29.0,2022,120.88470000000048,89.0,7.2,4.1,10.04
29,Sony Michel,RB,27.0,2022,119.51040000000077,188.0,15.5,9.08,16.01
30,Rhamondre Stevenson,RB,24.0,2022,117.61200000000072,91.0,7.8,3.02,10.12
31,Michael Carter,RB,23.0,2022,117.08590000000031,104.0,7.4,2.05,11.06
32,Kareem Hunt,RB,27.0,2022,112.80530000000037,74.0,6.2,3.09,8.09
33,Alexander Mattison,RB,24.0,2022,112.46539999999946,99.0,7.1,4.04,10.06
34,Damien Harris,RB,25.0,2022,111.93689999999992,61.0,5.8,2.11,7.08
35,Devin Singletary,RB,25.0,2022,106.68060000000058,78.0,6.8,4.06,8.09
36,Saquon Barkley,RB,25.0,2022,104.37130000000033,20.0,3.4,1.02,3.07
