,Player,Position,Age,Year,Model_Projection_Points,#,StdDev,High,Low
37,Clyde Edwards-Helaire,RB,23.0,2022,103.43920000000081,57.0,5.3,2.08,8.07
38,Dontrell Hilliard,RB,27.0,2022,101.59179999999995,223.0,19.3,12.02,17.11
39,Damien Williams,RB,30.0,2022,101.26000000000002,261.0,29.5,1.04,18.06
40,Giovani Bernard,RB,31.0,2022,98.56020000000035,273.0,37.2,10.12,22.08
41,Darrell Henderson,RB,25.0,2022,95.66010000000053,110.0,6.4,6.08,11.06
42,Darrel Williams,RB,27.0,2022,93.85000000000028,152.0,12.2,4.07,15.1
43,Nyheim Hines,RB,26.0,2022,89.21990000000042,106.0,7.4,5.12,11.07
44,Mark Ingram,RB,33.0,2022,87.7715000000003,129.0,11.1,2.06,13.06
45,J.D. McKissic,RB,29.0,2022,87.54030000000022,120.0,8.5,7.05,13.05
46,Tony Pollard,RB,25.0,2022,87.34010000000012,73.0,6.4,1.04,8.07
47,Austin Ekeler,RB,27.0,2022,87.21250000000039,5.0,1.4,1.01,1.11
48,Jamaal Williams,RB,27.0,2022,87.21250000000039,142.0,9.4,8.12,15.06
49,Rex Burkhead,RB,32.0,2022,86.95590000000057,272.0,20.8,11.09,18.01
50,Myles Gaskin,RB,25.0,2022,86.32629999999993,244.0,23.6,10.03,18.06
51,Marlon Mack,RB,26.0,2022,81.62219999999994,126.0,9.8,7.08,14.01
52,Ronald Jones II,RB,25.0,2022,80.16029999999989,109.0,7.7,6.08,12.08
53,Boston Scott,RB,27.0,2022,75.9186999999999,275.0,37.7,10.09,24.05
54,Chase Edmonds,RB,26.0,2022,75.52820000000001,81.0,6.9,1.08,9.04
55,Jerick McKinnon,RB,30.0,2022,75.35459999999996,202.0,21.3,5.02,17.12
56,Phillip Lindsay,RB,28.0,2022,74.30040000000007,260.0,25.7,11.01,18.04
57,D'Ernest Johnson,RB,26.0,2022,73.34819999999993,224.0,18.1,9.05,17.1
58,CeeDee Lamb,WR,23.0,2022,69.42319999999995,17.0,2.6,1.01,3.01
59,Trevor Lawrence,QB,23.0,2022,69.42319999999995,184.0,17.2,6.11,16.07
60,Chuba Hubbard,RB,23.0,2022,69.42319999999995,135.0,11.4,5.02,14.03
61,Amon-Ra St. Brown,WR,23.0,2022,69.42319999999995,84.0,7.8,4.01,10.11
62,Cam Akers,RB,23.0,2022,67.6650999999998,36.0,4.0,1.01,5.02
63,Raheem Mostert,RB,30.0,2022,66.4003999999998,118.0,8.6,6.04,13.06
64,Samaje Perine,RB,27.0,2022,64.89639999999984,242.0,19.7,9.09,18.05
65,Mike Davis,RB,29.0,2022,59.178699999999814,257.0,20.3,11.09,18.03
66,Matt Breida,RB,27.0,2022,57.35499999999968,249.0,24.4,10.02,18.08
67,James White,RB,30.0,2022,53.0043999999998,239.0,21.8,9.01,18.05
68,Eno Benjamin,RB,23.0,2022,48.84179886363616,256.0,25.0,8.03,18.01
69,Kenneth Gainwell,RB,23.0,2022,40.59350388888875,131.0,10.0,6.05,13.12
70,Ameer Abdullah,RB,29.0,2022,37.30079999999986,174.0,47.9,1.01,18.05
71,Trey Sermon,RB,23.0,2022,17.083743488455895,205.0,15.8,8.02,16.11
