,Player,Position,Age,Year,Model_Projection_Points,#,StdDev,High,Low
57,Amon-Ra St. Brown,WR,23.0,2022,79.46070000000013,84.0,7.8,4.01,10.11
58,Myles Gaskin,RB,25.0,2022,79.02679999999977,244.0,23.6,10.03,18.06
59,Michael Carter,RB,23.0,2022,75.33770000000015,104.0,7.4,2.05,11.06
60,Chase Edmonds,RB,26.0,2022,71.66749999999966,81.0,6.9,1.08,9.04
61,James White,RB,30.0,2022,70.46909999999956,239.0,21.8,9.01,18.05
62,Dontrell Hilliard,RB,27.0,2022,69.48329999999987,223.0,19.3,12.02,17.11
63,Raheem Mostert,RB,30.0,2022,68.4137999999997,118.0,8.6,6.04,13.06
64,Damien Williams,RB,30.0,2022,67.61599999999993,261.0,29.5,1.04,18.06
65,Mike Davis,RB,29.0,2022,67.43609999999967,257.0,20.3,11.09,18.03
66,Ronald Jones II,RB,25.0,2022,66.74449999999976,109.0,7.7,6.08,12.08
67,Matt Breida,RB,27.0,2022,63.587999999999674,249.0,24.4,10.02,18.08
68,Kenneth Gainwell,RB,23.0,2022,60.95018014705866,131.0,10.0,6.05,13.12
69,Ameer Abdullah,RB,29.0,2022,53.958699999999666,174.0,47.9,1.01,18.05
70,Eno Benjamin,RB,23.0,2022,47.626107355716904,256.0,25.0,8.03,18.01
71,Trey Sermon,RB,23.0,2022,28.511935631578766,205.0,15.8,8.02,16.11
