,Player,Position,Age,Year,Model_Projection_Points,#,StdDev,High,Low
0,Jonathan Taylor,RB,23.0,2022,240.7744999999996,1.0,0.5,1.01,1.05
1,Nick Chubb,RB,27.0,2022,224.34789999999924,14.0,2.8,1.01,3.01
2,Javonte Williams,RB,22.0,2022,208.58649999999983,21.0,3.6,1.01,3.1
3,Josh Jacobs,RB,24.0,2022,205.59430000000043,48.0,5.4,1.12,7.02
4,Najee Harris,RB,24.0,2022,193.4053000000006,7.0,2.0,1.01,2.03
5,Christian McCaffrey,RB,26.0,2022,192.19740000000002,2.0,0.8,1.01,1.08
6,James Robinson,RB,24.0,2022,187.29330000000056,86.0,7.0,3.1,9.1
7,David Montgomery,RB,25.0,2022,184.64329999999998,32.0,3.8,2.04,5.11
8,James Conner,RB,27.0,2022,180.70230000000115,33.0,3.8,1.12,4.09
9,Alvin Kamara,RB,27.0,2022,180.70230000000115,18.0,3.4,1.03,3.06
10,Austin Ekeler,RB,27.0,2022,174.58500000000043,5.0,1.4,1.01,1.11
11,Jamaal Williams,RB,27.0,2022,174.58500000000043,142.0,9.4,8.12,15.06
12,Ezekiel Elliott,RB,27.0,2022,173.2167000000007,27.0,3.6,1.05,4.06
13,Antonio Gibson,RB,24.0,2022,169.24880000000002,45.0,5.3,1.06,6.08
14,Justin Herbert,QB,24.0,2022,169.24880000000002,35.0,5.1,1.02,5.08
15,Leonard Fournette,RB,27.0,2022,158.47290000000035,24.0,3.7,1.01,3.12
16,Alvin Kamara,RB,27.0,2022,157.2656000000005,18.0,3.4,1.03,3.06
17,James Conner,RB,27.0,2022,157.2656000000005,33.0,3.8,1.12,4.09
18,D'Andre Swift,RB,23.0,2022,157.2502999999996,12.0,2.1,1.02,2.09
19,Joe Mixon,RB,26.0,2022,154.09450000000052,10.0,2.0,1.01,2.07
20,Dalvin Cook,RB,27.0,2022,149.69540000000038,8.0,1.8,1.01,2.03
21,Aaron Jones,RB,28.0,2022,149.63280000000057,16.0,2.6,1.02,3.02
22,Derrick Henry,RB,28.0,2022,143.34350000000092,3.0,1.5,1.01,2.01
23,AJ Dillon,RB,24.0,2022,136.83920000000074,,,,
24,Melvin Gordon,RB,29.0,2022,125.76200000000074,89.0,7.2,4.1,10.04
25,Darrel Williams,RB,27.0,2022,122.34580000000034,152.0,12.2,4.07,15.1
26,Saquon Barkley,RB,25.0,2022,121.03170000000071,20.0,3.4,1.02,3.07
27,Darrell Henderson,RB,25.0,2022,114.1274999999999,110.0,6.4,6.08,11.06
28,Damien Harris,RB,25.0,2022,114.0568000000005,61.0,5.8,2.11,7.08
29,Elijah Mitchell,RB,24.0,2022,111.2305000000002,47.0,4.9,2.11,6.04
30,Devin Singletary,RB,25.0,2022,110.20290000000072,78.0,6.8,4.06,8.09
31,Rhamondre Stevenson,RB,24.0,2022,106.72060000000052,91.0,7.8,3.02,10.12
32,Clyde Edwards-Helaire,RB,23.0,2022,106.41930000000038,57.0,5.3,2.08,8.07
33,Kareem Hunt,RB,27.0,2022,106.05240000000005,74.0,6.2,3.09,8.09
34,Miles Sanders,RB,25.0,2022,105.52659999999999,64.0,5.6,3.07,7.11
35,Sony Michel,RB,27.0,2022,104.26590000000081,188.0,15.5,9.08,16.01
36,Austin Ekeler,RB,27.0,2022,103.45500000000057,5.0,1.4,1.01,1.11
37,Jamaal Williams,RB,27.0,2022,103.45500000000057,142.0,9.4,8.12,15.06
38,Samaje Perine,RB,27.0,2022,101.24689999999974,242.0,19.7,9.09,18.05
39,Rex Burkhead,RB,32.0,2022,100.33220000000075,272.0,20.8,11.09,18.01
40,Rashaad Penny,RB,26.0,2022,99.12309999999958,72.0,6.4,2.1,8.12
41,Alexander Mattison,RB,24.0,2022,95.81509999999997,99.0,7.1,4.04,10.06
42,Mark Ingram,RB,33.0,2022,94.68450000000001,129.0,11.1,2.06,13.06
43,Jerick McKinnon,RB,30.0,2022,94.5400999999996,202.0,21.3,5.02,17.12
44,J.D. McKissic,RB,29.0,2022,91.19100000000013,120.0,8.5,7.05,13.05
45,Tony Pollard,RB,25.0,2022,89.61850000000024,73.0,6.4,1.04,8.07
46,Cam Akers,RB,23.0,2022,85.78239999999998,36.0,4.0,1.01,5.02
47,Phillip Lindsay,RB,28.0,2022,85.08149999999961,260.0,25.7,11.01,18.04
48,Marlon Mack,RB,26.0,2022,84.88329999999988,126.0,9.8,7.08,14.01
49,Nyheim Hines,RB,26.0,2022,84.82250000000006,106.0,7.4,5.12,11.07
50,D'Ernest Johnson,RB,26.0,2022,82.43340000000005,224.0,18.1,9.05,17.1
51,Giovani Bernard,RB,31.0,2022,81.72009999999986,273.0,37.2,10.12,22.08
52,Boston Scott,RB,27.0,2022,81.02740000000014,275.0,37.7,10.09,24.05
53,Kenyan Drake,RB,28.0,2022,80.02939999999975,191.0,15.9,8.01,16.04
54,Trevor Lawrence,QB,23.0,2022,79.46070000000013,184.0,17.2,6.11,16.07
55,Chuba Hubbard,RB,23.0,2022,79.46070000000013,135.0,11.4,5.02,14.03
56,CeeDee Lamb,WR,23.0,2022,79.46070000000013,17.0,2.6,1.01,3.01
